target_gene	umap1	umap2
RAD51D	6.604936	14.866264
CA5A	7.08988	16.289461
CUL3	10.023513	14.760135
CHCHD4	2.6263433	13.370382
SASS6	11.364384	15.264458
SDHA	11.6297455	14.566586
SNAPC2	4.5030875	12.948588
TOMM40	1.2575879	11.819954
THOC5	13.041805	13.6001625
GRSF1	4.251234	13.896906
TELO2	7.641127	12.999094
RFC4	13.410287	13.326342
ARL4D	4.975625	14.290206
RAD21	6.282865	13.347695
SEPSECS	4.7629294	12.911621
RPTOR	3.0829246	11.645754
NSMCE2	9.373862	15.882036
DCAF6	6.6793604	16.195673
PRRC2A	3.288853	14.200096
CHMP1A	8.233144	13.169195
C7orf50	8.7773	16.621754
CNIH4	3.7740834	11.363263
GJA3	9.185969	15.432135
CCT8	9.987783	12.638391
RABGGTA	10.893876	14.87728
TUBA3D	8.74255	16.568474
CPSF6	5.51686	9.938656
HAUS5	10.534736	14.487759
FEN1	7.113485	15.457231
NOLC1	6.563793	15.444386
KRT17	9.60132	14.709607
EIF4A1	9.307043	16.403437
WDR24	11.464702	14.234081
ANKS6	8.02812	14.878215
NOP58	2.7680774	7.3339744
INTS4	6.643701	12.583581
DIMT1	2.4532886	7.24121
RPP30	2.8078709	7.3500404
YY1	3.3996708	13.1257925
SUMO2	9.463714	15.29778
PRPF19	2.1579418	12.789792
ATP6V1G1	11.210804	15.436489
HIST1H2BB	6.962181	14.231138
ORC6	7.6166954	14.395534
TIMM8A	5.6894736	15.504254
SYMPK	5.480212	10.096388
SMC5	9.429556	16.125895
PPP1R7	9.073074	16.353159
PRPF3	2.593929	13.455174
TSEN54	7.7071586	14.348979
GTF2A2	5.381235	9.749363
PRPF38B	3.9887416	11.179959
SKA3	11.276831	11.372209
DDX21	3.2597063	7.779014
ATP1A1	6.6224885	12.979296
IFITM3	9.729447	16.25707
SRP68	5.814869	13.045903
CLNS1A	5.795607	13.856128
HSP90B1	5.1241927	13.389855
CMPK1	7.889668	14.837851
CCNL1	6.0385056	14.419041
GSPT1	2.0716865	11.560487
SSBP3	7.52639	15.250285
KIF18B	8.522652	11.820807
NOL9	8.562154	11.561225
NDUFA8	9.523864	14.600771
KLF7	6.8759136	14.250477
PET117	10.0069685	13.883799
VPS72	6.963552	16.672054
OSBP	5.4798775	15.5093155
LSM11	8.569926	13.915972
NUFIP1	6.687797	12.865287
UQCRB	11.143521	14.406623
DNAJC17	2.8067381	13.154665
ZWINT	8.073235	13.521205
RBM19	3.2963605	7.67577
MRPL37	11.956962	11.450401
TRAPPC1	9.079269	16.58779
RPS5	1.4068646	7.168161
NOB1	3.0130167	7.4995728
RBBP5	13.297432	13.069327
F8A1	5.683055	11.990263
COPE	6.735678	14.037446
SDC1	9.722304	13.821222
MTPAP	1.0078052	11.636381
HBS1L	1.9858968	11.239628
EXOSC1	10.147995	14.30567
PPA2	5.7325273	14.603214
NBEAL1	6.186824	15.14
HIST1H2BE	8.620163	16.662033
CUL7	5.491752	10.200702
SCAP	4.3161273	13.82702
MRPL13	11.617859	11.400078
SLC7A6OS	5.5483904	9.947229
ARIH1	7.383631	12.819891
SHQ1	4.9311595	13.539078
PELP1	3.709307	12.64195
ZRSR2	8.35283	14.504589
EWSR1	11.330665	15.244948
NOL7	5.812236	12.064347
DDX41	2.862877	12.832983
BIRC5	13.69921	13.296462
OSGEP	5.4255056	14.391816
RPL12	1.9977362	11.323891
SKP1	4.876483	13.950227
NUP133	7.4490547	14.883624
ZRANB2	4.0745506	12.21865
TWISTNB	1.1433821	7.794774
EPRS	3.664783	11.85785
KARS	2.7082164	11.376064
HSCB	8.061689	16.70801
PES1	-0.029844642	14.414094
HNRNPU	3.4716442	13.3310795
RNF168	10.305	15.6394825
SAP130	10.99428	14.141908
TAF5	4.9726205	8.89813
NUP88	6.4392715	12.467822
COX6C	10.936227	14.690392
SAP30BP	2.5092492	12.531778
PSMA1	4.120602	10.556867
DAD1	5.5510297	12.844089
MRPL28	11.23668	11.401145
ARID3A	5.0325017	13.177761
SNAPC1	5.6352987	13.963142
RPL29	5.3253775	12.209229
NEMF	8.665524	11.655726
MRPS18A	11.823016	11.406458
POLD2	13.528433	13.114005
OR2T29	5.3675404	13.240357
TIMM44	2.1719337	12.798792
CRKL	9.497385	15.463141
DDX59	7.9318104	14.541246
CLSPN	12.682564	13.696572
MED4	5.760448	7.927338
CFL1	12.773376	13.940289
CEP97	7.2471347	15.988571
GNB1L	10.264791	15.03118
INO80	3.5575824	11.873669
SDHD	7.3283753	15.548439
HGS	1.4415857	11.930206
NDUFA11	7.1805987	14.44096
UQCRFS1	11.246234	14.420517
PDCD7	10.197428	14.520101
EEF1A1	3.415932	11.683787
EXOC5	7.293112	15.0680485
MRPL9	11.468114	11.55766
KTI12	7.979625	16.489775
WBP1	8.925682	16.058044
COX17	8.873182	14.4103
UTP3	1.5259435	7.2492285
NOP14	2.4705513	7.244551
NPAT	13.303444	13.218353
NFS1	6.084028	13.451898
SLC25A26	9.380908	16.125734
RBMXL1	8.739444	15.036442
NCKAP1	5.3790245	10.305449
C12orf45	3.4187527	7.8111525
COA5	9.61872	15.899643
INTS7	2.837282	11.157621
EIF4B	10.726833	14.212463
PI4KA	10.307223	15.595972
ILF2	3.2859497	14.2099495
DPH3	3.1762125	13.199608
ZNF253	8.597149	16.496342
XRCC5	3.6974514	13.605596
DHX33	3.4725242	8.258088
DMAP1	11.791631	13.9398985
UPF1	3.6331725	14.065559
MRPS6	1.7578603	14.025099
RPS8	0.79423124	7.3423266
EXOSC5	4.7585335	8.713896
RPS15	1.5331894	7.325889
ANAPC11	6.926153	15.355285
PFDN4	7.5518126	15.769927
UBR4	11.021923	15.69361
RSRC2	3.48833	12.646814
GMPS	10.742147	14.427028
NUP35	3.9382288	13.669559
MRPS5	1.573743	13.905476
CENPC	4.6103015	12.114307
RBBP6	5.312622	9.8382
TOMM20	1.6530592	12.010154
WEE1	3.710861	12.383603
POLR2K	5.76651	7.96422
NOM1	3.2362287	7.720342
RFC5	12.712447	13.901574
RRP7A	1.3253129	7.2541265
MTRNR2L1	5.114239	14.2168045
POGZ	4.16937	12.518444
TRPM7	10.134767	13.972133
NELFA	5.613245	10.343704
LCN10	4.4618564	13.89975
RRN3	1.2059441	7.820217
DARS	2.3070412	11.869927
METTL16	2.896747	13.047705
UTP6	2.9474807	7.394481
MED29	5.45855	8.661689
FARSA	2.287004	11.392578
GPN1	5.5478716	9.34231
NOL12	8.358314	11.268426
NAA50	8.992156	14.17082
RBM48	7.337196	12.73625
PSMA6	4.4062138	10.778279
ANLN	8.767019	15.896529
TOPBP1	9.176067	15.8051195
UBC	9.884924	14.840788
TONSL	13.521807	13.02839
GLRX3	7.765589	15.203299
SRSF3	5.269492	8.870701
OGT	4.543959	12.731043
GTF2H3	3.7762775	11.319134
UNC50	12.205782	14.202791
AASDHPPT	8.431693	15.983383
HNRNPL	5.9087605	13.174893
RNPC3	7.1493573	12.728441
ANAPC10	13.287335	13.508295
NUP43	7.007619	16.113255
RPP21	6.4597564	14.682575
DUT	12.5799885	13.639691
TPRKB	6.786151	13.248674
TBL3	2.6411734	7.322979
NFKBIE	3.138859	11.47437
MEPCE	7.2134566	15.673186
CCDC84	10.738795	15.829199
DOLK	5.986392	15.236295
MAU2	6.5143294	13.407106
CWC22	2.6493163	12.615639
URI1	5.727499	11.428607
CLCC1	3.7233753	12.642909
CTNNBL1	1.768547	14.070121
PPP6C	10.249676	16.31848
METTL23	7.874571	14.80325
VPS28	8.389391	12.993952
HIST1H2AI	9.507692	16.139183
PSMA5	3.8476126	10.346122
CCNA2	11.980309	11.482239
DDX20	5.793099	13.897814
SYS1	7.069471	13.2502365
PDAP1	6.111306	13.154275
PLK1	5.062261	13.306331
MRPL15	11.186906	11.408571
TPI1	7.505261	13.189134
MSTO1	6.738653	15.082994
VPS35	2.7993128	11.440372
RCOR1	8.365989	15.161902
PWP2	2.142948	7.28531
RNF4	5.495251	9.902999
POP5	3.2276976	7.6852283
HNRNPK	11.647773	14.568135
SF1	9.809753	14.309129
CPSF2	7.5907474	13.102624
XRN2	7.953846	15.605264
CHTF8	9.797564	13.955209
TOE1	4.449633	12.971957
ARGFX	5.0766096	13.488359
ZNF720	10.736467	16.039656
CDC26	10.831679	14.578576
UBR5	5.589738	13.133632
TUBGCP4	6.4904547	12.859782
TDGF1	5.545654	14.502848
NPM1	10.656216	15.6061
EIF1AD	10.661524	13.99189
AARS	2.0484123	11.351875
PRPF31	2.3691804	12.138586
NAPG	10.872281	15.510925
EIF3G	-1.0982618	14.157085
OTOP1	9.119109	16.481434
PSMC3	3.834613	10.492327
PGPEP1	4.4750614	12.285739
IARS	2.2435791	11.406065
LAMTOR3	9.4976845	15.640009
IPO7	10.151841	14.520252
OPA1	1.7520037	12.310764
COG8	4.533242	12.85417
HSD17B10	1.9106247	12.7606735
RPL7L1	-0.5044436	14.345094
SNIP1	3.0606694	13.741508
MOCS3	6.530672	15.108463
SARS	2.0500336	11.187593
EXOC7	5.6345196	9.884426
COX5A	11.075761	14.420884
HAUS6	8.741085	13.940825
CHMP4B	4.6464467	12.33243
FAU	1.4124396	7.2139373
TERF1	6.5749288	14.171096
PPIL1	3.8578143	12.426847
CHAF1A	11.335967	13.944411
GPN2	5.796358	10.079172
THAP11	8.112634	14.220756
IPO13	2.3380733	12.705609
PREB	9.958596	14.013591
CACTIN	2.9603643	11.661596
MRPL34	11.9389715	11.436259
NOL10	2.3070972	7.1777325
UQCRC2	11.171055	14.44201
PSMB2	4.085993	10.520158
BMS1	2.107962	7.2160754
BUD31	8.6714525	11.648091
TBC1D3	7.2426305	13.908021
SNRPC	3.1483123	12.125163
RPS2	1.9363453	7.1665754
CDT1	11.461331	14.296031
FAM133B	10.937299	15.809143
