axis_id	database	term	NES_or_effect	FDR	leading_edge_size	overlap_gene_count	term_gene_count_in_universe	axis_gene_count	overlap_genes
oxidative stress / mitochondrial	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.3978723404255319	1	1	17	1	PARK7
oxidative stress / mitochondrial	GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	1.0	0.4303363074811256	1	1	19	1	PARK7
oxidative stress / mitochondrial	GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.504654255319149	1	1	23	1	PARK7
oxidative stress / mitochondrial	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1	1	32	1	PARK7
peroxisome / metabolism	GO_BP	Cellular Response to Oxidative Stress (GO:0034599)	1.0	0.1914893617021277	1	1	5	1	PEX14
peroxisome / metabolism	GO_BP	Cellular Response to Oxygen-Containing Compound (GO:1901701)	1.0	0.1914893617021277	1	1	5	1	PEX14
peroxisome / metabolism	GO_BP	Cellular Response to Reactive Oxygen Species (GO:0034614)	1.0	0.1914893617021277	1	1	3	1	PEX14
peroxisome / metabolism	GO_BP	Negative Regulation of RNA Biosynthetic Process (GO:1902679)	1.0	0.1914893617021277	1	1	6	1	PEX14
peroxisome / metabolism	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	1.0	0.4340425531914893	1	1	17	1	PEX14
peroxisome / metabolism	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.5957446808510638	1	1	28	1	PEX14
proteostasis / chaperone	GO_BP	Negative Regulation of Protein Metabolic Process (GO:0051248)	1.0	0.3404255319148936	1	1	3	1	PFDN5
proteostasis / chaperone	GO_BP	Negative Regulation of RNA Biosynthetic Process (GO:1902679)	1.0	0.3404255319148936	1	1	6	1	PFDN5
proteostasis / chaperone	GO_BP	Regulation of RNA Biosynthetic Process (GO:2001141)	1.0	0.3404255319148936	1	1	8	1	PFDN5
proteostasis / chaperone	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	1.0	0.4340425531914893	1	1	17	1	PFDN5
proteostasis / chaperone	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.4340425531914893	1	1	17	1	PFDN5
proteostasis / chaperone	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.5957446808510638	1	1	28	1	PFDN5
ribosomal / translation	GO_BP	Cellular Response to Cytokine Stimulus (GO:0071345)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Cellular Response to Oxidative Stress (GO:0034599)	1.0	0.1329787234042553	1	1	5	1	RPS3
ribosomal / translation	GO_BP	Cellular Response to Oxygen-Containing Compound (GO:1901701)	1.0	0.1329787234042553	1	1	5	1	RPS3
ribosomal / translation	GO_BP	Cellular Response to Reactive Oxygen Species (GO:0034614)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	DNA Damage Response (GO:0006974)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	DNA Metabolic Process (GO:0006259)	1.0	0.1329787234042553	1	1	4	1	RPS3
ribosomal / translation	GO_BP	DNA Repair (GO:0006281)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Negative Regulation of Gene Expression (GO:0010629)	1.0	0.1329787234042553	1	1	5	1	RPS3
ribosomal / translation	GO_BP	Negative Regulation of Protein Metabolic Process (GO:0051248)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Negative Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903321)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Negative Regulation of Protein Ubiquitination (GO:0031397)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Positive Regulation of Apoptotic Process (GO:0043065)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Positive Regulation of Cytokine Production (GO:0001819)	1.0	0.1329787234042553	1	1	5	1	RPS3
ribosomal / translation	GO_BP	Positive Regulation of DNA Repair (GO:0045739)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.1329787234042553	1	1	4	1	RPS3
ribosomal / translation	GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.1329787234042553	1	1	4	1	RPS3
ribosomal / translation	GO_BP	Protein Metabolic Process (GO:0019538)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Regulation of DNA Repair (GO:0006282)	1.0	0.1329787234042553	1	1	5	1	RPS3
ribosomal / translation	GO_BP	Regulation of Programmed Cell Death (GO:0043067)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Regulation of Translation (GO:0006417)	1.0	0.1329787234042553	1	1	3	1	RPS3
ribosomal / translation	GO_BP	Positive Regulation of Gene Expression (GO:0010628)	1.0	0.1934235976789168	1	1	8	1	RPS3
ribosomal / translation	GO_BP	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	1.0	0.1934235976789168	1	1	8	1	RPS3
ribosomal / translation	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2312673450508788	1	1	10	1	RPS3
ribosomal / translation	GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1.0	0.2437943262411347	1	1	11	1	RPS3
ribosomal / translation	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.3617021276595744	1	1	17	1	RPS3
ribosome biogenesis / nucleolar	GO_BP	Chromatin Organization (GO:0006325)	1.0	0.1773049645390071	1	1	5	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Chromatin Remodeling (GO:0006338)	1.0	0.1773049645390071	1	1	5	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	DNA Damage Response (GO:0006974)	1.0	0.1773049645390071	1	1	3	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	DNA Metabolic Process (GO:0006259)	1.0	0.1773049645390071	1	1	4	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	DNA Repair (GO:0006281)	1.0	0.1773049645390071	1	1	3	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Negative Regulation of Cell Population Proliferation (GO:0008285)	1.0	0.1773049645390071	1	1	3	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Negative Regulation of Cellular Process (GO:0048523)	1.0	0.1773049645390071	1	1	4	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Positive Regulation of Cell Population Proliferation (GO:0008284)	1.0	0.1773049645390071	1	1	3	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Positive Regulation of Cellular Process (GO:0048522)	1.0	0.1773049645390071	1	1	5	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.1773049645390071	1	1	4	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.1773049645390071	1	1	4	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Protein Localization to Nucleus (GO:0034504)	1.0	0.1773049645390071	1	1	3	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Regulation of Cellular Response to Stress (GO:0080135)	1.0	0.1773049645390071	1	1	4	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Regulation of Protein Phosphorylation (GO:0001932)	1.0	0.1773049645390071	1	1	3	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Regulation of Translation (GO:0006417)	1.0	0.1773049645390071	1	1	3	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Negative Regulation of Programmed Cell Death (GO:0043069)	1.0	0.1877346683354193	1	1	6	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Regulation of Cell Population Proliferation (GO:0042127)	1.0	0.1877346683354193	1	1	6	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.2068557919621749	1	1	7	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Positive Regulation of Gene Expression (GO:0010628)	1.0	0.2239641657334826	1	1	8	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	1.0	0.2532928064842958	1	1	10	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2532928064842958	1	1	10	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	1.0	0.4593810444874275	1	1	19	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.5319148936170214	1	1	23	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.6205673758865249	1	1	28	1	NPM1
ribosome biogenesis / nucleolar	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1	1	32	1	NPM1
signaling / oncogene	GO_BP	+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	1.0	0.2066869300911854	1	1	3	1	MTDH
signaling / oncogene	GO_BP	Positive Regulation of Angiogenesis (GO:0045766)	1.0	0.2066869300911854	1	1	3	1	MTDH
signaling / oncogene	GO_BP	Positive Regulation of Autophagy (GO:0010508)	1.0	0.2066869300911854	1	1	3	1	MTDH
signaling / oncogene	GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.2066869300911854	1	1	4	1	MTDH
signaling / oncogene	GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.2066869300911854	1	1	4	1	MTDH
signaling / oncogene	GO_BP	Regulation of Autophagy (GO:0010506)	1.0	0.2066869300911854	1	1	4	1	MTDH
signaling / oncogene	GO_BP	Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	1.0	0.2066869300911854	1	1	3	1	MTDH
signaling / oncogene	GO_BP	Negative Regulation of Programmed Cell Death (GO:0043069)	1.0	0.2170212765957447	1	1	6	1	MTDH
signaling / oncogene	GO_BP	Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	1.0	0.2170212765957447	1	1	5	1	MTDH
signaling / oncogene	GO_BP	Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	1.0	0.2170212765957447	1	1	6	1	MTDH
signaling / oncogene	GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.230174081237911	1	1	7	1	MTDH
signaling / oncogene	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.3014184397163121	1	1	10	1	MTDH
signaling / oncogene	GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1.0	0.3060556464811784	1	1	11	1	MTDH
signaling / oncogene	GO_BP	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	1.0	0.3358662613981762	1	1	13	1	MTDH
signaling / oncogene	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	1.0	0.4099290780141843	1	1	17	1	MTDH
signaling / oncogene	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.6329787234042553	1	1	28	1	MTDH
signaling / oncogene	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1	1	32	1	MTDH
synaptic / signaling	GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.2127659574468085	1	1	4	1	ERC1
synaptic / signaling	GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.2127659574468085	1	1	4	1	ERC1
synaptic / signaling	GO_BP	Regulation of RNA Biosynthetic Process (GO:2001141)	1.0	0.2836879432624114	1	1	8	1	ERC1
synaptic / signaling	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.452127659574468	1	1	17	1	ERC1
synaptic / signaling	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.5957446808510638	1	1	28	1	ERC1
transcription / chromatin	GO_BP	Regulation of Cellular Response to Stress (GO:0080135)	1.0	0.0416281221091581	2	2	4	2	ENY2; TADA3
transcription / chromatin	GO_BP	Regulation of DNA Metabolic Process (GO:0051052)	1.0	0.0416281221091581	2	2	3	2	ENY2; TADA3
transcription / chromatin	GO_BP	Regulation of DNA Repair (GO:0006282)	1.0	0.0462534690101757	2	2	5	2	ENY2; TADA3
transcription / chromatin	GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	1.0	0.1561054579093432	2	2	10	2	ENY2; TADA3
transcription / chromatin	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.3774283071230342	2	2	17	2	ENY2; TADA3
transcription / chromatin	GO_BP	Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway (GO:0030518)	0.5	0.4116558741905644	1	1	4	2	TADA3
transcription / chromatin	GO_BP	Positive Regulation of Gene Expression (GO:0010628)	0.5	0.4288958035489025	1	1	8	2	TADA3
transcription / chromatin	GO_BP	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	0.5	0.4288958035489025	1	1	8	2	TADA3
transcription / chromatin	GO_BP	Regulation of Cell Cycle (GO:0051726)	0.5	0.4288958035489025	1	1	5	2	TADA3
transcription / chromatin	GO_BP	Regulation of RNA Biosynthetic Process (GO:2001141)	0.5	0.4288958035489025	1	1	8	2	TADA3
transcription / chromatin	GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.4288958035489025	2	2	23	2	ENY2; TADA3
transcription / chromatin	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.4370952821461609	2	2	28	2	ENY2; TADA3
transcription / chromatin	GO_BP	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	0.5	0.5153957975419585	1	1	13	2	TADA3
transcription / chromatin	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.5153957975419585	2	2	32	2	ENY2; TADA3
transcription / chromatin	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	0.5	0.5975948196114709	1	1	17	2	TADA3
transcription regulation	GO_BP	Chromatin Organization (GO:0006325)	0.1	0.932782395231557	1	1	5	10	MIER1
transcription regulation	GO_BP	Chromatin Remodeling (GO:0006338)	0.1	0.932782395231557	1	1	5	10	MIER1
transcription regulation	GO_BP	Negative Regulation of Cell Population Proliferation (GO:0008285)	0.1	0.932782395231557	1	1	3	10	ZBTB17
transcription regulation	GO_BP	Negative Regulation of Cellular Process (GO:0048523)	0.1	0.932782395231557	1	1	4	10	ZBTB17
transcription regulation	GO_BP	Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway (GO:0030518)	0.1	0.932782395231557	1	1	4	10	TMF1
transcription regulation	GO_BP	Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	0.1	0.932782395231557	1	1	5	10	MIER1
transcription regulation	GO_BP	Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	0.1	0.932782395231557	1	1	6	10	MIER1
transcription regulation	GO_BP	Regulation of Cell Cycle (GO:0051726)	0.1	0.932782395231557	1	1	5	10	ZBTB17
transcription regulation	GO_BP	Regulation of Cell Population Proliferation (GO:0042127)	0.1	0.932782395231557	1	1	6	10	ZBTB17
transcription regulation	GO_BP	Regulation of Cytokine Production (GO:0001817)	0.2	0.932782395231557	2	2	3	10	ZBTB17; ZNF131
transcription regulation	GO_BP	Regulation of RNA Biosynthetic Process (GO:2001141)	0.2	0.932782395231557	2	2	8	10	GON4L; MIER1
transcription regulation	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	0.3	0.932782395231557	3	3	17	10	MIER1; ZBTB17; ZNF131
transcription regulation	GO_BP	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	0.3	0.932782395231557	3	3	13	10	MIER1; ZBTB17; ZNF131
transcription regulation	GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	0.4	0.932782395231557	4	4	23	10	MYBL1; TMF1; VEZF1; ZBTB17
transcription regulation	GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	0.4	0.932782395231557	4	4	19	10	MYBL1; TMF1; VEZF1; ZBTB17
transcription regulation	GO_BP	Regulation of Gene Expression (GO:0010468)	0.4	0.932782395231557	4	4	17	10	GON4L; MIER1; ZBTB17; ZNF131
transcription regulation	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	0.6	0.932782395231557	6	6	28	10	ETV3; GON4L; KLF3; MIER1; MYBL1; VEZF1
transcription regulation	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	0.8	0.932782395231557	8	8	32	10	ETV3; KLF3; MIER1; MYBL1; TMF1; VEZF1; ZBTB17; ZNF131
transcription regulation	GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	0.1	0.9509108576186448	1	1	11	10	MIER1
transcription regulation	GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	0.1	0.9509108576186448	1	1	10	10	MYBL1
