pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection	display_group	display_name	exact_gs_name	context_target	row_order	selection_tier	selection_reason	pathway_order	partner_context	spearman_rho	sign_agree_fraction	n_pathways
HALLMARK_MTORC1_SIGNALING	-0.43166729222319	-1.14165085005859	0.140229885057471	down	200	196	0.584291187739464	0.0513538397141682	PLOD2;HSPE1;CTSC;ME1;WARS;SDF2L1;PSMC6;RDH11;ACTR3;POLR3G;SERP1;GMPS;HPRT1;PNO1;MCM4;SLC1A5;IDI1;ACACA;SSR1;NFIL3;EEF1E1;PSMD14;HSPD1;HMGCS1;ADIPOR2;CALR;PSMD12;ELOVL6;IFI30;PSMA3;EPRS;FADS1;TOMM40;PGM1;ARPC5L;PFKL;ABCF2;HSPA9;MCM2;RRP9;TFRC;IDH1;CYB5B;DDIT3;ACTR2;FKBP2;RPN1;ACLY;CCNG1;LDLR;IFRD1;SQLE;FADS2;SORD;ATP6V1D;GLA;EBP;GTF2H1;DHFR;CCT6A;YKT6;CDC25A;SEC11A;TXNRD1;FDXR;PSMD13;ELOVL5;SKAP2;STIP1;RPA1;PNP;HK2;IGFBP5;PSPH;SLC37A4;HSP90B1	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	6	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.448500568274808	1.18640616015439	0.0849590937696665	up	200	183	0.486779125424044	0.0702666782298212	COX17;SUCLG1;VDAC2;NDUFB3;MGST3;NDUFA7;SDHC;IDH2;COX7A2;VDAC3;COX6C;CYB5R3;POLR2F;LDHA;ATP6V1H;OAT;SLC25A5;ACAA2;AIFM1;IDH3A;UQCR11;SLC25A3;ATP6V1E1;COX5B;NDUFS6;UQCRH;ATP6V0E1;NDUFA5;NDUFS4;MRPS30;TIMM10;MRPS15;NDUFB7;NDUFS3;ISCU;MRPL11;IMMT;BDH2;MDH1;VDAC1;NDUFB5;NDUFB4;OXA1L;SLC25A20;UQCRC2;MRPS11;CYCS;MTRF1;GPX4;BCKDHA;NDUFC1;NDUFV1;ECHS1;SLC25A11;UQCRQ;PRDX3;NDUFA9;SUPV3L1;COX6A1;CS;DLST;ALAS1	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	7	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_E2F_TARGETS	0.566197026534281	1.5065706764285	0.000395934387325	up	200	196	0.0127202706476607	0.49849310876659	DLGAP5;HMMR;RAN;TOP2A;RACGAP1;CENPE;HMGB2;CKS1B;CIT;PTTG1;MYBL2;MAD2L1;CKS2;CDC20;H2AFZ;CDCA8;KIF2C;SNRPB;TK1;TP53;SMC4;RANBP1;DEK;CDK1;CDCA3;NCAPD2;STAG1;KPNA2;PRIM2;TACC3;PA2G4;CCNB2;SPC24;PSIP1;GSPT1;KIF22;NUP205;MTHFD2;CENPM;POLD3;BUB1B;PLK1;KIF18B;CSE1L;AURKB;ANP32E;CDC25B;TUBB;LIG1;CDKN3;UBE2S;NUP107;NUDT21;BIRC5;SPAG5;AURKA;CTCF;POLD1;DDX39A;PRPS1;MXD3;KIF4A;ORC6;MLH1;MCM3;ESPL1;POLE;GINS3;CDKN2C;STMN1;DONSON;POLE4;RFC3;SRSF2;DEPDC1;MCM5;TRIP13;CHEK2;TUBG1;ZW10;RRM2;MCM7;SRSF1;WDR90;LUC7L3;MSH2;MKI67;RFC2;WEE1;UBR7;RNASEH2A;H2AFX;UNG	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	8	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_G2M_CHECKPOINT	0.569921290717947	1.51536607645257	0.0005088108259064	up	200	193	0.0127202706476607	0.477270815362862	TPX2;MT2A;H2AFV;UBE2C;HMMR;TOP2A;SMC2;RACGAP1;CENPE;HMGN2;PBK;NUSAP1;CENPF;CKS1B;PTTG1;MYBL2;MAD2L1;CKS2;CDC20;PRC1;SAP30;H2AFZ;KIF2C;HIF1A;KIF5B;MTF2;KIF20B;DTYMK;SMC4;CDK1;NEK2;NDC80;STAG1;KPNA2;PRIM2;HIST1H2BK;ARID4A;TTK;TACC3;KIF11;CCNB2;E2F3;GSPT1;KIF22;CUL5;PLK1;AURKB;CDC25B;SFPQ;CDKN3;UBE2S;BIRC5;DMD;AURKA;CTCF;CCNT1;DDX39A;TROAP;INCENP;KIF4A;KIF23;CDC7;ORC6;CCNF;MCM3;ESPL1;SLC12A2;WRN;SNRPD1;SLC7A5;POLE;DR1;EWSR1;POLQ;CDKN2C;SRSF10;STMN1;SRSF2;CUL4A;MCM5;CDC45	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	9	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_MYC_TARGETS_V1	-0.392646611767238	-1.03846167356848	0.330779544148631	down	200	197	0.674360453933449	0.0315818918142659	DDX18;HNRNPU;HSPE1;C1QBP;KPNB1;PSMC6;STARD7;RAD23B;EEF1B2;SET;HPRT1;IARS;TXNL4A;DHX15;MCM4;AIMP2;CAD;CUL1;EIF4H;SSB;NME1;FAM120A;PSMD14;SMARCC1;MYC;NCBP1;HSPD1;EPRS;HNRNPD;RPS10;SF3B3;RSL1D1;IMPDH2;HNRNPA3;KARS;GOT2;SERBP1;USP1;ILF2;DUT;PHB2;CSTF2;MCM2;RRP9;RUVBL2;CNBP;POLD2;NCBP2;TCP1;CCT2;IFRD1;NOLC1;ODC1;XPO1;UBE2L3;RPS2;NAP1L1;SYNCRIP;COX5A;HNRNPC;MRPL23;RPL34;RPL18;RPS5;SRSF7;SF3A1;PCNA;SNRPD2;TFDP1;PCBP1;RNPS1;NDUFAB1;MCM6;TRA2B;NOP16	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	10	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_HYPOXIA	0.361344536287785	0.960240731321146	0.561872909698997	up	200	191	0.716542398584608	0.0237978229280564	MT2A;BTG1;PRDX5;MT1E;UGP2;SAP30;NR3C1;SULT2B1;P4HA1;GCNT2;ISG20;PLIN2;LDHA;MIF;GAPDH;NAGK;GLRX;BNIP3L;TPI1;BHLHE40;LXN;STBD1;HEXA;FOXO3;IDS;ANXA2;SLC6A6;MXI1;PDK1;PLAUR;FOSL2;WSB1;AK4;ENO1;B3GALT6;SCARB1;S100A4;FOS;KIF5A;GBE1;XPNPEP1;PNRC1	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	11	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	0.494828697060375	1.09141439605222	0.299173553719008	up	49	46	0.674360453933449	0.0350682118590514	CDKN2D;MGST1;G6PD;SBNO2;PRDX1;GLRX;SOD2;NQO1;GSR;SOD1;ATOX1;GCLM;NDUFB4;SCAF4;GPX4;MSRA	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	12	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.403540712414342	-1.00118859927464	0.434526075371146	down	113	109	0.690242226934679	0.0265283764302759	DCTN1;EXOSC1;DNAJC3;DDX10;SERP1;IARS;EIF4A2;SSR1;PDIA6;CALR;LSM1;EXOC2;EXOSC2;DNAJA4;HSPA9;CNOT6;IMP3;TTC37;RRP9;DCP1A;ERN1;EEF2;KHSRP;SEC31A;PREB;NOLC1;NOP14;RPS14;SEC11A;YWHAZ;ALDH18A1;ATF3;BAG3;ZBTB17;HSP90B1;KDELR3;ATF6;PDIA5;HYOU1;EIF4G1;CEBPG	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	13	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.429063270276296	-1.13324714563362	0.153298711290633	down	200	195	0.589610428040896	0.0490409715974691	PFN2;TPM1;CALD1;ANPEP;LAMA2;TGM2;TIMP1;PLOD2;SERPINE2;FLNA;ITGB1;CDH2;MYL9;FERMT2;MYLK;SCG2;TPM4;INHBA;SFRP1;TGFBI;CD44;WIPF1;VIM;MEST;PTX3;CAP2;TNC;LAMC2;IGFBP4;GLIPR1;GADD45A;CALU;IL32;FAP;COL6A3;PDLIM4;COL6A2;JUN;SPOCK1;CAPG;FAS;QSOX1;ACTA2;SLC6A8;TNFRSF12A;COL4A1;TNFAIP3;FN1;SDC4;COL4A2;PLOD3;GPX7;PCOLCE2;ITGA5;PMEPA1;PMP22;FBLN1	HCC38	PRPF6	25	1666	36601	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HCC38 / PRPF6	9	Tier 1	benchmark-relevant anchor	14	HCC1143	-0.10953181272509004	0.48	50
HALLMARK_APOPTOSIS	0.399941682195376	1.06429420360432	0.244504021447721	up	161	158	0.509383378016086	0.0660400458643362	SQSTM1;TIMP1;JUN;GSN;GPX4;IRF1;XIAP;SAT1;APP;MMP2;CCND1;SPTAN1;TXNIP;BCL10;ADD1;ISG20;CASP6;CTNNB1;PEA15;DDIT3;LMNA;DNM1L;MGMT;KRT18;DPYD;ERBB3;CREBBP;IER3;CASP3;PPP3R1;H1F0;PMAIP1;CLU;RARA;ANXA1;DAP3;DNAJC3;EBP;CASP4;LGALS3	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	0	HCC1143	0.39476590636254505	0.58	50
HALLMARK_P53_PATHWAY	0.442164342211838	1.20200072302714	0.0544135429262394	up	200	196	0.247334286028361	0.151812881287453	S100A10;PERP;DNTTIP2;SLC3A2;TP53;H2AFJ;JUN;DCXR;BTG1;FBXW7;EPHX1;SAT1;NUPR1;APP;CDKN2AIP;TOB1;RB1;ZNF365;TXNIP;MXD4;IRAK1;VAMP8;DDIT3;SFN;HINT1;HEXIM1;TRAF4;S100A4;IER3;TGFA;TM7SF3;CCNK;TSC22D1;MDM2;SERPINB5;IP6K2;IFI30;SLC35D1;FOS;PHLDA3;PLK2;AK1;PLK3;NOL8;RCHY1;ACVR1B;XPC;RETSAT;MXD1;TRAFD1;ST14;NDRG1	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	1	HCC1143	0.39476590636254505	0.58	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.431128314765651	1.1729517495453	0.0725513905683192	up	200	197	0.295070782875661	0.131183404131763	PMEPA1;SQSTM1;TNC;PHLDA2;JUN;NFE2L2;BTG1;IER2;AREG;IRF1;TIPARP;SGK1;CXCL6;SAT1;CCND1;LAMB3;REL;DNAJB4;HES1;BHLHE40;IER3;TRIB1;CXCL1;MAP2K3;B4GALT1;TSC22D1;BIRC2;IL15RA;VEGFA;RIPK2;G0S2;NFIL3;EGR1;PHLDA1;FOS;PLK2;PLAUR;GEM;NR4A2;EDN1;BCL6;SLC2A6;EFNA1;MXD1;NFKBIA;BCL3;RHOB;CD44;PNRC1;TNIP1;EGR2;TNF;TNFAIP6;SERPINB8;ZC3H12A;IFIH1;SPHK1;IL6;DUSP1;TNFSF9;MAP3K8;SDC4;IFIT2;CXCL3;SPSB1	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	2	HCC1143	0.39476590636254505	0.58	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.607424371460725	1.51519617486054	0.0060589018830009	up	97	93	0.0504908490250075	0.407017918923954	B2M;ISG15;PSME1;IRF1;IFI35;EIF2AK2;IRF2;IFI44;CD47;HLA-C;USP18;TXNIP;TRIM26;SP110;ISG20;HERC6;NMI;MX1;IFI30;RIPK2;PARP9;IRF9;TRIM5;UBE2L6;GMPR;IL7;PSMB8;LAP3;CASP8;OAS1;NCOA7;TRAFD1;MOV10;C1S;OASL;CNP;IFI27;IFIH1;LAMP3;IFIT2	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	3	HCC1143	0.39476590636254505	0.58	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.458106643905237	1.2472944623703	0.0328467153284672	up	200	198	0.164233576642336	0.196710025346243	B2M;ISG15;ARID5B;PSME1;BTG1;IRF1;IFI35;EIF2AK2;IRF2;IFI44;USP18;TXNIP;TRIM26;SP110;ISG20;NCOA3;VAMP8;HLA-B;HERC6;SAMHD1;ZNFX1;CASP3;SRI;JAK2;NMI;PTPN6;MX1;IL15RA;MYD88;SSPN;MX2;IFI30;METTL7B;RIPK2;IRF9;PLA2G4A;UBE2L6;CASP4;STAT3;IL7;HIF1A;PTPN2;PSMB8;LAP3;CASP8;EIF4E3;NFKBIA;TRAFD1;C1S;PSMB10;C1R;BPGM;OASL;MVP;TNFAIP6;IFI27;HLA-DMA;IFIH1;RIPK1;IL6;SPPL2A;IFIT2	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	4	HCC1143	0.39476590636254505	0.58	50
HALLMARK_GLYCOLYSIS	-0.389910743792441	-0.91119236860936	0.691194065565925	down	200	198	0.827615709890255	0.0123365364638994	STMN1;HMMR;NASP;AURKA;KIF2A;PLOD1;FKBP4;SAP30;ZNF292;EXT1;MET;DEPDC1;ALDH7A1;PLOD2;MDH2;PGAM1;B4GALT2;CENPA;ENO1;PYGL;ME2;POLR3K;COPB2;AGL;TPST1;UGP2;ME1;CDK1;TXN;SDHC;CLN6;GALE;HS2ST1;P4HA2;TALDO1;SDC1;EGLN3;ANGPTL4;B3GALT6;DLD;KIF20A;PAXIP1;SLC37A4;GPC1;G6PD;GNE;IRS2;FUT8;RBCK1;PC;EGFR;LHPP;MDH1;GOT2;PHKA2;ALDH9A1;CHST4;ADORA2B;TPI1;GUSB;GOT1;MXI1;PPIA;SLC25A13;CHPF;ECD;NSDHL;PFKP;COL5A1;PMM2;DDIT4;EFNA3	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	5	HCC1143	0.39476590636254505	0.58	50
HALLMARK_MTORC1_SIGNALING	-0.565671417410358	-1.32108735460138	0.0221609966459032	down	200	196	0.123116648032796	0.105228221404324	HSPD1;HSPE1;TOMM40;TXNRD1;SQLE;ARPC5L;CANX;EPRS;CCT6A;PSMA3;CACYBP;AURKA;SEC11A;PSMC6;TUBA4A;EIF2S2;CCNF;NUFIP1;HSP90B1;MTHFD2;GMPS;PLK1;PITPNB;NAMPT;MCM4;SLC9A3R1;TFRC;CYP51A1;PDAP1;PSMA4;BUB1;PLOD2;HSPA9;PNO1;RPA1;PSMG1;PSMD12;ENO1;CTSC;PNP;POLR3G;IDI1;HSPA4;CALR;TMEM97;ME1;NFKBIB;COPS5;WARS;MCM2;PSMB5;UCHL5;TRIB3;SORD;SCD;CYB5B;SRD5A1;RRM2;HMGCS1;LDLR;UNG;IFRD1;DHCR7;TBK1;TUBG1;PSMD13;ACACA;EEF1E1;PSMD14;ABCF2;EGLN3;STIP1;FADS1;PGM1;TCEA1;ADIPOR2;SSR1;PPP1R15A;ACLY;FADS2;GTF2H1;SLC37A4;SLC7A11;MTHFD2L;G6PD;SHMT2;PRDX1;HMGCR	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	6	HCC1143	0.39476590636254505	0.58	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.400687383400183	1.08162296437858	0.201527614571093	up	200	183	0.458017305843393	0.0766084781008854	ATP1B1;SLC25A4;IDH3G;NDUFA1;NDUFB4;MGST3;ETFB;COX17;IDH3B;GPX4;NDUFA3;NDUFB8;NDUFB2;NDUFS2;COX6B1;ATP6V0E1;ACAA1;UQCRQ;NDUFA4;ECI1;NDUFS4;COX6A1;ATP6V1G1;COX6C;SURF1;DECR1;NDUFB7;UQCR11;RHOT1;COX7B;FH;OAT;COX4I1;COX11;ACO2;LDHA;PDHX;NDUFS8;NDUFA8;SLC25A11;MRPL34;ACADVL;ABCB7;POLR2F;NDUFA9;UQCRC1;COX10;NDUFS7;ACAA2;IDH2;IDH3A;NDUFV2;ECH1;SUPV3L1;ETFDH;SLC25A3;COX8A;ATP6V1H;RETSAT;CYB5A;ATP6V1D;COX7A2;GPI	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	7	HCC1143	0.39476590636254505	0.58	50
HALLMARK_E2F_TARGETS	-0.841017176818041	-1.96413876165651	1e-10	down	200	196	1.66666666666667e-09		HMGA1;TUBB;RANBP1;H2AFZ;RFC1;HMGB2;CKS1B;CDKN3;BIRC5;ATAD2;TOP2A;EIF2S1;MKI67;DLGAP5;PA2G4;DEK;STMN1;CSE1L;RAN;UBE2S;CKS2;HMMR;LYAR;KPNA2;PTTG1;SRSF2;CENPE;HNRNPD;SMC4;NASP;DCTPP1;SSRP1;BRCA2;AURKA;USP1;KIF18B;NCAPD2;NAP1L1;TMPO;GSPT1;UBE2T;IPO7;DUT;PAICS;RAD21;GINS1;KIF2C;PRIM2;SMC3;PRKDC;MTHFD2;RACGAP1;MAD2L1;PLK1;CDCA8;ANP32E;PCNA;CDC20;MMS22L;PNN;RAD1;MELK;MYC;KIF4A;MCM3;MCM4;XRCC6;TACC3;POLD3;LBR;TFRC;DEPDC1;BARD1;PHF5A;LMNB1;CDC25B;CBX5;H2AFX;SPC25;SMC1A;RPA1;SLBP;ILF3;MYBL2;DIAPH3;CENPM;RFC3;TRIP13;NUP107;ORC6;POP7;LUC7L3;MSH2;CDK1;HMGB3;BRCA1;GINS4;BUB1B;MCM2;SMC6;NOP56;RAD51AP1;NUDT21;NAA38;TK1;RRM2;TRA2B;NUP153;CCP110;CDCA3;CIT;UNG;PSMC3IP;TUBG1;MCM7;TBRG4;SPAG5;EXOSC8;DONSON;ZW10;RPA2;AURKB;POLD2;DNMT1;RPA3	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	8	HCC1143	0.39476590636254505	0.58	50
HALLMARK_G2M_CHECKPOINT	-0.788000285451686	-1.83805611183192	1e-10	down	200	193	1.66666666666667e-09		HMGA1;H2AFZ;TPX2;CKS1B;CDKN3;BIRC5;CENPF;TOP2A;NDC80;MKI67;MT2A;HNRNPU;STMN1;KPNB1;SQLE;UBE2S;HMGN2;CKS2;HMMR;KPNA2;PTTG1;SRSF2;CENPE;PRC1;HNRNPD;SMC4;NASP;NCL;BRCA2;AURKA;UBE2C;DBF4;SNRPD1;TMPO;NUSAP1;GSPT1;WRN;RAD21;KIF20B;MARCKS;KIF2C;PRIM2;CCNF;RACGAP1;PBK;CDC45;MAD2L1;PLK1;HSPA8;CDC20;CCNA2;SMARCC1;AMD1;SAP30;KIF23;MYC;KIF4A;MCM3;SRSF10;DKC1;TACC3;FANCC;LBR;DTYMK;BARD1;CBX1;LMNB1;BUB1;TOP1;BUB3;CDC25B;NUP50;H2AFX;CUL3;SMC1A;SFPQ;CUL1;SMAD3;CENPA;TFDP1;ILF3;MYBL2;EFNA5;UCK2;TNPO2;ORC6;E2F4;NEK2;ODF2;CDK1;HMGB3;SLC38A1;MTF2;PRPF4B;MCM2;FBXO5;CHMP1A;STIL;UPF1;RPS6KA5;EWSR1;TRA2B;GINS2;KIF11;PRMT5;DR1;CUL4A;TTK;RBL1;RPA2;EXO1;AURKB;NUMA1;CDC7	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	9	HCC1143	0.39476590636254505	0.58	50
HALLMARK_MYC_TARGETS_V1	-0.820870921846369	-1.91717644696543	1e-10	down	200	197	1.66666666666667e-09		RANBP1;H2AFZ;HSPD1;RPL14;HSPE1;NPM1;CCT5;EIF2S1;HSP90AB1;RPS6;HNRNPU;PA2G4;DEK;KPNB1;RAN;SNRPA;KPNA2;EIF3J;SRSF2;HNRNPD;CANX;EPRS;PPM1G;EEF1B2;SNRPG;PSMA2;PSMD7;EIF4H;UBA2;DDX21;CCT3;EIF3B;TCP1;HNRNPA1;SRM;USP1;SET;SNRPD1;HDGF;HNRNPC;HNRNPA2B1;PSMC6;HNRNPR;NAP1L1;CBX3;GSPT1;DUT;EIF4A1;ABCE1;RPS3;PSMA7;EIF2S2;CCT2;VDAC1;RSL1D1;EXOSC7;FAM120A;CDC45;MAD2L1;LSM2;PSMD1;PCNA;SSBP1;RPS10;CDC20;CCNA2;EIF1AX;SMARCC1;C1QBP;HDDC2;TYMS;MYC;ACP1;MCM4;TUFM;XRCC6;RNPS1;PRPF31;PSMA4;RPL34;TXNL4A;PRDX3;RPL22;BUB3;MRPL23;MRPS18B;SRPK1;XPOT;NCBP2;PSMA1;CCT4;SRSF3;LSM7;SNRPD3;CUL1;SNRPA1;TFDP1;TARDBP;ERH;PSMD3;ILF2;EIF4G2;PABPC1;SRSF7;PHB;COPS5;FBL;UBE2E1;MCM2;DHX15;NOP56;PSMA6;RFC4;IARS;CCT7;POLE3;AIMP2;CDK2;TRA2B;RPL18;TRIM28;IFRD1;SF3B3;SERBP1;CLNS1A;MCM7;RRM1;RPLP0;RUVBL2;POLD2;GLO1;PSMD14;CNBP;NOP16;VBP1;PSMB3;CAD;SSB;DDX18	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	10	HCC1143	0.39476590636254505	0.58	50
HALLMARK_HYPOXIA	0.415213266442416	1.12478221785269	0.120679199514857	up	200	191	0.335219998652382	0.101377203467264	MIF;GAPDH;IGFBP3;CITED2;IDS;NR3C1;JUN;BTG1;NAGK;P4HA1;RBPJ;TIPARP;HDLBP;PAM;LXN;ISG20;PGK1;CASP6;DDIT3;LDHA;TES;BHLHE40;S100A4;GLRX;IER3;WSB1;KLF7;JMJD6;GALK1;VEGFA;CCNG2;NFIL3;STC1;SIAH2;FOS;VLDLR;PHKG1;TGFB3;PLAUR;TGFBI;CSRP2;KLHL24;PDK3;EFNA1;GPI;ANKZF1;NDRG1;SDC2;PNRC1;PDGFB;GBE1;ALDOA	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	11	HCC1143	0.39476590636254505	0.58	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.430931242673664	-0.856621741108097	0.715263617826973	down	49	46	0.827615709890255	0.014687900236547	TXNRD1;FTL;PRDX6;MBP;NQO1;ERCC2;NDUFA6;TXN;GCLM;MGST1;PDLIM1;PRNP;SOD2;G6PD;PRDX1;STK25;MSRA	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	12	HCC1143	0.39476590636254505	0.58	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.630624004455729	-1.39640331649308	0.0144833829044355	down	113	109	0.103052234109503	0.135862926377654	CKS1B;NPM1;EIF2S1;YWHAZ;CEBPB;EEF2;SEC11A;EIF4A1;EIF4G1;HSP90B1;MTHFD2;FUS;EXOSC9;TARS;EIF4A2;ATF4;DKC1;YIF1A;PDIA5;HSPA9;XPOT;H2AFX;DDX10;PDIA6;EIF4EBP1;NFYB;EXOC2;CALR;KHSRP;NOP56;IARS;TUBB2A;EXOSC5;RPS14;POP4;BANF1;DCTN1;ALDH18A1;BAG3;EXOSC10;EDC4;SDAD1;SSR1;SPCS1;DNAJB9;EXOSC2;KIF5B;LSM4;SPCS3;EIF4E	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	13	HCC1143	0.39476590636254505	0.58	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.38443146026392	1.0439388308187	0.277173913043478	up	200	195	0.540545518168591	0.0658132939529589	MGP;PMEPA1;TNC;ITGA2;IGFBP3;TIMP1;JUN;AREG;SFRP1;LGALS1;CXCL6;SERPINE2;SAT1;CD59;MMP2;DKK1;DST;CAPG;CXCL1;GLIPR1;COPA;VEGFA;FBN1;SGCB;LAMA2;PLAUR;COL7A1;TGFBI;GEM;CDH11;ITGB1;ACTA2;WIPF1;IL32;WNT5A;SLC6A8;LOXL1;VCAN;RHOB;CD44;LRP1;LAMC2;COL5A2;FN1	HCC38	ZNF131	118	1666	36601	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HCC38 / ZNF131	10	Tier 1	benchmark-relevant anchor	14	HCC1143	0.39476590636254505	0.58	50
