context	cell_line	target_gene	shift_percentile	dependency_percentile	endpoint_category	evidence_role	category_interpretation
Jurkat day 7	Jurkat	VPS25	0.24184943687018376		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	WDR18	0.21339656194427978		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	YARS2	0.17249555423829283		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	YRDC	0.036751630112625965		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZRSR2	0.12507409602845287		Q3_dependency_excess	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	AASDHPPT	0.2169531713100178		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ABCG1	0.21991701244813278		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACOT12	0.048014226437462955		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ADAM10	0.04919976289270895		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ADAT3	0.01007705986959099		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ADRM1	0.21458209839952577		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ANAPC13	0.12211025489033787		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ANKS6	0.04742145820983995		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ARGFX	0.17664493183165383		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ARL4D	0.16893894487255484		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ARPC2	0.10729104919976289		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ASF1B	0.24303497332542975		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	BCAR1	0.0011855364552459987		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	BRCA2	0.2175459395376408		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	C16orf86	0.11440426793123888		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CABIN1	0.20687611144042678		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CAMLG	0.17960877296976882		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CBFA2T3	0.14522821576763487		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CBX1	0.17842323651452283		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CCDC6	0.0035566093657379964		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CCND1	0.015411973918197985		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CHTOP	0.22169531713100177		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	COG6	0.0948429164196799		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	COPG1	0.07231772377000593		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CS	0.12448132780082988		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	CSH2	0.026081802015411975		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DCAF6	0.15530527563722585		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DDN	0.03082394783639597		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DHX30	0.23295791345583877		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DNAAF3	0.02133965619442798		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DNAJC19	0.15945465323058683		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DPH1	0.05216360403082395		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DPH6	0.1831653823355068		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DPY19L4	0.1896858328393598		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DSTYK	0.03852993479549496		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	DYNLL2	0.12863070539419086		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	EIF4H	0.2074688796680498		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ELOVL1	0.13278008298755187		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	EPS8L1	0.02963841138114997		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ERAL1	0.11084765856550088		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ESPN	0.013040901007705987		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	FBXO42	0.005927682276229994		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	FYN	0.2080616478956728		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	GAB2	0.0017783046828689982		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	GJA3	0.2110254890337878		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	GNPNAT1	0.051570835803200946		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	GOLT1B	0.06639004149377593		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	GRB2	0.11973918197984589		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	GYG1	0.13100177830468288		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	HHEX	0.03319502074688797		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	HMX3	0.20569057498518079		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	HSPA14	0.12922347362181388		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	HUS1	0.04208654416123296		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	INO80C	0.12685240071132187		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	INPPL1	0.16360403082394784		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	INTS13	0.14878482513337285		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	IST1	0.2098399525785418		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	IWS1	0.20628334321280378		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	JMJD6	0.15767634854771784		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	KDM6A	0.06816834617664493		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	KRT10	0.03260225251926497		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LAMTOR1	0.026674570243034972		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LMO2	0.04445761707172496		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LPIN1	0.05097806757557795		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LRRC37A3	0.2003556609365738		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LST1	0.08891523414344991		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LTB4R2	0.1997628927089508		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LZTR1	0.09010077059869591		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MIER1	0.23117960877296978		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MKRN1	0.05512744516893894		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MPHOSPH6	0.22880853586247776		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MSRB1	0.12033195020746888		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MYSM1	0.23888559573206877		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAPG	0.11914641375222289		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NEMF	0.24066390041493776		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NFATC2IP	0.08654416123295791		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NFRKB	0.2163604030823948		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NKAPD1	0.18375815056312983		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NSUN4	0.24777711914641376		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NUDT15	0.2228808535862478		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ORC4	0.07646710136336693		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ORC5	0.1813870776526378		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PARN	0.06579727326615294		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PDCD5	0.054534676941315946		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PEX19	0.22762299940723177		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PHF10	0.1873147599288678		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PNISR	0.23058684054534678		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	POGLUT3	0.004742145820983995		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PPME1	0.08832246591582692		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PPP2R1A	0.011855364552459988		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PRKRIP1	0.04386484884410195		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PRODH	0.01956135151155898		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PRSS50	0.07528156490812092		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PSAT1	0.14285714285714285		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PTEN	0.09187907528156491		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PTPN1	0.1007705986959099		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	PTPN11	0.14997036158861884		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	RAB18	0.2086544161232958		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	RAB4A	0.10314167160640189		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	RAD51D	0.13870776526378187		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	REV3L	0.23532898636633076		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	RNF123	0.043272080616478956		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	RNF14	0.04682868998221695		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SETD5	0.06283343212803794		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SETX	0.13930053349140487		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SKA1	0.22406639004149378		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SLC1A5	0.0005927682276229994		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SLC35G2	0.0983995257854179		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SLC9B1	0.17486662714878481		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SMAGP	0.17308832246591582		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SNX15	0.06164789567279194		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SPG7	0.09662122110254891		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SPTSSA	0.15826911677534083		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	SRA1	0.017190278601066984		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	STAG2	0.24896265560165975		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	STAT5A	0.12270302311796087		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	STAT5B	0.09247184350918791		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	STXBP4	0.05690574985180794		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TADA1	0.21221102548903378		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TBX1	0.03615886188500297		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TEAD3	0.0972139893301719		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TM7SF2	0.1819798458802608		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TMEM214	0.04149377593360996		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TMEM240	0.21161825726141079		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TMEM242	0.024896265560165973		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TSEN34	0.07705986959098993		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TSSK3	0.12625963248369887		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TUBB2A	0.05749851807943094		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TUBD1	0.08950800237107291		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TUBE1	0.19324244220509781		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	TWF1	0.0023710729104919974		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	UBE3D	0.24244220509780676		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	UFL1	0.2009484291641968		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	UNC45A	0.11262596324836989		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	USP14	0.1902786010669828		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	USP7	0.05038529934795495		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	VPS54	0.021932424422050976		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	WBP1L	0.24125666864256076		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	WDR4	0.11736810906935388		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	WDR54	0.032009484291641965		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	XRCC1	0.15471250740960285		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	XRCC2	0.24955542382928275		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZFP69B	0.02845287492590397		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZNF100	0.04267931238885596		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZNF133	0.027267338470657973		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZNF253	0.12566686425607587		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZNF284	0.19205690574985182		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZNF506	0.22050978067575577		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZNF706	0.03141671606401897		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ZNF763	0.10669828097213989		Q4_low_information	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	AAAS	0.4724362774155305		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	AARS2	0.25192649673977474		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	AATF	0.8334321280379372		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ABCB10	0.4730290456431535		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ABCB7	0.7059869590989923		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ABCF1	0.31594546532305867		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ABHD17A	0.06401896858328393		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ABT1	0.7225844694724363		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACIN1	0.05986959098992294		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACSS2	0.5542382928275045		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACTB	0.6567871962062833		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACTR10	0.5263781861292235		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACTR1A	0.14404267931238884		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACTR1B	0.13515115589804386		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACTR2	0.3248369887374037		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACTR5	0.47658565500889155		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACTR6	0.7599288678126852		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ACTR8	0.4101956135151156		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ADAT2	0.3094250148192057		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ADNP2	0.6058091286307054		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	ADSL	0.5080023710729105		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	AFG3L2	0.6870183758150563		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	AHCY	0.6526378186129224		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	AIFM1	0.22703023117960877		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	AKIRIN2	0.6882039122703023		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
