replicate	cell_line	truth_metric	depmap_endpoint	n_targets	spearman_rho_raw	spearman_rho_aligned	n_control_subsample
10	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.2597698653929657	0.2597698653929657	500
10	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.25631142700173715	0.25631142700173715	500
10	HCC1143	real_Edistance	depmap_gene_effect	48	-0.6665219279201041	0.6665219279201041	500
10	HCC1143	real_Edistance	depmap_gene_dependency	48	0.6643683398051806	0.6643683398051806	500
10	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.685588335235259	0.685588335235259	500
10	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6826746736926964	0.6826746736926964	500
11	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7691055145462441	0.7691055145462441	500
11	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7673055280270179	0.7673055280270179	500
11	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7847372991749891	0.7847372991749891	500
11	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7832673072133154	0.7832673072133154	500
11	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.6951801997394702	0.6951801997394702	500
11	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.6933058510510873	0.6933058510510873	500
11	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7187364307425098	0.7187364307425098	500
11	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7168141857030156	0.7168141857030156	500
11	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7366478506296135	0.7366478506296135	500
11	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7346761766972056	0.7346761766972056	500
11	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.22720364741641338	0.22720364741641338	500
11	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.22525653688417865	0.22525653688417865	500
11	HCC1143	real_Edistance	depmap_gene_effect	48	-0.74587494572297	0.74587494572297	500
11	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7435257345453908	0.7435257345453908	500
11	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.6894267368430089	0.6894267368430089	500
11	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6870863287950828	0.6870863287950828	500
12	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7503256621797655	0.7503256621797655	500
12	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7485205770118515	0.7485205770118515	500
12	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7721450282240555	0.7721450282240555	500
12	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7706716175152847	0.7706716175152847	500
12	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7273122014763352	0.7273122014763352	500
12	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7253922847215019	0.7253922847215019	500
12	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7120060790273556	0.7120060790273556	500
12	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7100820067264817	0.7100820067264817	500
12	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7257924446374294	0.7257924446374294	500
12	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7237092399773684	0.7237092399773684	500
12	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.271168041684759	0.271168041684759	500
12	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.26896140846570765	0.26896140846570765	500
12	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7356708640903168	0.7356708640903168	500
12	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7333731743146508	0.7333731743146508	500
12	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.6951472179700874	0.6951472179700874	500
12	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6920960308320664	0.6920960308320664	500
13	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7480460269214069	0.7480460269214069	500
13	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7461317393105008	0.7461317393105008	500
13	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.765631784628745	0.765631784628745	500
13	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7639937303046909	0.7639937303046909	500
13	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7135258358662613	0.7135258358662613	500
13	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7116021761727958	0.7116021761727958	500
13	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7061441597915763	0.7061441597915763	500
13	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7041642042390449	0.7041642042390449	500
13	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7135258358662613	0.7135258358662613	500
13	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.711547884406856	0.711547884406856	500
13	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.2494572297003908	0.2494572297003908	500
13	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.24735328562167225	0.24735328562167225	500
13	HCC1143	real_Edistance	depmap_gene_effect	48	-0.732957012592271	0.732957012592271	500
13	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7307128777836011	0.7307128777836011	500
13	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.6996005113342274	0.6996005113342274	500
13	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6967865798715391	0.6967865798715391	500
14	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7663916630481981	0.7663916630481981	500
14	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7645909397300287	0.7645909397300287	500
14	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7820234476769432	0.7820234476769432	500
14	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.780552718916326	0.780552718916326	500
14	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.707012592270951	0.707012592270951	500
14	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7050871642600214	0.7050871642600214	500
14	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7274207555362571	0.7274207555362571	500
14	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7253922847215019	0.7253922847215019	500
14	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7406643508467216	0.7406643508467216	500
14	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7385308920789305	0.7385308920789305	500
14	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.2951584889274859	0.2951584889274859	500
14	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2930669525429734	0.2930669525429734	500
14	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7463091619626575	0.7463091619626575	500
14	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7439600686729093	0.7439600686729093	500
14	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.714197056301278	0.714197056301278	500
14	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7112412824018844	0.7112412824018844	500
15	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7697568389057751	0.7697568389057751	500
15	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.767794153920476	0.767794153920476	500
15	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7885366912722536	0.7885366912722536	500
15	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7869048555312812	0.7869048555312812	500
15	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.686495874945723	0.686495874945723	500
15	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.6844562932029021	0.6844562932029021	500
15	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7178679982631351	0.7178679982631351	500
15	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.715945517447979	0.715945517447979	500
15	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7338254450716457	0.7338254450716457	500
15	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.731744421336457	0.731744421336457	500
15	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.1792227529309596	0.1792227529309596	500
15	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.17633965577243008	0.17633965577243008	500
15	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7369735128093791	0.7369735128093791	500
15	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7344590096334465	0.7344590096334465	500
15	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7063231033348285	0.7063231033348285	500
15	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.703356329949806	0.703356329949806	500
16	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7778983933999131	0.7778983933999131	500
16	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7761007941092635	0.7761007941092635	500
16	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.792987407729049	0.792987407729049	500
16	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7915196556361631	0.7915196556361631	500
16	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7213417281806339	0.7213417281806339	500
16	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.719474482234065	0.719474482234065	500
16	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.72818063395571	0.72818063395571	500
16	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7260437859127793	0.7260437859127793	500
16	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.741858445505862	0.741858445505862	500
16	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7397796026955457	0.7397796026955457	500
16	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.32924446374294397	0.32924446374294397	500
16	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.3274879321487987	0.3274879321487987	500
16	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7582501085540599	0.7582501085540599	500
16	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7559042571796626	0.7559042571796626	500
16	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7209090898722386	0.7209090898722386	500
16	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7183373544099261	0.7183373544099261	500
17	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7562961354754666	0.7562961354754666	500
17	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7544383794992883	0.7544383794992883	500
17	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7768128528006947	0.7768128528006947	500
17	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.775177834088287	0.775177834088287	500
17	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.715154146765089	0.715154146765089	500
17	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7131766373850497	0.7131766373850497	500
17	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7128745115067303	0.7128745115067303	500
17	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7107877996836992	0.7107877996836992	500
17	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7316543638732089	0.7316543638732089	500
17	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7294641671669859	0.7294641671669859	500
17	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.2543421623968737	0.2543421623968737	500
17	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2510451257055778	0.2510451257055778	500
17	HCC1143	real_Edistance	depmap_gene_effect	48	-0.723404255319149	0.723404255319149	500
17	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7212118187441383	0.7212118187441383	500
17	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.6924535728715749	0.6924535728715749	500
17	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6896245501119226	0.6896245501119226	500
18	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7689969604863222	0.7689969604863222	500
18	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.767034069197319	0.767034069197319	500
18	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7970039079461572	0.7970039079461572	500
18	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7953743710178881	0.7953743710178881	500
18	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7142857142857143	0.7142857142857143	500
18	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7121993855981336	0.7121993855981336	500
18	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7388189318280504	0.7388189318280504	500
18	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.736847847334797	0.736847847334797	500
18	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7442466348241424	0.7442466348241424	500
18	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7421684403968962	0.7421684403968962	500
18	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.24934867564046898	0.24934867564046898	500
18	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.2470818267919733	0.2470818267919733	500
18	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7451150673035171	0.7451150673035171	500
18	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7426027745244145	0.7426027745244145	500
18	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.717297610563246	0.717297610563246	500
18	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7145452023437212	0.7145452023437212	500
19	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7578158923143726	0.7578158923143726	500
19	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7560128407115421	0.7560128407115421	500
19	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7769214068606167	0.7769214068606167	500
19	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7752864176201667	0.7752864176201667	500
19	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7154798089448544	0.7154798089448544	500
19	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7135566797466283	0.7135566797466283	500
19	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.718519322622666	0.718519322622666	500
19	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7162712680436175	0.7162712680436175	500
19	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7361050803300043	0.7361050803300043	500
19	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7338618002081088	0.7338618002081088	500
19	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.2917933130699088	0.2917933130699088	500
19	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.28970086305470655	0.28970086305470655	500
19	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7384932696482849	0.7384932696482849	500
19	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7361420543775798	0.7361420543775798	500
19	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7196119449683119	0.7196119449683119	500
19	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7168022683963613	0.7168022683963613	500
20	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7660660008684325	0.7660660008684325	500
20	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7641023138365705	0.7641023138365705	500
20	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7805036908380373	0.7805036908380373	500
20	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7787067988743733	0.7787067988743733	500
20	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.698762483716891	0.698762483716891	500
20	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.6967805240712339	0.6967805240712339	500
20	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7171081198436822	0.7171081198436822	500
20	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7151854327248218	0.7151854327248218	500
20	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7282891880156318	0.7282891880156318	500
20	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7261523694446589	0.7261523694446589	500
20	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.21320017368649585	0.21320017368649585	500
20	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.21059776008043601	0.21059776008043601	500
20	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7384932696482849	0.7384932696482849	500
20	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7361963461435196	0.7361963461435196	500
20	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7041997386192728	0.7041997386192728	500
20	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7013239925440724	0.7013239925440724	500
21	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7583586626139818	0.7583586626139818	500
21	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7564471748390603	0.7564471748390603	500
21	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7797438124185845	0.7797438124185845	500
21	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7781095894490356	0.7781095894490356	500
21	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7051671732522796	0.7051671732522796	500
21	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7034041195158879	0.7034041195158879	500
21	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7023447676943118	0.7023447676943118	500
21	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.70030948885732	0.70030948885732	500
21	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7078810247503257	0.7078810247503257	500
21	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7055757901534794	0.7055757901534794	500
21	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.27713851498046027	0.27713851498046027	500
21	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.27466204388938537	0.27466204388938537	500
21	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7392531480677377	0.7392531480677377	500
21	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7370107226326165	0.7370107226326165	500
21	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.693209975246367	0.693209975246367	500
21	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.690600187557994	0.690600187557994	500
22	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7749674337820235	0.7749674337820235	500
22	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.773169038748515	0.773169038748515	500
22	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7852800694745984	0.7852800694745984	500
22	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7838102248727133	0.7838102248727133	500
22	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7201476335214937	0.7201476335214937	500
22	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7182257716174499	0.7182257716174499	500
22	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7345853234910985	0.7345853234910985	500
22	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7326130895914936	0.7326130895914936	500
22	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.7242726877985237	0.7242726877985237	500
22	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7221347787651146	0.7221347787651146	500
22	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.27930959617889706	0.27930959617889706	500
22	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.27759379925013394	0.27759379925013394	500
22	HCC1143	real_Edistance	depmap_gene_effect	48	-0.739036039947894	0.739036039947894	500
22	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7366849720369777	0.7366849720369777	500
22	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.6769942792683046	0.6769942792683046	500
22	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.6738095845764157	0.6738095845764157	500
23	HCC1143	real_shift_L2	depmap_gene_effect	48	-0.7685627442466348	0.7685627442466348	500
23	HCC1143	real_shift_L2	depmap_gene_dependency	48	0.7667626103676202	0.7667626103676202	500
23	HCC1143	real_shift_mean_abs	depmap_gene_effect	48	-0.7877768128528008	0.7877768128528008	500
23	HCC1143	real_shift_mean_abs	depmap_gene_dependency	48	0.7861447708081242	0.7861447708081242	500
23	HCC1143	real_shift_top20_mean	depmap_gene_effect	48	-0.7058184976118106	0.7058184976118106	500
23	HCC1143	real_shift_top20_mean	depmap_gene_dependency	48	0.7039470371752857	0.7039470371752857	500
23	HCC1143	real_shift_top50_mean	depmap_gene_effect	48	-0.7316543638732089	0.7316543638732089	500
23	HCC1143	real_shift_top50_mean	depmap_gene_dependency	48	0.7295727506988656	0.7295727506988656	500
23	HCC1143	real_shift_top100_mean	depmap_gene_effect	48	-0.739687364307425	0.739687364307425	500
23	HCC1143	real_shift_top100_mean	depmap_gene_dependency	48	0.7374450567601347	0.7374450567601347	500
23	HCC1143	real_shift_top50_concentration	depmap_gene_effect	48	-0.26617455492835435	0.26617455492835435	500
23	HCC1143	real_shift_top50_concentration	depmap_gene_dependency	48	0.26391227423330743	0.26391227423330743	500
23	HCC1143	real_Edistance	depmap_gene_effect	48	-0.7421841076856274	0.7421841076856274	500
23	HCC1143	real_Edistance	depmap_gene_dependency	48	0.7398338944614854	0.7398338944614854	500
23	HCC1143	real_DEG_burden	depmap_gene_effect	48	-0.7087747794114289	0.7087747794114289	500
23	HCC1143	real_DEG_burden	depmap_gene_dependency	48	0.7058355812031099	0.7058355812031099	500
