pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	context	contrast_id	positive_category	negative_category	collection	ranking_method	claim_boundary	padj_within_context_contrast
Na+/Cl- Dependent Neurotransmitter Transporters R-HSA-442660	-0.612628089098657	-1.08635961083115	0.370496592015579	0.784965838917357	0.0265283764302759	19	19	down	SLC6A9;SLC6A11;SLC6A15	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.784965838917356
Neddylation R-HSA-8951664	-0.439797737906569	-1.06717735222899	0.309772516248839	0.757349845752915	0.0239133986055392	236	237	down	FBXO32;VCP;PSMC6;NAE1;PSMD2;PSMA2;PSMD4;PSMA1;PSMD13;DTL;RNF7;FBXL13;PSME4;CUL3;PSMC1;PSMD3;CUL1;BIRC5;NPLOC4;DCAF13;RPS27A;COPS4;PSMB1;PSMB10;PSMA3;PSMD14;PUM2;DCUN1D4;UBE2F;SOCS6;EPAS1;PSMD6;FBXO17;PSMD12;UBXN7;CCNF;PSMC3;FBXO2;RBX1;PSMC5;SEM1;GAN;PSME3;FBXW8;LRRC41;KLHL5;FBXW11;SKP2;TULP4;WSB1;PSMB6;DCAF10;FBXO22;CAND1;FBXO4;FBXO7;COMMD8;SKP1;CUL4B;ASB13;FBXO9;WDR5;DCUN1D2;FBXW9;KLHL11;SQSTM1;PSMB7;PSMF1;DDB1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7573498457529144
Nef Mediated Downregulation Of MHC Class I Complex Cell Surface Expression R-HSA-164940	0.721836906833495	1.19804814527008	0.270818589289927	0.731484805493779	0.0400712187355577	10	10	up	B2M;HLA-A;AP1S1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7314848054937787
Nef-mediated Downmodulation Of Cell Surface Receptors By Recruitment To Clathrin Adapters R-HSA-164938	0.525048878737347	1.01250753110949	0.439968404423381	0.796096715821126	0.0322153559922177	20	20	up	B2M;HLA-A;AP2A1;AP2A2;ATP6V1H	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7960967158211261
Negative Epigenetic Regulation Of rRNA Expression R-HSA-5250941	-0.378818624855268	-0.772874174510632	0.845257412597728	0.928557656734818	0.0124557563598264	45	77	down	POLR1B;POLR2E;SAP130;TBP;MNAT1;SAP30BP;TAF1D;ERCC2;TTF1;POLR1A;ERCC3;POLR2H;GTF2H3;UBTF;POLR1E;ARID4B;DNMT3B;TAF1B	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9285576567348176
Negative Regulation Of Activity Of TFAP2 (AP-2) Family Transcription Factors R-HSA-8866904	-0.593313251622647	-0.941544768770969	0.588061773381919	0.843625316191619	0.0201523806155801	10	10	down	KCTD1;SUMO1;TFAP2C	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.843625316191618
Negative Regulation Of FGFR1 Signaling R-HSA-5654726	-0.511128589410305	-0.996688145917412	0.479571537872992	0.80512602722743	0.021356611795182	33	33	down	MAPK1;RPS27A;MAPK3;BRAF;PTPN11;PPP2R1A;CBL;FGFR1;FGF1;MKNK1;PPP2CB;FRS2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.805126027227431
Negative Regulation Of FGFR2 Signaling R-HSA-5654727	-0.495794211408429	-0.969925509270533	0.521247324977071	0.825405006812244	0.0200582937888236	34	34	down	MAPK1;RPS27A;MAPK3;BRAF;PTPN11;PPP2R1A;CBL;FGF1;MKNK1;PPP2CB;FRS2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8254050068122438
Negative Regulation Of FGFR3 Signaling R-HSA-5654732	-0.503590004902625	-0.959621616188471	0.540983606557377	0.832902911768086	0.0196716910524353	29	29	down	MAPK1;RPS27A;MAPK3;BRAF;PTPN11;PPP2R1A;CBL;FGF1;MKNK1;PPP2CB;FRS2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8329029117680864
Negative Regulation Of FGFR4 Signaling R-HSA-5654733	-0.489218409366461	-0.942849513331006	0.565848386598734	0.839315954637752	0.0189698501880802	31	31	down	MAPK1;RPS27A;MAPK3;BRAF;PTPN11;PPP2R1A;CBL;FGF1;MKNK1;PPP2CB;FRS2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8393159546377525
Negative Regulation Of FLT3 R-HSA-9706369	0.448743640968499	0.810373228463213	0.728271728271728	0.898586103835268	0.0224893593188001	15	15	up	UBC;UBB;UBA52;ABL2;FLT3LG;SH2B3;SLA2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8985861038352675
Negative Regulation Of MAPK Pathway R-HSA-5675221	-0.378393752870006	-0.761936961416678	0.862546537602383	0.930951650943396	0.0122986548427706	41	41	down	MAPK1;MARK3;YWHAB;RPS27A;MAPK3;BRAF;PPP2R1A;HRAS;MAP2K1;PAQR3;PTPN3	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9309516509433965
Negative Regulation Of MET Activity R-HSA-6807004	0.384923997461409	0.749181276530515	0.851290236765097	0.930464809131413	0.0210333771632819	21	21	up	UBC;UBB;UBA52;USP8;GRB2;STAM;PTPN1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9304648091314127
Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324	-0.412115132640709	-0.74542392776184	0.836296652250521	0.927249633493098	0.0138045285390374	21	21	down	DLG1;MPP3;PPM1F	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9272496334930984
Negative Regulation Of NOTCH4 Signaling R-HSA-9604323	-0.551575545071391	-1.14986655348015	0.237585058636166	0.723835751309128	0.0325670705681411	53	53	down	YWHAZ;PSMC6;PSMD2;PSMA2;PSMD4;PSMA1;PSMD13;PSMC1;PSMD3;CUL1;RPS27A;PSMB1;PSMB10;PSMA3;PSMD14;PSMD6;PSMD12;PSMC3;RBX1;PSMC5;SEM1;PSME3	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7238357513091281
Negative Regulation Of PI3K/AKT Network R-HSA-199418	-0.486144987806611	-1.10977150106546	0.259264058046126	0.731484805493779	0.0288495731535058	113	113	down	NRG1;EGFR;MAPK1;PIP4K2A;IER3;IL1RAP;RHOG;MAPK3;PHLPP1;TRIB3;GAB2;PTPN11;PPP2R1A;TGFA;EPGN;AKT2;CLSTN1;PDGFA;PIK3CA	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7314848054937787
Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470	-0.599905613675797	-1.02087774307518	0.466822274091364	0.800749425522219	0.023137682019023	15	15	down	DKK1;SFRP1;LRP5	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8007494255222191
Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440	0.475813326290424	1.02691647492811	0.402023121387283	0.793352931723871	0.0358987850072238	34	35	up	ISG15;HERC5;UBC;UBB;UBA52;IFIH1;ATG12;CYLD;UBE2D3;OTUD5;UBE2D2;RNF125;ATG5	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7933529317238716
Nephrin Family Interactions R-HSA-373753	-0.47346249093803	-0.863856236068038	0.672466081404629	0.870898695589601	0.0169105597992894	22	22	down	IQGAP1;CASK;KIRREL1;ACTN1;SPTBN1;PIK3CA	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8708986955896015
Netrin-1 Signaling R-HSA-373752	-0.587362440685325	-1.21199412612555	0.163939216832262	0.671112878296723	0.0405925238683272	49	49	down	SLIT2;DOCK1;TRPC1;SIAH1;MYO10;TRIO;PTPN11;UNC5C;MAPK13;EZR;ABLIM1;PITPNA;MAPK14;PTK2;CDC42;NTN4	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6711128782967212
Neurexins And Neuroligins R-HSA-6794361	-0.400192604390389	-0.84376877643471	0.746708643388666	0.899555310053433	0.0138128292185265	57	57	down	SYT12;CASK;MPP3;HOMER3;SIPA1L1;SHANK2;SYT7;DBNL;PDLIM5;LIN7B	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.899555310053433
Neuronal System R-HSA-112316	-0.454251887608268	-1.13435545339213	0.142965944946143	0.671112878296723	0.0371008228654284	386	386	down	NRG1;AP2B1;KCNQ5;MAPK1;PPFIBP1;HSPA8;PRKAG2;SYT12;PRKCA;AP2M1;PRKAR2A;GNAI3;ARHGEF7;PDPK1;CASK;DLG1;ADCY7;FLOT2;MPP3;PRKAR1B;IL1RAP;MAPK3;HOMER3;CREB1;AP2S1;GNB4;GNB1;RTN3;RPS6KA3;GNG12;PPM1F;SIPA1L1;PRKACB;HRAS;SHANK2;KCNMB3;SYT7;ALDH2;NPTN;NSF;DBNL;PDLIM5;SLC38A1;LIN7B;MDM2;KCNN4;SLC6A11;ARHGEF9;GNB5;SLC38A2;RASGRF2;LRFN4;NBEA;GNAI2;PRKX;GNG10;CHRNE;PPFIA4;EPB41L1;GLRA1;KCNK6;SLC1A3;CACNG4;NAAA;CALM1;LRFN1;PRKAA1;HOMER1;GLUL;PANX2;KCNK2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6711128782967212
Neurotoxicity Of Clostridium Toxins R-HSA-168799	0.81325448992547	1.34977586219835	0.0986081623024298	0.637024477139276	0.0691171906949246	10	10	up	SYT1;SV2A;STX1A;VAMP2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.637024477139278
Neurotransmitter Clearance R-HSA-112311	0.392859741123613	0.652037710663907	0.907525359754659	0.955075629140949	0.01824775988334	10	10	up	COMT;LRTOMT;SLC22A1;BCHE;ACHE	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9550756291409498
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	-0.527333735800755	-1.25530529188561	0.0596978851963746	0.542598028262992	0.0633201262592919	182	182	down	NRG1;AP2B1;MAPK1;PRKAG2;PRKCA;AP2M1;PRKAR2A;GNAI3;ARHGEF7;PDPK1;CASK;DLG1;ADCY7;MPP3;PRKAR1B;MAPK3;CREB1;AP2S1;GNB4;GNB1;RPS6KA3;GNG12;PPM1F;PRKACB;HRAS;NPTN;NSF;LIN7B;MDM2;ARHGEF9;GNB5;RASGRF2;NBEA;GNAI2;PRKX;GNG10;CHRNE;EPB41L1;GLRA1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5425980282629925
Neurotransmitter Release Cycle R-HSA-112310	-0.320899563357882	-0.663338356702316	0.979979541136928	0.991836944837517	0.0101129021947052	50	50	down	HSPA8;CASK;LIN7B;SLC6A11;SLC38A2;PPFIA4;SLC1A3;NAAA;LIN7C;UNC13B;PPFIA2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.991836944837517
Neutrophil Degranulation R-HSA-6798695	-0.460380043515862	-1.15743075505291	0.090362738785147	0.636117893824154	0.0475949224285231	461	468	down	COTL1;ANPEP;CTSB;CTSC;KPNB1;TUBB;VCP;FTH1;EEF2;EEF1A1;PKM;HSP90AB1;NME2;XRCC6;ILF2;MAPK1;ACTR2;RAP2B;FTL;CD44;HSP90AA1;PSMD2;PSMA2;PSMD13;HUWE1;DIAPH1;HSPA8;CAB39;CNN2;HMGB1;IQGAP1;HSPA1A;GYG1;ATP6V0C;GNPDA1;XRCC5;PSMD3;PDAP1;IDH1;ATG7;CKAP4;MLEC;PYGL;RAB5C;LPCAT1;CTSZ;CAP1;PSMB1;PYGB;FAF2;STK10;NIT2;ACLY;APRT;PFKL;PSMD14;RAB31;VAT1;UBR4;TIMP2;GDI2;GLIPR1;QSOX1;DNAJC13;TXNDC5;PSMD6;PDXK;RHOG;CYB5R3;VCL;RAB7A;ADAM10;SYNGR1;PSMD12;DYNC1H1;PSMC3;JUP;ATP8A1;KCMF1;PADI2;DDX3X;FUCA2;ATP11B;PLAU;ROCK1;PIKFYVE;ANO6;PTX3;PRKCSH;GLB1;RAB18;TMEM30A;ANXA2;SLC15A4;DYNC1LI1;RAB3D;ARPC5;UNC13D;ATP6V1D;B4GALT1;MAGT1;MAPK14;RAB14;DBNL;CAND1;CEP290;SERPINB3;GALNS	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6361178938241536
Nicotinamide Salvaging R-HSA-197264	0.46707282929843	0.891945229599556	0.615104166666667	0.85524948024948	0.0259470481488096	19	19	up	NAXE;PARP6;PARP16;NAXD	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.85524948024948
Nicotinate Metabolism R-HSA-196807	0.45279144056543	0.957627556905745	0.512340425531915	0.817246226074502	0.0307354380864671	31	31	up	NAXE;PARP6;NT5E;NADSYN1;NMRK1;PARP16;NAXD	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8172462260745019
Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154	-0.353345987083133	-0.632757447544376	0.959703417150226	0.981091487554005	0.0118944428529859	20	21	down	PDE10A;KCNMB3;GUCY1B1;PRKG1;NANOS1;KCNMA1;ITPR1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9810914875540052
NoRC Negatively Regulates rRNA Expression R-HSA-427413	-0.396080003715053	-0.79989265944619	0.799791759631117	0.91349709413289	0.0133789727247561	42	74	down	POLR1B;POLR2E;SAP130;TBP;MNAT1;SAP30BP;TAF1D;ERCC2;TTF1;POLR1A;ERCC3;POLR2H;GTF2H3;UBTF;POLR1E;ARID4B;DNMT3B;TAF1B	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9134970941328904
Non-integrin membrane-ECM Interactions R-HSA-3000171	-0.523327194939136	-1.05377620458661	0.384363365599404	0.789605197401299	0.0244632244059292	41	41	down	DDR2;PRKCA;ITGB1;TRAPPC4;CASK;LAMA4;LAMB1;LMNB2;ACTN1;ITGB5;PDGFA;PDGFB;NTN4;LAMC2;SDC4;HSPG2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7896051974012993
Nonhomologous End-Joining (NHEJ) R-HSA-5693571	-0.518116343869008	-1.01359444528599	0.452613879547539	0.796096715821126	0.022246796177298	34	51	down	XRCC6;BARD1;XRCC5;UIMC1;PRKDC;ATM;HERC2;MDC1;PAXIP1;BRCA1;MRE11;BRCC3;POLL;RNF8;NHEJ1;NSD2;BABAM2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7960967158211261
Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957	-0.842602912374518	-1.92278852855999	1e-10	7.9e-09		112	112	down	RPS3;RPS14;RPL26;RPL23;RPL9;RPS15A;RPL37;RPL35A;RPL37A;RPL3;RPS8;RPL34;RPL10A;RPS24;RPL7A;RPL29;RPL7;RPS23;RPL11;RPL19;RPL14;RPL23A;RPL27A;RPS12;RPL27;RPL36A;RPL22L1;RPS9;RNPS1;RPL12;RPS6;RPS27;RPL13A;RPS17;RPL39;RPL15;RPS11;RPL18A;RPS7;EIF4G1;RPL28;RPS2;RPL18;RPL30;RPL4;RPL32;RPS28;RPL21;SMG1;MAGOHB;RPS27A;RPL38;RPS3A;RPL5;RPL8;RPS29;RPS25;UPF2;RPS4X;RPS16;SMG9;RPL31;MRPL13;RPL41;RPS19;RPL36;SMG6;PPP2R1A;RPS5;EIF4A3;SMG7;RSL24D1;RPS10;GSPT1;PABPC1;PNRC2;PPP2R2A	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	7.900000000000001e-09
Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956	-0.873267471328706	-1.95277452061847	1e-10	7.9e-09		92	92	down	RPS3;RPS14;RPL26;RPL23;RPL9;RPS15A;RPL37;RPL35A;RPL37A;RPL3;RPS8;RPL34;RPL10A;RPS24;RPL7A;RPL29;RPL7;RPS23;RPL11;RPL19;RPL14;RPL23A;RPL27A;RPS12;RPL27;RPL36A;RPL22L1;RPS9;RPL12;RPS6;RPS27;RPL13A;RPS17;RPL39;RPL15;RPS11;RPL18A;RPS7;EIF4G1;RPL28;RPS2;RPL18;RPL30;RPL4;RPL32;RPS28;RPL21;RPS27A;RPL38;RPS3A;RPL5;RPL8;RPS29;RPS25;RPS4X;RPS16;RPL31;MRPL13;RPL41;RPS19;RPL36;RPS5;RSL24D1;RPS10;GSPT1;PABPC1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	7.900000000000001e-09
Norepinephrine Neurotransmitter Release Cycle R-HSA-181430	0.652800148409445	1.23299900019409	0.198572521029824	0.693267764071316	0.0496531608165045	18	18	up	SYT1;STXBP1;STX1A;VAMP2;PPFIA1;SLC22A1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6932677640713161
Notch-HLH Transcription Pathway R-HSA-350054	-0.462934779980467	-0.877300282838551	0.665736434108527	0.86771513226611	0.0166326666274074	28	28	down	NCOR1;MAMLD1;RBPJ;NCOR2;KAT2A;TBL1X;SNW1;HDAC4;TBL1XR1;NOTCH3;HDAC11	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8677151322661094
Nuclear Envelope (NE) Reassembly R-HSA-2995410	-0.436363552252378	-0.950071816074786	0.56670341786108	0.839315954637752	0.0172657047497692	73	75	down	KPNB1;TUBB;TMPO;NUP160;NUP133;LBR;NUP62;AHCTF1;LMNA;SUMO1;NUP155;LMNB1;TUBA1C;RANGAP1;NUP188;PPP2R1A;PPP2R2A;EMD;NUP205;NUP98;NUP54;VPS4A;NUP85;TUBB6	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8393159546377525
Nuclear Envelope Breakdown R-HSA-2980766	-0.585751481418695	-1.22111294301061	0.154770522658173	0.671112878296723	0.0417110149952	53	53	down	PRKCA;TPR;TMPO;CTDNEP1;NUP160;NUP133;NEK6;NUP62;NUP50;LMNA;NUP153;RANBP2;NUP155;LMNB1;NUP188;PLK1;EMD;NUP205;NUP98;NUP54;NUP214;NUP85;LPIN1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6711128782967212
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725	-0.39997552237087	-0.850838973265281	0.738293959541661	0.899555310053433	0.0138100618194091	61	61	down	ID4;F3;MAPK1;FOSL1;CHD4;JUND;MAPK3;CREB1;RPS6KA3;MEF2C;PPP2R1A;NAB2;TCF12;MAPK14	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.899555310053433
Nuclear Events Mediated By NFE2L2 R-HSA-9759194	-0.572508632052014	-1.25515152149406	0.0996841960730468	0.637024477139276	0.0515824416487845	78	78	down	PSMC6;ATF4;PSMD2;PSMA2;PSMD4;PSMA1;PSMD13;GCLM;TXNRD1;MYC;PSMC1;PSMD3;CUL1;IDH1;RPS27A;PRDX1;PSMB1;PSMB10;PSMA3;PSMD14;PSMD6;TKT;PCDHB16;PSMD12;NQO1;PSMC3;RBX1;SLC7A11;TALDO1;PSMC5;SEM1;PSME3;BRIP1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.637024477139278
Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371	-0.831176977769332	-1.4739074393892	0.0155793573515093	0.257602862254025	0.146922135732098	19	19	down	NPM1;MAPK1;RPS6;CLTC;CUL1;MAPK3;RBX1;CEBPB;MECP2	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.25760286225402584
Nuclear Import Of Rev Protein R-HSA-180746	-0.704689363730506	-1.37858848341975	0.0515132986854173	0.512251123990653	0.0773124512019339	34	34	down	NPM1;KPNB1;TPR;NUP160;NUP133;NUP62;NUP50;NUP153;RANBP2;NUP155;NUP188;NUP205;NUP98;NUP54;NUP214;NUP85	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5122511239906531
Nuclear Pore Complex (NPC) Disassembly R-HSA-3301854	-0.532322996961395	-1.05113859514448	0.393829401088929	0.790554020481259	0.0243171512838986	36	36	down	TPR;NUP160;NUP133;NEK6;NUP62;NUP50;NUP153;RANBP2;NUP155;NUP188;NUP205;NUP98;NUP54;NUP214;NUP85	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7905540204812583
Nuclear Receptor Transcription Pathway R-HSA-383280	-0.437622836974701	-0.912309959665045	0.621398581149558	0.857059924728101	0.0166394567554783	53	53	down	NCOR1;THRB;NR1H2;PPARA;NR1H3;RARA;NCOR2;PPARG;NR2C2;PPARD;RXRB;RORA;VDR;NR4A1;ESRRB;ESR2;NRBP1;NR2F6;ESRRA;NR2C2AP	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8570599247281003
Nuclear Signaling By ERBB4 R-HSA-1251985	-0.476496324801598	-0.92323531997956	0.59689565083756	0.850486588668346	0.0181059478654166	32	32	down	NRG1;STMN1;NCOR1;APH1A;PSEN1;APH1B	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.850486588668347
Nucleotide Biosynthesis R-HSA-8956320	-0.886509283222966	-1.4292926351184	0.020425677995194	0.312315205474901	0.131742417142485	11	13	down	PAICS;GMPS;GART;UMPS;ATIC	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.3123152054749018
Nucleotide Catabolism R-HSA-8956319	-0.342523468281254	-0.670080936334538	0.957352491592785	0.980613055204792	0.0111457541689893	34	35	down	UPP1;ENTPD6;NUDT5;SCO2;NUDT16;NUDT1	HCC38	endpoint_anchor_vs_low_information	endpoint_anchor	low_information	reactome	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.980613055204792
