axis_id	axis_family	architecture_role	consistency_class	axis_annotation_confidence	n_targets	targets	fraction_q1_mean	fraction_q2_mean	fraction_q3_mean	shift_lift_mean	depmap_lift_mean	shift_r2_mean	depmap_r2_mean	sharedness_delta	explanatory_call	formal_call_eligible	call_tier	panel	bootstrap_replicates_completed	bootstrap_shift_r2_mean	bootstrap_shift_r2_p10	bootstrap_shift_r2_p90	bootstrap_dep_r2_mean	bootstrap_dep_r2_p10	bootstrap_dep_r2_p90	bootstrap_dominant_call	bootstrap_dominant_call_fraction	bootstrap_stability_call	axis_label	structure_support	annotation_support	consistency_support	external_knowledge_support	final_call	database	term	NES_or_effect	FDR	leading_edge_size	overlap_gene_count	term_gene_count_in_universe	axis_gene_count	overlap_genes	object	level	structural_stability	cutoff_stability	bootstrap_status	covariate_status	evidence_tier	allowed_wording	disallowed_wording
growth factor / proliferation																		e																	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1.0	1.0	32.0	1.0	HDGF									
mTOR / lysosome / signaling																		e																	GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.2127659574468085	1.0	1.0	7.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Negative Regulation of Programmed Cell Death (GO:0043069)	1.0	0.2127659574468085	1.0	1.0	6.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	1.0	0.2127659574468085	1.0	1.0	5.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Positive Regulation of Cytokine Production (GO:0001819)	1.0	0.2127659574468085	1.0	1.0	5.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Positive Regulation of Gene Expression (GO:0010628)	1.0	0.2127659574468085	1.0	1.0	8.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Positive Regulation of Interleukin-8 Production (GO:0032757)	1.0	0.2127659574468085	1.0	1.0	3.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	1.0	0.2127659574468085	1.0	1.0	8.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Positive Regulation of Protein Localization (GO:1903829)	1.0	0.2127659574468085	1.0	1.0	3.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Positive Regulation of Protein Localization to Nucleus (GO:1900182)	1.0	0.2127659574468085	1.0	1.0	4.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	1.0	0.2127659574468085	1.0	1.0	6.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Regulation of Interleukin-8 Production (GO:0032677)	1.0	0.2127659574468085	1.0	1.0	3.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Regulation of Protein Localization to Nucleus (GO:1900180)	1.0	0.2127659574468085	1.0	1.0	3.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2454991816693944	1.0	1.0	10.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1.0	0.2507598784194529	1.0	1.0	11.0	1.0	LAMTOR5									
mTOR / lysosome / signaling																		e																	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.3617021276595744	1.0	1.0	17.0	1.0	LAMTOR5									
nuclear receptor / co-activator																		e																	GO_BP	Cellular Response to Hormone Stimulus (GO:0032870)	1.0	0.2553191489361702	1.0	1.0	3.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway (GO:0030518)	1.0	0.2553191489361702	1.0	1.0	4.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Positive Regulation of Developmental Process (GO:0051094)	1.0	0.2553191489361702	1.0	1.0	6.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Positive Regulation of Multicellular Organismal Process (GO:0051240)	1.0	0.2553191489361702	1.0	1.0	5.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Transcription by RNA Polymerase II (GO:0006366)	1.0	0.2553191489361702	1.0	1.0	3.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	1.0	0.3546099290780142	1.0	1.0	10.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	1.0	0.5775075987841946	1.0	1.0	19.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.6117021276595745	1.0	1.0	23.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.6619385342789598	1.0	1.0	28.0	1.0	NCOA1									
nuclear receptor / co-activator																		e																	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1.0	1.0	32.0	1.0	NCOA1									
nuclear receptor / metabolism																		e																	GO_BP	Cellular Response to Lipid (GO:0071396)	0.5	0.3145235892691952	1.0	1.0	3.0	2.0	RORC									
nuclear receptor / metabolism																		e																	GO_BP	DNA-templated Transcription (GO:0006351)	0.5	0.3145235892691952	1.0	1.0	3.0	2.0	THRA									
nuclear receptor / metabolism																		e																	GO_BP	Regulation of Cell Differentiation (GO:0045595)	0.5	0.3145235892691952	1.0	1.0	3.0	2.0	RORC									
nuclear receptor / metabolism																		e																	GO_BP	Transcription by RNA Polymerase II (GO:0006366)	0.5	0.3145235892691952	1.0	1.0	3.0	2.0	THRA									
nuclear receptor / metabolism																		e																	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	1.0	0.3145235892691952	2.0	2.0	17.0	2.0	RORC; THRA									
nuclear receptor / metabolism																		e																	GO_BP	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	1.0	0.3145235892691952	2.0	2.0	13.0	2.0	RORC; THRA									
nuclear receptor / metabolism																		e																	GO_BP	Cellular Response to Oxygen-Containing Compound (GO:1901701)	0.5	0.3621646623496762	1.0	1.0	5.0	2.0	RORC									
nuclear receptor / metabolism																		e																	GO_BP	Negative Regulation of RNA Biosynthetic Process (GO:1902679)	0.5	0.3621646623496762	1.0	1.0	6.0	2.0	THRA									
nuclear receptor / metabolism																		e																	GO_BP	Positive Regulation of Multicellular Organismal Process (GO:0051240)	0.5	0.3621646623496762	1.0	1.0	5.0	2.0	THRA									
nuclear receptor / metabolism																		e																	GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.3621646623496762	2.0	2.0	23.0	2.0	RORC; THRA									
nuclear receptor / metabolism																		e																	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.476831216886721	2.0	2.0	28.0	2.0	RORC; THRA									
nuclear receptor / metabolism																		e																	GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	0.5	0.4798797409805735	1.0	1.0	10.0	2.0	RORC									
nuclear receptor / metabolism																		e																	GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	0.5	0.4813918736212907	1.0	1.0	11.0	2.0	THRA									
nuclear receptor / metabolism																		e																	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.4916082991938682	2.0	2.0	32.0	2.0	RORC; THRA									
nuclear receptor / metabolism																		e																	GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	0.5	0.6503237742830712	1.0	1.0	19.0	2.0	THRA									
oxidative stress / antioxidant																		e																	GO_BP	Cellular Response to Chemical Stress (GO:0062197)	1.0	0.1787234042553191	1.0	1.0	3.0	1.0	PRDX2									
oxidative stress / antioxidant																		e																	GO_BP	Cellular Response to Oxidative Stress (GO:0034599)	1.0	0.1787234042553191	1.0	1.0	5.0	1.0	PRDX2									
oxidative stress / antioxidant																		e																	GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.1787234042553191	1.0	1.0	7.0	1.0	PRDX2									
oxidative stress / antioxidant																		e																	GO_BP	Negative Regulation of Programmed Cell Death (GO:0043069)	1.0	0.1787234042553191	1.0	1.0	6.0	1.0	PRDX2									
oxidative stress / antioxidant																		e																	GO_BP	Regulation of Programmed Cell Death (GO:0043067)	1.0	0.1787234042553191	1.0	1.0	3.0	1.0	PRDX2									
oxidative stress / antioxidant																		e																	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2127659574468085	1.0	1.0	10.0	1.0	PRDX2									
oxidative stress / mitochondrial																		e																	GO_BP	+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Cellular Response to Chemical Stress (GO:0062197)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Cellular Response to Reactive Oxygen Species (GO:0034614)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	DNA Damage Response (GO:0006974)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	DNA Repair (GO:0006281)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Negative Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903321)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Negative Regulation of Protein Ubiquitination (GO:0031397)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Autophagy (GO:0010508)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Interleukin-8 Production (GO:0032757)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Protein Localization (GO:1903829)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Protein Metabolic Process (GO:0019538)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Protein Stabilization (GO:0050821)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Regulation of Inflammatory Response (GO:0050727)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Regulation of Interleukin-8 Production (GO:0032677)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Regulation of Protein Localization to Nucleus (GO:1900180)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Regulation of Protein Phosphorylation (GO:0001932)	1.0	0.1170212765957447	1.0	1.0	3.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	DNA Metabolic Process (GO:0006259)	1.0	0.1337386018237082	1.0	1.0	4.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway (GO:0030518)	1.0	0.1337386018237082	1.0	1.0	4.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Protein Localization to Nucleus (GO:1900182)	1.0	0.1337386018237082	1.0	1.0	4.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Cellular Response to Oxidative Stress (GO:0034599)	1.0	0.1462765957446808	1.0	1.0	5.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Negative Regulation of Gene Expression (GO:0010629)	1.0	0.1462765957446808	1.0	1.0	5.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Cytokine Production (GO:0001819)	1.0	0.1462765957446808	1.0	1.0	5.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.1965957446808511	1.0	1.0	7.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Gene Expression (GO:0010628)	1.0	0.2080378250591017	1.0	1.0	8.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	1.0	0.2080378250591017	1.0	1.0	8.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2507598784194529	1.0	1.0	10.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1.0	0.2663242846661776	1.0	1.0	11.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.3978723404255319	1.0	1.0	17.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	1.0	0.4303363074811256	1.0	1.0	19.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.504654255319149	1.0	1.0	23.0	1.0	PARK7									
oxidative stress / mitochondrial																		e																	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1.0	1.0	32.0	1.0	PARK7									
peroxisome / metabolism																		e																	GO_BP	Cellular Response to Oxidative Stress (GO:0034599)	1.0	0.1914893617021277	1.0	1.0	5.0	1.0	PEX14									
peroxisome / metabolism																		e																	GO_BP	Cellular Response to Oxygen-Containing Compound (GO:1901701)	1.0	0.1914893617021277	1.0	1.0	5.0	1.0	PEX14									
peroxisome / metabolism																		e																	GO_BP	Cellular Response to Reactive Oxygen Species (GO:0034614)	1.0	0.1914893617021277	1.0	1.0	3.0	1.0	PEX14									
peroxisome / metabolism																		e																	GO_BP	Negative Regulation of RNA Biosynthetic Process (GO:1902679)	1.0	0.1914893617021277	1.0	1.0	6.0	1.0	PEX14									
peroxisome / metabolism																		e																	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	1.0	0.4340425531914893	1.0	1.0	17.0	1.0	PEX14									
peroxisome / metabolism																		e																	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.5957446808510638	1.0	1.0	28.0	1.0	PEX14									
proteostasis / chaperone																		e																	GO_BP	Negative Regulation of Protein Metabolic Process (GO:0051248)	1.0	0.3404255319148936	1.0	1.0	3.0	1.0	PFDN5									
proteostasis / chaperone																		e																	GO_BP	Negative Regulation of RNA Biosynthetic Process (GO:1902679)	1.0	0.3404255319148936	1.0	1.0	6.0	1.0	PFDN5									
proteostasis / chaperone																		e																	GO_BP	Regulation of RNA Biosynthetic Process (GO:2001141)	1.0	0.3404255319148936	1.0	1.0	8.0	1.0	PFDN5									
proteostasis / chaperone																		e																	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	1.0	0.4340425531914893	1.0	1.0	17.0	1.0	PFDN5									
proteostasis / chaperone																		e																	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.4340425531914893	1.0	1.0	17.0	1.0	PFDN5									
proteostasis / chaperone																		e																	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.5957446808510638	1.0	1.0	28.0	1.0	PFDN5									
ribosomal / translation																		e																	GO_BP	Cellular Response to Cytokine Stimulus (GO:0071345)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Cellular Response to Oxidative Stress (GO:0034599)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Cellular Response to Oxygen-Containing Compound (GO:1901701)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Cellular Response to Reactive Oxygen Species (GO:0034614)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	DNA Damage Response (GO:0006974)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	DNA Metabolic Process (GO:0006259)	1.0	0.1329787234042553	1.0	1.0	4.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	DNA Repair (GO:0006281)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Negative Regulation of Gene Expression (GO:0010629)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Negative Regulation of Protein Metabolic Process (GO:0051248)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Negative Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903321)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Negative Regulation of Protein Ubiquitination (GO:0031397)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Positive Regulation of Apoptotic Process (GO:0043065)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Positive Regulation of Cytokine Production (GO:0001819)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Positive Regulation of DNA Repair (GO:0045739)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.1329787234042553	1.0	1.0	4.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.1329787234042553	1.0	1.0	4.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Protein Metabolic Process (GO:0019538)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Regulation of DNA Repair (GO:0006282)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Regulation of Programmed Cell Death (GO:0043067)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Regulation of Translation (GO:0006417)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Positive Regulation of Gene Expression (GO:0010628)	1.0	0.1934235976789168	1.0	1.0	8.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	1.0	0.1934235976789168	1.0	1.0	8.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2312673450508788	1.0	1.0	10.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1.0	0.2437943262411347	1.0	1.0	11.0	1.0	RPS3									
ribosomal / translation																		e																	GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.3617021276595744	1.0	1.0	17.0	1.0	RPS3									
ribosome biogenesis / nucleolar																		e																	GO_BP	Chromatin Organization (GO:0006325)	1.0	0.1773049645390071	1.0	1.0	5.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Chromatin Remodeling (GO:0006338)	1.0	0.1773049645390071	1.0	1.0	5.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	DNA Damage Response (GO:0006974)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	DNA Metabolic Process (GO:0006259)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	DNA Repair (GO:0006281)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Negative Regulation of Cell Population Proliferation (GO:0008285)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Negative Regulation of Cellular Process (GO:0048523)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Positive Regulation of Cell Population Proliferation (GO:0008284)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Positive Regulation of Cellular Process (GO:0048522)	1.0	0.1773049645390071	1.0	1.0	5.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Protein Localization to Nucleus (GO:0034504)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Regulation of Cellular Response to Stress (GO:0080135)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Regulation of Protein Phosphorylation (GO:0001932)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Regulation of Translation (GO:0006417)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Negative Regulation of Programmed Cell Death (GO:0043069)	1.0	0.1877346683354193	1.0	1.0	6.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Regulation of Cell Population Proliferation (GO:0042127)	1.0	0.1877346683354193	1.0	1.0	6.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.2068557919621749	1.0	1.0	7.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Positive Regulation of Gene Expression (GO:0010628)	1.0	0.2239641657334826	1.0	1.0	8.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	1.0	0.2532928064842958	1.0	1.0	10.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2532928064842958	1.0	1.0	10.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	1.0	0.4593810444874275	1.0	1.0	19.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.5319148936170214	1.0	1.0	23.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.6205673758865249	1.0	1.0	28.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		e																	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1.0	1.0	32.0	1.0	NPM1									
signaling / oncogene																		e																	GO_BP	+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	1.0	0.2066869300911854	1.0	1.0	3.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Positive Regulation of Angiogenesis (GO:0045766)	1.0	0.2066869300911854	1.0	1.0	3.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Positive Regulation of Autophagy (GO:0010508)	1.0	0.2066869300911854	1.0	1.0	3.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.2066869300911854	1.0	1.0	4.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.2066869300911854	1.0	1.0	4.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Regulation of Autophagy (GO:0010506)	1.0	0.2066869300911854	1.0	1.0	4.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	1.0	0.2066869300911854	1.0	1.0	3.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Negative Regulation of Programmed Cell Death (GO:0043069)	1.0	0.2170212765957447	1.0	1.0	6.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	1.0	0.2170212765957447	1.0	1.0	5.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	1.0	0.2170212765957447	1.0	1.0	6.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.230174081237911	1.0	1.0	7.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.3014184397163121	1.0	1.0	10.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1.0	0.3060556464811784	1.0	1.0	11.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	1.0	0.3358662613981762	1.0	1.0	13.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	1.0	0.4099290780141843	1.0	1.0	17.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.6329787234042553	1.0	1.0	28.0	1.0	MTDH									
signaling / oncogene																		e																	GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1.0	1.0	32.0	1.0	MTDH									
synaptic / signaling																		e																	GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.2127659574468085	1.0	1.0	4.0	1.0	ERC1									
synaptic / signaling																		e																	GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.2127659574468085	1.0	1.0	4.0	1.0	ERC1									
