ensembl_gene_id	hgnc_symbol	in_k562_13d	in_k562_7d
ENSG00000165698	C9orf9	True	True
ENSG00000165699	TSC1	True	True
ENSG00000165702	GFI1B	True	True
ENSG00000165704	HPRT1	True	True
ENSG00000165714	LOH12CR1	True	True
ENSG00000165716	FAM69B	True	True
ENSG00000165724	ZMYND19	True	True
ENSG00000165730	STOX1	True	True
ENSG00000165731	RET	True	False
ENSG00000165732	DDX21	True	True
ENSG00000165733	BMS1	True	True
ENSG00000165752	STK32C	True	True
ENSG00000165775	FUNDC2	True	True
ENSG00000165782	TMEM55B	True	True
ENSG00000165792	METTL17	True	True
ENSG00000165794	SLC39A2	True	True
ENSG00000165795	NDRG2	True	True
ENSG00000165801	ARHGEF40	True	True
ENSG00000165802	NSMF	True	True
ENSG00000165804	ZNF219	True	True
ENSG00000165805	C12orf50	True	True
ENSG00000165806	CASP7	True	True
ENSG00000165807	PPP1R36	False	True
ENSG00000165810	BTNL9	True	True
ENSG00000165813	C10orf118	True	True
ENSG00000165816	VWA2	True	False
ENSG00000165819	METTL3	True	True
ENSG00000165821	SALL2	True	True
ENSG00000165828	PRAP1	True	True
ENSG00000165832	TRUB1	True	True
ENSG00000165861	ZFYVE1	True	True
ENSG00000165863	C10orf82	True	False
ENSG00000165868	HSPA12A	True	True
ENSG00000165879	FRAT1	True	True
ENSG00000165886	UBTD1	True	True
ENSG00000165887	ANKRD2	True	False
ENSG00000165891	E2F7	True	True
ENSG00000165895	ARHGAP42	True	True
ENSG00000165898	ISCA2	True	True
ENSG00000165899	OTOGL	True	True
ENSG00000165905	GYLTL1B	True	True
ENSG00000165912	PACSIN3	True	True
ENSG00000165914	TTC7B	True	True
ENSG00000165915	SLC39A13	True	True
ENSG00000165916	PSMC3	True	True
ENSG00000165917	RAPSN	True	True
ENSG00000165923	AGBL2	True	True
ENSG00000165929	TC2N	True	True
ENSG00000165934	CPSF2	True	True
ENSG00000165943	MOAP1	True	True
ENSG00000165948	IFI27L1	True	True
ENSG00000165949	IFI27	True	True
ENSG00000165959	CLMN	True	True
ENSG00000165970	SLC6A5	True	True
ENSG00000165972	CCDC38	True	True
ENSG00000165983	PTER	True	True
ENSG00000165985	C1QL3	True	True
ENSG00000165995	CACNB2	True	True
ENSG00000165996	PTPLA	True	True
ENSG00000165997	ARL5B	True	True
ENSG00000166002	SMCO4	True	True
ENSG00000166004	KIAA1731	True	True
ENSG00000166008	MAGEA9	True	True
ENSG00000166012	TAF1D	True	True
ENSG00000166016	ABTB2	True	True
ENSG00000166024	R3HCC1L	True	True
ENSG00000166025	AMOTL1	True	True
ENSG00000166033	HTRA1	False	True
ENSG00000166035	LIPC	True	True
ENSG00000166037	CEP57	True	True
ENSG00000166046	TCP11L2	True	True
ENSG00000166049	PASD1	True	True
ENSG00000166068	SPRED1	True	True
ENSG00000166073	GPR176	True	True
ENSG00000166086	JAM3	True	True
ENSG00000166090	IL25	True	False
ENSG00000166105	GLB1L3	True	True
ENSG00000166111	SVOP	True	True
ENSG00000166123	GPT2	True	True
ENSG00000166126	AMN	True	True
ENSG00000166128	RAB8B	True	True
ENSG00000166130	IKBIP	True	True
ENSG00000166133	RPUSD2	True	True
ENSG00000166135	HIF1AN	True	True
ENSG00000166136	NDUFB8	True	True
ENSG00000166140	ZFYVE19	True	True
ENSG00000166143	PPP1R14D	True	True
ENSG00000166145	SPINT1	True	True
ENSG00000166147	FBN1	True	True
ENSG00000166153	DEPDC4	True	True
ENSG00000166157	TPTE	True	True
ENSG00000166159	LRTM2	True	True
ENSG00000166160	OPN1MW2	False	True
ENSG00000166164	BRD7	True	True
ENSG00000166165	CKB	True	True
ENSG00000166166	TRMT61A	True	True
ENSG00000166167	BTRC	True	True
ENSG00000166169	POLL	True	True
ENSG00000166170	BAG5	True	True
ENSG00000166171	DPCD	True	True
ENSG00000166181	API5	True	True
ENSG00000166188	ZNF319	True	True
ENSG00000166189	HPS6	True	True
ENSG00000166192	SENP8	True	True
ENSG00000166197	NOLC1	True	True
ENSG00000166199	ALKBH3	True	True
ENSG00000166200	COPS2	True	True
ENSG00000166206	GABRB3	True	True
ENSG00000166220	TBATA	True	True
ENSG00000166224	SGPL1	True	True
ENSG00000166225	FRS2	True	True
ENSG00000166226	CCT2	True	True
ENSG00000166228	PCBD1	True	True
ENSG00000166233	ARIH1	True	True
ENSG00000166246	C16orf71	True	True
ENSG00000166257	SCN3B	True	True
ENSG00000166260	COX11	True	True
ENSG00000166261	ZNF202	True	True
ENSG00000166262	FAM227B	True	True
ENSG00000166263	STXBP4	True	True
ENSG00000166266	CUL5	True	True
ENSG00000166268	MYRFL	True	False
ENSG00000166272	WBP1L	True	True
ENSG00000166275	C10orf32	True	True
ENSG00000166278	C2	True	True
ENSG00000166289	PLEKHF1	True	True
ENSG00000166292	TMEM100	True	True
ENSG00000166295	ANAPC16	True	True
ENSG00000166311	SMPD1	True	True
ENSG00000166313	APBB1	True	True
ENSG00000166317	SYNPO2L	True	True
ENSG00000166321	NUDT13	True	True
ENSG00000166323	C11orf65	True	True
ENSG00000166326	TRIM44	True	True
ENSG00000166333	ILK	True	True
ENSG00000166337	TAF10	True	True
ENSG00000166340	TPP1	True	True
ENSG00000166341	DCHS1	True	True
ENSG00000166343	MSS51	True	True
ENSG00000166347	CYB5A	True	True
ENSG00000166348	USP54	True	True
ENSG00000166349	RAG1	True	True
ENSG00000166352	C11orf74	True	True
ENSG00000166359	WDR88	True	True
ENSG00000166363	OR10A5	True	False
ENSG00000166368	OR2D2	False	True
ENSG00000166377	ATP9B	True	True
ENSG00000166387	PPFIBP2	True	True
ENSG00000166394	CYB5R2	True	True
ENSG00000166398	KIAA0355	True	True
ENSG00000166401	SERPINB8	True	True
ENSG00000166402	TUB	False	True
ENSG00000166405	RIC3	True	True
ENSG00000166411	IDH3A	True	True
ENSG00000166415	WDR72	False	True
ENSG00000166428	PLD4	True	True
ENSG00000166432	ZMAT1	True	True
ENSG00000166435	XRRA1	True	True
ENSG00000166436	TRIM66	True	True
ENSG00000166439	RNF169	True	True
ENSG00000166441	RPL27A	True	True
ENSG00000166444	ST5	True	True
ENSG00000166446	CDYL2	False	True
ENSG00000166448	TMEM130	True	True
ENSG00000166450	PRTG	True	True
ENSG00000166451	CENPN	True	True
ENSG00000166452	AKIP1	True	True
ENSG00000166454	ATMIN	True	True
ENSG00000166455	C16orf46	True	True
ENSG00000166471	TMEM41B	True	True
ENSG00000166477	LEO1	True	True
ENSG00000166478	ZNF143	True	True
ENSG00000166479	TMX3	True	True
ENSG00000166482	MFAP4	True	True
ENSG00000166483	WEE1	True	True
ENSG00000166484	MAPK7	True	True
ENSG00000166501	PRKCB	True	True
ENSG00000166503	HDGFRP3	True	True
ENSG00000166507	NDST2	True	True
ENSG00000166508	MCM7	True	True
ENSG00000166510	CCDC68	True	True
ENSG00000166526	ZNF3	True	True
ENSG00000166527	CLEC4D	True	True
ENSG00000166529	ZSCAN21	True	True
ENSG00000166532	RIMKLB	True	True
ENSG00000166535	A2ML1	True	True
ENSG00000166546	BEAN1	True	False
ENSG00000166548	TK2	True	True
ENSG00000166557	TMED3	True	True
ENSG00000166558	SLC38A8	True	True
ENSG00000166562	SEC11C	True	True
ENSG00000166575	TMEM135	True	True
ENSG00000166578	IQCD	True	True
ENSG00000166579	NDEL1	True	True
ENSG00000166582	CENPV	True	True
ENSG00000166592	RRAD	True	True
ENSG00000166595	FAM96B	True	True
ENSG00000166596	WDR16	False	True
ENSG00000166598	HSP90B1	True	True
ENSG00000166619	BLCAP	True	True
ENSG00000166669	ATF7IP2	True	True
ENSG00000166676	TVP23A	True	True
ENSG00000166681	NGFRAP1	False	True
ENSG00000166682	TMPRSS5	True	True
ENSG00000166685	COG1	True	True
ENSG00000166689	PLEKHA7	True	True
ENSG00000166704	ZNF606	True	True
ENSG00000166707	ZCCHC18	True	True
ENSG00000166710	B2M	True	True
ENSG00000166716	ZNF592	True	True
ENSG00000166734	CASC4	True	True
ENSG00000166741	NNMT	True	True
ENSG00000166743	ACSM1	True	True
ENSG00000166747	AP1G1	True	True
ENSG00000166750	SLFN5	True	True
ENSG00000166762	CATSPER2	True	True
ENSG00000166770	ZNF667-AS1	True	True
ENSG00000166780	C16orf45	True	True
ENSG00000166783	KIAA0430	True	True
ENSG00000166788	SAAL1	True	True
ENSG00000166793	YPEL4	True	True
ENSG00000166794	PPIB	True	True
ENSG00000166796	LDHC	True	True
ENSG00000166797	FAM96A	True	True
ENSG00000166800	LDHAL6A	True	True
ENSG00000166801	FAM111A	True	True
ENSG00000166803	KIAA0101	True	True
ENSG00000166813	KIF7	True	True
ENSG00000166816	LDHD	True	True
ENSG00000166821	PEX11A	True	True
ENSG00000166822	TMEM170A	True	True
ENSG00000166823	MESP1	True	True
ENSG00000166825	ANPEP	True	True
ENSG00000166831	RBPMS2	True	True
ENSG00000166833	NAV2	True	True
ENSG00000166839	ANKDD1A	True	True
ENSG00000166840	GLYATL1	False	True
ENSG00000166845	C18orf54	True	True
ENSG00000166847	DCTN5	True	True
ENSG00000166848	TERF2IP	True	True
ENSG00000166851	PLK1	True	True
ENSG00000166855	CLPX	True	True
ENSG00000166856	GPR182	False	True
ENSG00000166860	ZBTB39	True	True
ENSG00000166862	CACNG2	False	True
ENSG00000166863	TAC3	True	True
ENSG00000166866	MYO1A	True	True
ENSG00000166869	CHP2	True	True
ENSG00000166881	TMEM194A	True	True
ENSG00000166886	NAB2	True	True
ENSG00000166887	VPS39	True	True
ENSG00000166888	STAT6	True	True
ENSG00000166889	PATL1	True	True
ENSG00000166896	XRCC6BP1	True	True
ENSG00000166897	ELFN2	False	True
ENSG00000166900	STX3	True	True
ENSG00000166902	MRPL16	True	True
ENSG00000166908	PIP4K2C	True	True
ENSG00000166912	MTMR10	True	True
ENSG00000166913	YWHAB	True	True
ENSG00000166917	MIR202HG	True	True
ENSG00000166920	C15orf48	True	True
ENSG00000166922	SCG5	True	True
ENSG00000166924	NYAP1	True	True
ENSG00000166925	TSC22D4	True	True
ENSG00000166926	MS4A6E	True	False
ENSG00000166938	DIS3L	True	True
ENSG00000166946	CCNDBP1	True	True
ENSG00000166947	EPB42	True	True
ENSG00000166949	SMAD3	True	True
ENSG00000166960	CCDC178	False	True
ENSG00000166961	MS4A15	True	True
ENSG00000166963	MAP1A	True	True
ENSG00000166965	RCCD1	True	True
ENSG00000166971	AKTIP	True	True
ENSG00000166974	MAPRE2	True	True
ENSG00000166979	EVA1C	True	True
ENSG00000166986	MARS	True	True
ENSG00000166987	MBD6	True	True
ENSG00000166997	CNPY4	True	True
ENSG00000167004	PDIA3	True	True
ENSG00000167005	NUDT21	True	True
ENSG00000167011	NAT16	True	True
ENSG00000167014	C15orf43	True	True
ENSG00000167034	NKX3-1	True	True
ENSG00000167037	SGSM1	True	True
ENSG00000167046	RP11-93B14.6	True	True
ENSG00000167065	DUSP18	True	True
ENSG00000167074	TEF	True	True
ENSG00000167077	MEI1	True	True
ENSG00000167081	PBX3	True	True
ENSG00000167085	PHB	True	True
ENSG00000167088	SNRPD1	True	True
ENSG00000167094	TTC16	True	True
ENSG00000167100	SAMD14	True	True
ENSG00000167103	PIP5KL1	True	True
ENSG00000167105	TMEM92	True	True
ENSG00000167106	FAM102A	True	True
ENSG00000167107	ACSF2	True	True
ENSG00000167110	GOLGA2	True	True
ENSG00000167112	TRUB2	True	True
ENSG00000167113	COQ4	True	True
ENSG00000167114	SLC27A4	True	True
ENSG00000167118	URM1	True	True
ENSG00000167123	CERCAM	True	True
ENSG00000167130	DOLPP1	True	True
ENSG00000167131	CCDC103	False	True
ENSG00000167136	ENDOG	True	True
ENSG00000167157	PRRX2	True	True
ENSG00000167173	C15orf39	True	True
ENSG00000167182	SP2	True	True
ENSG00000167183	PRR15L	False	True
ENSG00000167186	COQ7	True	True
ENSG00000167191	GPRC5B	True	True
ENSG00000167193	CRK	True	True
ENSG00000167196	FBXO22	True	True
ENSG00000167202	TBC1D2B	True	True
ENSG00000167216	KATNAL2	True	True
ENSG00000167220	HDHD2	True	True
ENSG00000167230	C17orf78	True	True
ENSG00000167232	ZNF91	True	True
ENSG00000167244	IGF2	True	True
ENSG00000167257	RNF214	True	True
ENSG00000167258	CDK12	True	True
ENSG00000167261	DPEP2	True	True
ENSG00000167264	DUS2	True	True
ENSG00000167272	POP5	True	True
ENSG00000167280	ENGASE	True	True
ENSG00000167281	RBFOX3	True	True
ENSG00000167283	ATP5L	True	True
ENSG00000167286	CD3D	True	True
ENSG00000167291	TBC1D16	True	True
ENSG00000167302	ENTHD2	True	True
ENSG00000167306	MYO5B	True	True
ENSG00000167311	ART5	True	True
ENSG00000167315	ACAA2	True	True
ENSG00000167323	STIM1	True	True
ENSG00000167325	RRM1	True	True
ENSG00000167333	TRIM68	True	True
ENSG00000167359	OR51I1	True	True
ENSG00000167360	OR51Q1	True	True
ENSG00000167363	FN3K	True	True
ENSG00000167371	PRRT2	True	True
ENSG00000167377	ZNF23	True	True
ENSG00000167378	IRGQ	True	True
ENSG00000167380	ZNF226	True	True
ENSG00000167383	ZNF229	True	True
ENSG00000167384	ZNF180	True	True
ENSG00000167393	PPP2R3B	True	True
ENSG00000167394	ZNF668	True	True
ENSG00000167395	ZNF646	True	True
ENSG00000167397	VKORC1	True	True
ENSG00000167414	GNG8	True	True
ENSG00000167419	LPO	True	True
ENSG00000167434	CA4	True	True
ENSG00000167447	SMG8	True	True
ENSG00000167460	TPM4	True	True
ENSG00000167461	RAB8A	True	True
ENSG00000167468	GPX4	True	True
ENSG00000167470	MIDN	True	True
ENSG00000167476	JSRP1	True	True
ENSG00000167483	FAM129C	True	True
ENSG00000167487	KLHL26	True	True
ENSG00000167491	GATAD2A	True	True
ENSG00000167508	MVD	True	True
ENSG00000167513	CDT1	True	True
ENSG00000167515	TRAPPC2L	True	True
ENSG00000167522	ANKRD11	True	True
ENSG00000167523	SPATA33	True	True
ENSG00000167524	SGK494	True	True
ENSG00000167525	PROCA1	True	True
ENSG00000167526	RPL13	True	True
ENSG00000167528	ZNF641	True	True
ENSG00000167531	LALBA	True	True
ENSG00000167535	CACNB3	True	True
ENSG00000167536	DHRS13	True	True
ENSG00000167543	TP53I13	True	True
ENSG00000167548	KMT2D	True	True
ENSG00000167549	CORO6	True	True
ENSG00000167550	RHEBL1	True	True
ENSG00000167552	TUBA1A	True	True
ENSG00000167553	TUBA1C	True	True
ENSG00000167554	ZNF610	True	True
ENSG00000167555	ZNF528	True	True
ENSG00000167562	ZNF701	True	True
ENSG00000167565	SERTAD3	True	True
ENSG00000167566	NCKAP5L	True	True
ENSG00000167578	RAB4B	True	True
ENSG00000167580	AQP2	False	True
ENSG00000167588	GPD1	True	True
ENSG00000167595	C19orf55	True	True
ENSG00000167600	CYP2S1	True	True
ENSG00000167601	AXL	True	True
ENSG00000167604	NFKBID	True	True
ENSG00000167608	TMC4	True	True
ENSG00000167612	ANKRD33	True	True
ENSG00000167613	LAIR1	True	True
ENSG00000167614	TTYH1	True	True
ENSG00000167615	LENG8	True	True
ENSG00000167617	CDC42EP5	True	True
ENSG00000167618	LAIR2	True	True
ENSG00000167619	TMEM145	True	True
ENSG00000167625	ZNF526	True	True
ENSG00000167632	TRAPPC9	True	True
ENSG00000167634	NLRP7	True	True
ENSG00000167635	ZNF146	True	True
ENSG00000167637	ZNF283	True	True
ENSG00000167641	PPP1R14A	True	True
ENSG00000167642	SPINT2	True	True
ENSG00000167644	C19orf33	True	True
ENSG00000167645	YIF1B	True	True
ENSG00000167646	DNAAF3	True	True
ENSG00000167653	PSCA	True	False
ENSG00000167654	ATCAY	True	True
ENSG00000167657	DAPK3	True	True
ENSG00000167658	EEF2	True	True
ENSG00000167664	TMIGD2	True	True
ENSG00000167670	CHAF1A	True	True
ENSG00000167671	UBXN6	True	True
ENSG00000167674	HDGFRP2	True	True
ENSG00000167676	PLIN4	True	True
ENSG00000167680	SEMA6B	True	True
ENSG00000167685	ZNF444	True	True
ENSG00000167693	NXN	True	True
ENSG00000167695	FAM57A	True	True
ENSG00000167699	GLOD4	True	True
ENSG00000167700	MFSD3	True	True
ENSG00000167701	GPT	True	True
ENSG00000167702	KIFC2	True	True
ENSG00000167703	SLC43A2	True	True
ENSG00000167705	RILP	True	True
ENSG00000167711	SERPINF2	True	True
ENSG00000167716	WDR81	True	True
ENSG00000167720	SRR	True	True
ENSG00000167721	TSR1	True	True
ENSG00000167723	TRPV3	True	True
ENSG00000167733	HSD11B1L	True	True
ENSG00000167740	CYB5D2	True	True
ENSG00000167741	GGT6	True	True
ENSG00000167747	C19orf48	True	True
ENSG00000167748	KLK1	True	True
ENSG00000167749	KLK4	True	True
ENSG00000167751	KLK2	True	True
ENSG00000167757	KLK11	True	True
ENSG00000167759	KLK13	True	True
ENSG00000167765	AC018755.1	True	True
ENSG00000167766	ZNF83	True	True
ENSG00000167768	KRT1	True	True
ENSG00000167769	ACER1	True	True
ENSG00000167770	OTUB1	True	True
ENSG00000167771	RCOR2	True	True
ENSG00000167772	ANGPTL4	True	True
ENSG00000167774	NDUFA7	True	True
ENSG00000167775	CD320	True	True
ENSG00000167778	SPRYD3	True	True
ENSG00000167779	IGFBP6	True	True
ENSG00000167780	SOAT2	True	False
ENSG00000167785	ZNF558	True	True
ENSG00000167792	NDUFV1	True	True
ENSG00000167797	CDK2AP2	True	True
ENSG00000167799	NUDT8	True	True
ENSG00000167800	TBX10	True	True
ENSG00000167807	CTD-2369P2.10	False	True
ENSG00000167815	PRDX2	True	True
ENSG00000167840	ZNF232	True	True
ENSG00000167842	MIS12	True	True
ENSG00000167850	CD300C	True	True
ENSG00000167851	CD300A	True	True
ENSG00000167858	TEKT1	False	True
ENSG00000167861	HID1	True	True
ENSG00000167862	ICT1	True	True
ENSG00000167863	ATP5H	True	True
ENSG00000167874	TMEM88	True	True
ENSG00000167880	EVPL	True	True
ENSG00000167881	SRP68	True	True
ENSG00000167889	MGAT5B	True	True
ENSG00000167895	TMC8	True	True
ENSG00000167900	TK1	True	True
ENSG00000167904	TMEM68	True	True
ENSG00000167910	CYP7A1	True	False
ENSG00000167912	RP11-25K19.1	True	True
ENSG00000167914	GSDMA	True	True
ENSG00000167920	TMEM99	True	True
ENSG00000167925	GHDC	True	True
ENSG00000167930	ITFG3	True	True
ENSG00000167945	PRR25	False	True
ENSG00000167962	ZNF598	True	True
ENSG00000167964	RAB26	True	True
ENSG00000167965	MLST8	True	True
ENSG00000167967	E4F1	True	True
ENSG00000167968	DNASE1L2	True	True
ENSG00000167969	ECI1	True	True
ENSG00000167970	AC009065.1	True	True
ENSG00000167971	CASKIN1	True	True
ENSG00000167972	ABCA3	True	True
ENSG00000167977	KCTD5	True	True
ENSG00000167978	SRRM2	True	True
ENSG00000167985	SDHAF2	True	True
ENSG00000167986	DDB1	True	True
ENSG00000167987	VPS37C	True	True
ENSG00000167992	VWCE	True	True
ENSG00000167994	RAB3IL1	True	True
ENSG00000167995	BEST1	True	True
ENSG00000167996	FTH1	True	True
ENSG00000168000	BSCL2	True	True
ENSG00000168002	POLR2G	True	True
ENSG00000168003	SLC3A2	True	True
ENSG00000168004	HRASLS5	False	True
ENSG00000168005	C11orf84	True	True
ENSG00000168010	ATG16L2	True	True
ENSG00000168014	C2CD3	True	True
ENSG00000168016	TRANK1	True	True
ENSG00000168026	TTC21A	True	True
ENSG00000168028	RPSA	True	True
ENSG00000168032	ENTPD3	True	True
ENSG00000168036	CTNNB1	True	True
ENSG00000168038	ULK4	True	True
ENSG00000168040	FADD	True	True
ENSG00000168056	LTBP3	True	True
ENSG00000168060	NAALADL1	True	True
ENSG00000168061	SAC3D1	True	True
ENSG00000168062	BATF2	True	True
ENSG00000168065	SLC22A11	False	True
ENSG00000168066	SF1	True	True
ENSG00000168067	MAP4K2	True	True
ENSG00000168070	C11orf85	True	True
ENSG00000168071	CCDC88B	True	True
ENSG00000168077	SCARA3	True	False
ENSG00000168078	PBK	True	True
ENSG00000168079	SCARA5	True	True
ENSG00000168081	PNOC	False	True
ENSG00000168090	COPS6	True	True
ENSG00000168092	PAFAH1B2	True	True
ENSG00000168096	ANKS3	True	True
ENSG00000168101	NUDT16L1	True	True
ENSG00000168116	KIAA1586	True	True
ENSG00000168118	RAB4A	True	True
ENSG00000168131	OR2B2	True	True
ENSG00000168135	KCNJ4	True	True
ENSG00000168137	SETD5	True	True
ENSG00000168140	VASN	True	True
ENSG00000168148	HIST3H3	False	True
ENSG00000168152	THAP9	True	True
ENSG00000168159	RNF187	True	True
ENSG00000168172	HOOK3	True	True
ENSG00000168175	MAPK1IP1L	True	True
ENSG00000168209	DDIT4	True	True
ENSG00000168214	RBPJ	True	True
ENSG00000168216	LMBRD1	True	True
ENSG00000168228	ZCCHC4	True	True
ENSG00000168234	TTC39C	True	True
ENSG00000168237	GLYCTK	True	True
ENSG00000168242	HIST1H2BI	False	True
ENSG00000168243	GNG4	True	True
ENSG00000168246	UBTD2	True	True
ENSG00000168255	POLR2J3	True	True
ENSG00000168256	NKIRAS2	True	True
ENSG00000168259	DNAJC7	True	True
ENSG00000168260	C14orf183	True	True
ENSG00000168263	KCNV2	True	True
ENSG00000168264	IRF2BP2	True	True
ENSG00000168268	NT5DC2	True	True
ENSG00000168273	SMIM4	True	True
ENSG00000168274	HIST1H2AE	True	True
ENSG00000168275	COA6	True	True
ENSG00000168280	KIF5C	False	True
ENSG00000168282	MGAT2	True	True
ENSG00000168283	BMI1	True	True
ENSG00000168286	THAP11	True	True
ENSG00000168288	MMADHC	True	True
ENSG00000168291	PDHB	True	True
ENSG00000168297	PXK	True	True
ENSG00000168298	HIST1H1E	True	True
ENSG00000168300	PCMTD1	True	True
ENSG00000168301	KCTD6	True	True
ENSG00000168303	MPLKIP	True	True
ENSG00000168306	ACOX2	True	True
ENSG00000168309	FAM107A	True	True
ENSG00000168310	IRF2	True	True
ENSG00000168314	MOBP	True	True
ENSG00000168329	CX3CR1	True	False
ENSG00000168333	C8orf22	True	True
ENSG00000168334	XIRP1	True	True
ENSG00000168348	INSM2	True	False
ENSG00000168350	DEGS2	True	True
ENSG00000168356	SCN11A	True	True
ENSG00000168374	ARF4	True	True
ENSG00000168385	SEPT2	True	True
ENSG00000168386	FILIP1L	True	True
ENSG00000168389	MFSD2A	True	True
ENSG00000168393	DTYMK	True	True
ENSG00000168394	TAP1	True	True
ENSG00000168395	ING5	True	True
ENSG00000168397	ATG4B	True	True
ENSG00000168404	MLKL	True	True
ENSG00000168411	RFWD3	True	True
ENSG00000168412	MTNR1A	False	True
ENSG00000168421	RHOH	True	True
ENSG00000168427	KLHL30	True	True
ENSG00000168434	COG7	True	True
ENSG00000168438	CDC40	True	True
ENSG00000168439	STIP1	True	True
ENSG00000168453	HR	True	True
ENSG00000168454	TXNDC2	True	True
ENSG00000168461	RAB31	True	True
ENSG00000168476	REEP4	True	True
ENSG00000168477	TNXB	True	True
ENSG00000168481	LGI3	True	False
ENSG00000168487	BMP1	True	True
ENSG00000168488	ATXN2L	True	True
ENSG00000168490	PHYHIP	True	True
ENSG00000168491	CCDC110	True	True
ENSG00000168495	POLR3D	True	True
ENSG00000168496	FEN1	True	True
ENSG00000168497	SDPR	True	True
ENSG00000168502	SOGA2	True	True
ENSG00000168505	GBX2	True	True
ENSG00000168509	HFE2	True	True
ENSG00000168517	HEXIM2	True	True
ENSG00000168522	FNTA	True	True
ENSG00000168528	SERINC2	True	True
ENSG00000168530	MYL1	False	True
ENSG00000168538	TRAPPC11	True	True
ENSG00000168556	ING2	True	True
ENSG00000168564	CDKN2AIP	True	True
ENSG00000168566	SNRNP48	True	True
ENSG00000168569	TMEM223	True	True
ENSG00000168575	SLC20A2	True	True
ENSG00000168582	CRYGA	True	False
ENSG00000168591	TMUB2	True	True
ENSG00000168594	ADAM29	True	False
ENSG00000168610	STAT3	True	True
ENSG00000168612	ZSWIM1	True	True
ENSG00000168614	NBPF9	True	True
ENSG00000168615	ADAM9	True	True
ENSG00000168619	ADAM18	True	True
ENSG00000168621	GDNF	False	True
ENSG00000168631	DPCR1	True	False
ENSG00000168646	AXIN2	True	True
ENSG00000168653	NDUFS5	True	True
ENSG00000168658	VWA3B	True	True
ENSG00000168661	ZNF30	True	True
ENSG00000168672	FAM84B	True	True
ENSG00000168675	LDLRAD4	True	True
ENSG00000168676	KCTD19	True	True
ENSG00000168679	SLC16A4	True	True
ENSG00000168685	IL7R	False	True
ENSG00000168701	TMEM208	True	True
ENSG00000168702	LRP1B	True	True
ENSG00000168710	AHCYL1	True	True
ENSG00000168724	DNAJC21	True	True
ENSG00000168734	PKIG	True	True
ENSG00000168743	NPNT	False	True
ENSG00000168746	C20orf62	False	True
ENSG00000168748	CA7	True	True
ENSG00000168754	FAM178B	True	True
ENSG00000168758	SEMA4C	True	True
ENSG00000168763	CNNM3	True	True
ENSG00000168765	GSTM4	True	True
ENSG00000168769	TET2	True	True
ENSG00000168772	CXXC4	False	True
ENSG00000168778	TCTN2	True	True
ENSG00000168779	SHOX2	True	True
ENSG00000168781	PPIP5K1	True	True
ENSG00000168785	TSPAN5	True	True
ENSG00000168792	ABHD15	True	True
ENSG00000168795	ZBTB5	True	True
ENSG00000168802	CHTF8	True	True
ENSG00000168803	ADAL	True	True
ENSG00000168806	LCMT2	True	True
ENSG00000168807	SNTB2	True	True
ENSG00000168811	IL12A	True	True
ENSG00000168813	ZNF507	True	True
ENSG00000168818	STX18	True	True
ENSG00000168824	NSG1	True	True
ENSG00000168826	ZBTB49	True	True
ENSG00000168827	GFM1	True	True
ENSG00000168843	FSTL5	True	True
ENSG00000168872	DDX19A	True	True
ENSG00000168874	ATOH8	True	False
ENSG00000168876	ANKRD49	True	True
ENSG00000168878	SFTPB	True	True
ENSG00000168883	USP39	True	True
ENSG00000168884	TNIP2	True	True
ENSG00000168887	C2orf68	True	True
ENSG00000168890	TMEM150A	True	True
ENSG00000168894	RNF181	True	True
ENSG00000168899	VAMP5	True	True
ENSG00000168903	BTNL3	True	True
ENSG00000168904	LRRC28	True	True
ENSG00000168906	MAT2A	True	True
ENSG00000168913	ENHO	True	True
ENSG00000168916	ZNF608	True	True
ENSG00000168917	SLC35G2	True	True
ENSG00000168918	INPP5D	True	True
ENSG00000168924	LETM1	True	True
ENSG00000168925	CTRB1	True	True
ENSG00000168936	TMEM129	True	True
ENSG00000168938	PPIC	True	True
ENSG00000168939	SPRY3	True	True
ENSG00000168944	CEP120	True	True
ENSG00000168952	STXBP6	True	True
ENSG00000168958	MFF	True	True
ENSG00000168961	LGALS9	True	True
ENSG00000168970	JMJD7-PLA2G4B	True	True
ENSG00000168993	CPLX1	True	True
ENSG00000168994	PXDC1	True	False
ENSG00000168995	SIGLEC7	True	True
ENSG00000169016	E2F6	True	True
ENSG00000169018	FEM1B	True	True
ENSG00000169019	COMMD8	True	True
ENSG00000169020	ATP5I	True	True
ENSG00000169021	UQCRFS1	True	True
ENSG00000169026	MFSD7	True	True
ENSG00000169031	COL4A3	True	True
ENSG00000169032	MAP2K1	True	True
ENSG00000169035	KLK7	True	True
ENSG00000169045	HNRNPH1	True	True
ENSG00000169047	IRS1	True	True
ENSG00000169057	MECP2	True	True
ENSG00000169059	VCX3A	True	True
ENSG00000169062	UPF3A	True	True
ENSG00000169071	ROR2	True	True
ENSG00000169083	AR	True	False
ENSG00000169084	DHRSX	True	True
ENSG00000169085	C8orf46	False	True
ENSG00000169087	HSPBAP1	True	True
ENSG00000169093	ASMTL	True	True
ENSG00000169100	SLC25A6	True	True
ENSG00000169105	CHST14	True	True
ENSG00000169116	PARM1	False	True
ENSG00000169118	CSNK1G1	True	True
ENSG00000169122	FAM110B	True	True
ENSG00000169131	ZNF354A	True	True
ENSG00000169136	ATF5	True	True
ENSG00000169139	UBE2V2	True	True
