profile	umap1	umap2	is_control	is_highlight
KPNA6	4.9426236	12.434022	False	False
RPL36AL	11.430673	15.483467	False	False
WDR75	1.2908505	7.7382016	False	False
TAF2	5.005963	8.895769	False	False
COPB1	2.4377658	13.193488	False	False
KDM2A	5.5278625	13.509312	False	False
DENR	9.068447	15.382653	False	False
IFITM2	8.60026	16.443047	False	False
RPS3A	1.413004	7.2057967	False	False
WDR5	10.234949	13.643393	False	False
YEATS2	10.0252285	13.7557955	False	False
ZNF718	5.971044	14.702507	False	False
PSMA2	9.469355	13.841842	False	False
REV3L	10.27459	14.499804	False	False
RAN	7.4938555	16.57055	False	False
PNPT1	1.0497946	11.693773	False	False
TRNP1	8.291827	15.374392	False	False
RPS19BP1	2.477337	7.25017	False	False
EFTUD2	3.385418	14.630222	False	False
KIF18A	5.804247	15.409518	False	False
PPA1	9.980889	14.689937	False	False
ATP6V1D	8.423126	14.4327545	False	False
GPR61	7.942685	15.253181	False	False
VPS41	5.993419	14.153383	False	False
PSMD2	3.6531973	10.320503	False	False
MRPL20	11.117921	11.440097	False	False
EEF1B2	6.4587955	13.442831	False	False
CYP2A13	6.562296	14.640894	False	False
BRCA1	10.791927	14.361643	False	False
RACGAP1	13.843801	13.059538	False	False
GRWD1	7.6083927	16.043833	False	False
ZC3H18	11.313061	14.294308	False	False
KIF23	13.16081	13.607224	False	False
NELFB	5.3792844	10.063685	False	False
HNRNPM	10.7697735	14.724308	False	False
TFB2M	9.411719	15.317818	False	False
RPS16	1.3847865	7.153774	False	False
FNTB	10.322298	15.644227	False	False
MCM5	12.216575	14.267061	False	False
ABCB10	12.7556	13.48734	False	False
RPL11	-0.93912625	14.257641	False	False
TRAPPC5	6.374848	13.598651	False	False
PSMD3	8.338169	13.264276	False	False
EIF3L	3.7875297	12.340668	False	False
MST1	10.3133	14.929575	False	False
TAF1	4.996468	8.919213	False	False
MED26	7.2352786	13.084674	False	False
ATP6V0B	8.248478	14.564582	False	False
ZNF492	5.593578	13.179409	False	False
COPS5	4.577732	13.388048	False	False
KCNA10	9.311802	15.689831	False	False
FAM50A	1.3151622	11.764549	False	False
METTL14	8.129461	13.741238	False	False
ABCG1	5.372906	13.296879	False	False
RRM1	12.04569	13.87192	False	False
SMC4	13.459904	13.451967	False	False
THOC7	10.879902	15.625725	False	False
PPIL4	2.44364	12.339634	False	False
RGPD6	7.7756095	14.803922	False	False
BAP1	6.8141093	16.392096	False	False
TTF2	13.360808	13.497887	False	False
OR1D2	5.4965715	13.253706	False	False
EIF3F	8.635974	11.777989	False	False
MRPL49	11.429248	11.476697	False	False
EIF3J	8.705335	16.24405	False	False
GEMIN5	5.75505	13.939539	False	False
C1orf109	6.1330833	14.185984	False	False
AIFM1	10.925341	15.663334	False	False
MIOS	8.905345	16.2082	False	False
PSMD4	4.1153903	10.44655	False	False
TINF2	12.87373	13.713712	False	False
CD2BP2	7.4263415	15.126183	False	False
ILF3	4.129127	14.287773	False	False
ATP6V1C1	8.673504	15.771711	False	False
SCAF1	5.998098	13.146985	False	False
PSMC1	3.832895	10.338844	False	False
DDX3X	10.403159	14.350386	False	False
RNMT	5.6337867	10.208688	False	False
LAMTOR2	7.262388	12.854832	False	False
TADA3	5.5128207	11.707527	False	False
CEP68	7.2592688	14.88244	False	False
LCE1E	6.686602	15.087623	False	False
ZNF658	7.960483	16.556705	False	False
COG4	8.364281	16.411499	False	False
FAF2	7.2544413	16.208078	False	False
ARL2	4.7157063	12.068837	False	False
PPP4R2	10.023871	14.895889	False	False
ARPC4	4.5570927	12.431494	False	False
CYS1	4.5054812	13.630915	False	False
CXXC1	10.844674	13.812434	False	False
RPL35	-1.1756514	14.276346	False	False
AHCTF1	7.43452	14.871791	False	False
HOXC10	9.554266	15.12672	False	False
CPSF1	5.4364867	10.070753	False	False
CLK2	7.094175	14.994723	False	False
FARS2	11.188903	15.25349	False	False
UQCRH	10.844535	15.995665	False	False
DDOST	5.5900292	12.6494665	False	False
CCNH	5.6390495	9.830136	False	False
WDR83OS	8.415759	14.140259	False	False
PSMG4	3.2364278	7.5338445	False	False
FOXD4	4.4923615	12.46228	False	False
CBLL1	8.100709	13.837808	False	False
MRGBP	6.775768	13.550677	False	False
PIGH	9.913708	16.473053	False	False
CCT2	9.964447	12.65758	False	False
TPT1	8.212984	15.101482	False	False
DDX42	5.620787	12.110068	False	False
MRPL32	11.737615	11.379415	False	False
PNO1	1.5128839	7.26198	False	False
GON4L	7.6573434	15.450145	False	False
MTBP	12.724826	13.849139	False	False
PNISR	9.010829	14.969385	False	False
ALG11	7.0124965	14.63397	False	False
COQ4	7.135076	14.26452	False	False
MRPL19	11.818288	11.374856	False	False
TSSK3	5.548702	14.955202	False	False
HAPLN2	9.487443	16.303051	False	False
WDR7	8.038945	14.585147	False	False
POU5F1B	8.427459	14.73337	False	False
DHX9	4.034126	12.985745	False	False
UBE2Z	7.1659045	13.921291	False	False
RNF40	11.39926	14.083418	False	False
RBMX	12.197284	13.961123	False	False
HCFC1	4.152481	10.600746	False	False
POLA2	13.507263	13.106552	False	False
NMT1	6.0186048	14.475811	False	False
EMC1	6.5385056	14.921329	False	False
MRPS16	1.6529862	13.959132	False	False
POLD1	13.6410475	13.048894	False	False
ZFC3H1	8.439653	14.249978	False	False
SSX4	8.093965	14.246189	False	False
PSMD13	3.9754653	10.414404	False	False
ZNF236	3.3310235	7.7568107	False	False
ZW10	7.4025245	14.951388	False	False
UXS1	5.7021494	13.261534	False	False
PPP1CB	7.716778	15.942885	False	False
GINS1	13.340048	13.168786	False	False
NDUFB6	9.938869	15.329038	False	False
RAE1	4.4522552	11.138811	False	False
COG6	5.8528776	15.049372	False	False
HSD17B12	5.7681646	12.836893	False	False
GTF3C2	7.7770233	15.731049	False	False
ROMO1	1.719668	12.221699	False	False
HSPA14	3.4044867	14.195461	False	False
SP2	4.834269	13.158323	False	False
TAF1D	6.899591	13.6006365	False	False
CYCS	10.343539	14.900467	False	False
HLA-C	8.837714	15.652732	False	False
ATP6V1F	10.0200405	15.233523	False	False
NOC2L	0.040122934	14.238034	False	False
FDXR	5.4115715	13.088025	False	False
PPIH	2.01656	13.793805	False	False
VBP1	8.964251	14.823945	False	False
SNRPB	4.5059495	12.890528	False	False
NDUFAF3	7.686041	16.279598	False	False
EIF3B	0.7484047	7.682572	False	False
CCAR1	9.993994	16.139748	False	False
BORA	11.28644	14.247159	False	False
HAUS8	10.241639	15.9398	False	False
STRIP1	10.244748	14.880114	False	False
UBE2I	10.940172	15.841422	False	False
CCT5	10.026255	12.638492	False	False
GAPDH	6.4702682	13.284064	False	False
MRPS18B	1.644526	13.881186	False	False
UTP18	3.1676812	7.569504	False	False
EXOSC10	3.4523642	7.8501735	False	False
UPF2	6.7732315	16.410843	False	False
TOP2A	12.843977	13.81276	False	False
MCRS1	6.918854	16.57324	False	False
SPC24	5.174699	11.993498	False	False
NOP10	3.390036	8.19136	False	False
CPSF4	5.4323015	8.742814	False	False
COX10	6.1989417	13.591708	False	False
PKM	8.168404	14.445379	False	False
MCMBP	5.0320363	13.591854	False	False
RPL18A	0.12173972	14.315251	False	False
OGFOD1	7.532588	13.8239565	False	False
RPL18	-1.4592215	14.044032	False	False
CENPH	9.137061	15.53495	False	False
POLR2H	5.475415	8.659534	False	False
HMGCS1	9.021735	14.547418	False	False
SPCS3	6.2425346	14.294806	False	False
CTCF	9.375482	15.724824	False	False
CFDP1	9.741697	15.549926	False	False
MED8	5.4603524	9.495191	False	False
COQ2	10.393437	15.113219	False	False
PRKRIP1	7.902339	16.49814	False	False
SKP2	11.74362	14.1707115	False	False
RPL27	-1.6944239	13.943295	False	False
HIST2H2BE	8.687085	16.57725	False	False
SRSF7	11.109674	11.460805	False	False
WDR70	3.0805528	12.473199	False	False
NDUFA4	6.101586	14.291268	False	False
ATP2A2	7.448126	16.29335	False	False
TVP23C	9.20789	16.115503	False	False
BARD1	8.03932	15.7708	False	False
TXNL4A	6.508632	16.148405	False	False
HIST2H2AC	9.496141	16.519379	False	False
POLE2	12.727142	13.82213	False	False
LONP1	1.6202601	13.939049	False	False
GOSR2	6.2358227	14.759631	False	False
PALB2	4.7444677	13.369391	False	False
CDC37	6.222709	15.0812025	False	False
CDC5L	2.2653782	13.050077	False	False
PFDN6	7.3534536	13.450178	False	False
TMEM258	5.428551	13.349185	False	False
PARS2	9.269842	13.534065	False	False
ADRM1	8.916847	14.420728	False	False
DNAJC11	4.6784034	12.838401	False	False
RPUSD3	11.4586735	11.483671	False	False
PCBP1	9.354199	13.451456	False	False
NRBP1	5.37956	9.232962	False	False
PRELID1	3.6877766	12.332185	False	False
NOC4L	2.056551	7.197667	False	False
MRTO4	8.6300125	11.66185	False	False
FARSB	2.4068184	11.478079	False	False
NSMCE1	4.082531	13.427893	False	False
GTF2F2	5.6884646	9.885397	False	False
DOHH	2.803917	11.766872	False	False
CEP152	8.279859	14.058656	False	False
SNRNP48	8.151766	13.246547	False	False
PABPN1	4.663031	12.579962	False	False
TULP1	10.868457	15.922846	False	False
CCDC137	7.171519	16.378054	False	False
PRPF18	2.4761698	12.478563	False	False
ELL	8.838417	14.511721	False	False
TAF6	4.931701	8.95947	False	False
BRF2	7.1111155	15.922067	False	False
GTF3C3	3.9655142	12.654634	False	False
TAF1B	3.774589	12.519056	False	False
RRP12	2.4605849	7.2423325	False	False
IK	3.7593136	13.646713	False	False
TCP1	10.079942	12.576243	False	False
NOP56	6.8996716	15.736971	False	False
ISG20L2	-0.5797707	14.231999	False	False
TSPYL5	5.4795246	12.411719	False	False
TTI2	8.62631	14.703351	False	False
INCENP	13.834721	13.083088	False	False
REXO2	1.295531	11.879361	False	False
POP1	3.0647402	7.4888115	False	False
BET1	4.976941	12.729839	False	False
ATF4	9.181662	16.424364	False	False
SNRNP70	3.0815525	12.439879	False	False
NVL	8.255613	11.30007	False	False
HDAC7	13.422419	13.18772	False	False
NCAPH2	5.7432737	14.732595	False	False
NELFE	5.705916	10.669343	False	False
ATP6AP1	9.313967	14.551475	False	False
RPL14	-1.5991302	13.984127	False	False
ISCU	6.028019	13.076166	False	False
MRPL17	11.391567	11.35022	False	False
HIST1H2BC	4.7828164	12.597633	False	False
TPR	6.1785717	11.982213	False	False
MRPS25	1.6000929	13.862624	False	False
MRPL41	11.6158495	11.365417	False	False
LTBP3	8.221575	15.704203	False	False
ARMC6	5.294353	13.120127	False	False
DCTN5	4.7593083	13.326833	False	False
RAD51C	13.361535	13.387317	False	False
TIPIN	12.548801	14.022286	False	False
SRP14	9.293401	15.396088	False	False
LAS1L	8.526106	11.526776	False	False
COASY	6.583011	15.254614	False	False
PAM16	1.5187427	12.01677	False	False
TIGD1	7.813542	16.467564	False	False
DDX52	3.027843	7.4638104	False	False
NFYC	13.71412	13.050514	False	False
HSPD1	2.1147547	12.534641	False	False
TRIAP1	3.2744496	13.772974	False	False
EMC7	5.4144907	13.061636	False	False
POLR3K	4.672332	12.140821	False	False
EP400	11.597758	13.859149	False	False
GLRX5	3.3842425	13.262078	False	False
MRPS12	1.6016479	13.8593	False	False
RBM10	9.959391	15.931002	False	False
SIN3A	8.79048	14.16255	False	False
SMC6	9.962593	14.673903	False	False
SCNM1	5.376676	14.301949	False	False
SEC61A1	3.79746	12.037449	False	False
SCD	12.659516	13.884083	False	False
MIS18BP1	6.6843553	15.156603	False	False
VPS37C	9.97983	15.405841	False	False
DHPS	3.7552292	13.739418	False	False
TTK	4.8728423	11.872214	False	False
NCAPH	10.208394	15.85605	False	False
USP10	7.2917643	14.330012	False	False
GTPBP4	0.25449055	14.301374	False	False
DTYMK	13.380825	13.106151	False	False
UBA2	10.614932	15.91053	False	False
FAM229A	7.980078	16.611263	False	False
XPO5	7.8048778	14.021146	False	False
KATNB1	4.2661977	13.908533	False	False
DPH6	9.730448	16.474367	False	False
CAPZB	12.662251	13.942138	False	False
TRIM49C	7.063653	14.351465	False	False
ADAT2	7.2832007	16.442917	False	False
PDCD2	3.345219	7.7208533	False	False
BNIP1	6.240786	13.076649	False	False
YARS2	11.329863	14.55234	False	False
GUK1	7.934832	14.864879	False	False
BRD8	12.555578	14.173874	False	False
NPM3	4.888217	14.191889	False	False
ATP6AP2	10.694866	15.404601	False	False
NDUFB7	10.704795	15.710742	False	False
POLG2	10.884509	14.377864	False	False
SUPT4H1	5.5078707	10.052425	False	False
SPC25	4.9580975	11.904494	False	False
MBTPS2	5.2473116	13.455703	False	False
UBA52	0.32987592	14.287952	False	False
ELAC2	11.068269	11.454731	False	False
HAMP	6.0558004	14.900803	False	False
NAA25	6.581842	12.52108	False	False
SBDS	5.5715637	13.576599	False	False
RTF1	2.8287215	12.443344	False	False
PCNA	11.881373	13.912515	False	False
WDR1	9.197352	15.668457	False	False
PFDN2	5.7798576	10.067494	False	False
RAC1	7.5483346	16.011093	False	False
NAE1	9.240175	14.292857	False	False
XRCC6	8.471673	11.474799	False	False
TREML2	8.287858	15.998617	False	False
PSMA7	4.3187695	10.752262	False	False
ECT2	13.856269	13.065548	False	False
ARF4	6.4741273	15.123734	False	False
NUDCD3	6.3696895	14.099411	False	False
RPL41	4.2254896	12.50563	False	False
WDTC1	4.361541	12.078176	False	False
HIST2H3D	9.190343	15.491235	False	False
ANAPC1	11.449276	14.965651	False	False
ELOVL1	5.370871	13.114025	False	False
HINFP	7.4719415	12.886702	False	False
ARFRP1	7.6641707	15.325819	False	False
ZC3H8	8.569834	14.318854	False	False
GAK	5.7008553	14.672993	False	False
CHTOP	6.0867405	15.286957	False	False
MRPL44	11.339037	11.428844	False	False
MASTL	12.588859	14.082913	False	False
EIF1	3.705712	12.846112	False	False
RANBP2	9.286347	15.406784	False	False
HUWE1	6.4056773	14.257612	False	False
SEM1	12.577882	14.110088	False	False
PAK1IP1	8.272628	11.340037	False	False
RAD51D	6.604936	14.866264	False	False
CA5A	7.08988	16.289461	False	False
CUL3	10.023513	14.760135	False	False
CHCHD4	2.6263433	13.370382	False	False
SASS6	11.364384	15.264458	False	False
SDHA	11.6297455	14.566586	False	False
SNAPC2	4.5030875	12.948588	False	False
TOMM40	1.2575879	11.819954	False	False
THOC5	13.041805	13.6001625	False	False
GRSF1	4.251234	13.896906	False	False
TELO2	7.641127	12.999094	False	False
RFC4	13.410287	13.326342	False	False
ARL4D	4.975625	14.290206	False	False
RAD21	6.282865	13.347695	False	False
SEPSECS	4.7629294	12.911621	False	False
RPTOR	3.0829246	11.645754	False	False
NSMCE2	9.373862	15.882036	False	False
DCAF6	6.6793604	16.195673	False	False
PRRC2A	3.288853	14.200096	False	False
CHMP1A	8.233144	13.169195	False	False
C7orf50	8.7773	16.621754	False	False
CNIH4	3.7740834	11.363263	False	False
GJA3	9.185969	15.432135	False	False
CCT8	9.987783	12.638391	False	False
RABGGTA	10.893876	14.87728	False	False
TUBA3D	8.74255	16.568474	False	False
CPSF6	5.51686	9.938656	False	False
HAUS5	10.534736	14.487759	False	False
FEN1	7.113485	15.457231	False	False
NOLC1	6.563793	15.444386	False	False
KRT17	9.60132	14.709607	False	False
EIF4A1	9.307043	16.403437	False	False
WDR24	11.464702	14.234081	False	False
ANKS6	8.02812	14.878215	False	False
NOP58	2.7680774	7.3339744	False	False
INTS4	6.643701	12.583581	False	False
DIMT1	2.4532886	7.24121	False	False
RPP30	2.8078709	7.3500404	False	False
YY1	3.3996708	13.1257925	False	False
SUMO2	9.463714	15.29778	False	False
PRPF19	2.1579418	12.789792	False	False
ATP6V1G1	11.210804	15.436489	False	False
HIST1H2BB	6.962181	14.231138	False	False
ORC6	7.6166954	14.395534	False	False
TIMM8A	5.6894736	15.504254	False	False
SYMPK	5.480212	10.096388	False	False
SMC5	9.429556	16.125895	False	False
PPP1R7	9.073074	16.353159	False	False
PRPF3	2.593929	13.455174	False	False
TSEN54	7.7071586	14.348979	False	False
GTF2A2	5.381235	9.749363	False	False
PRPF38B	3.9887416	11.179959	False	False
SKA3	11.276831	11.372209	False	False
DDX21	3.2597063	7.779014	False	False
ATP1A1	6.6224885	12.979296	False	False
IFITM3	9.729447	16.25707	False	False
SRP68	5.814869	13.045903	False	False
CLNS1A	5.795607	13.856128	False	False
HSP90B1	5.1241927	13.389855	False	False
CMPK1	7.889668	14.837851	False	False
CCNL1	6.0385056	14.419041	False	False
GSPT1	2.0716865	11.560487	False	False
SSBP3	7.52639	15.250285	False	False
KIF18B	8.522652	11.820807	False	False
NOL9	8.562154	11.561225	False	False
NDUFA8	9.523864	14.600771	False	False
KLF7	6.8759136	14.250477	False	False
PET117	10.0069685	13.883799	False	False
VPS72	6.963552	16.672054	False	False
OSBP	5.4798775	15.5093155	False	False
LSM11	8.569926	13.915972	False	False
NUFIP1	6.687797	12.865287	False	False
UQCRB	11.143521	14.406623	False	False
DNAJC17	2.8067381	13.154665	False	False
ZWINT	8.073235	13.521205	False	False
RBM19	3.2963605	7.67577	False	False
MRPL37	11.956962	11.450401	False	False
TRAPPC1	9.079269	16.58779	False	False
RPS5	1.4068646	7.168161	False	False
NOB1	3.0130167	7.4995728	False	False
RBBP5	13.297432	13.069327	False	False
F8A1	5.683055	11.990263	False	False
COPE	6.735678	14.037446	False	False
SDC1	9.722304	13.821222	False	False
MTPAP	1.0078052	11.636381	False	False
HBS1L	1.9858968	11.239628	False	False
EXOSC1	10.147995	14.30567	False	False
PPA2	5.7325273	14.603214	False	False
NBEAL1	6.186824	15.14	False	False
HIST1H2BE	8.620163	16.662033	False	False
CUL7	5.491752	10.200702	False	False
SCAP	4.3161273	13.82702	False	False
MRPL13	11.617859	11.400078	False	False
SLC7A6OS	5.5483904	9.947229	False	False
ARIH1	7.383631	12.819891	False	False
SHQ1	4.9311595	13.539078	False	False
PELP1	3.709307	12.64195	False	False
ZRSR2	8.35283	14.504589	False	False
EWSR1	11.330665	15.244948	False	False
NOL7	5.812236	12.064347	False	False
DDX41	2.862877	12.832983	False	False
BIRC5	13.69921	13.296462	False	False
OSGEP	5.4255056	14.391816	False	False
RPL12	1.9977362	11.323891	False	False
SKP1	4.876483	13.950227	False	False
NUP133	7.4490547	14.883624	False	False
ZRANB2	4.0745506	12.21865	False	False
TWISTNB	1.1433821	7.794774	False	False
EPRS	3.664783	11.85785	False	False
KARS	2.7082164	11.376064	False	False
HSCB	8.061689	16.70801	False	False
PES1	-0.029844642	14.414094	False	False
HNRNPU	3.4716442	13.3310795	False	False
RNF168	10.305	15.6394825	False	False
SAP130	10.99428	14.141908	False	False
TAF5	4.9726205	8.89813	False	False
NUP88	6.4392715	12.467822	False	False
COX6C	10.936227	14.690392	False	False
SAP30BP	2.5092492	12.531778	False	False
PSMA1	4.120602	10.556867	False	False
DAD1	5.5510297	12.844089	False	False
MRPL28	11.23668	11.401145	False	False
ARID3A	5.0325017	13.177761	False	False
SNAPC1	5.6352987	13.963142	False	False
RPL29	5.3253775	12.209229	False	False
NEMF	8.665524	11.655726	False	False
MRPS18A	11.823016	11.406458	False	False
POLD2	13.528433	13.114005	False	False
OR2T29	5.3675404	13.240357	False	False
TIMM44	2.1719337	12.798792	False	False
CRKL	9.497385	15.463141	False	False
DDX59	7.9318104	14.541246	False	False
CLSPN	12.682564	13.696572	False	False
MED4	5.760448	7.927338	False	False
CFL1	12.773376	13.940289	False	False
CEP97	7.2471347	15.988571	False	False
GNB1L	10.264791	15.03118	False	False
INO80	3.5575824	11.873669	False	False
SDHD	7.3283753	15.548439	False	False
HGS	1.4415857	11.930206	False	False
NDUFA11	7.1805987	14.44096	False	False
UQCRFS1	11.246234	14.420517	False	False
PDCD7	10.197428	14.520101	False	False
EEF1A1	3.415932	11.683787	False	False
EXOC5	7.293112	15.0680485	False	False
MRPL9	11.468114	11.55766	False	False
KTI12	7.979625	16.489775	False	False
WBP1	8.925682	16.058044	False	False
COX17	8.873182	14.4103	False	False
UTP3	1.5259435	7.2492285	False	False
NOP14	2.4705513	7.244551	False	False
NPAT	13.303444	13.218353	False	False
NFS1	6.084028	13.451898	False	False
SLC25A26	9.380908	16.125734	False	False
RBMXL1	8.739444	15.036442	False	False
NCKAP1	5.3790245	10.305449	False	False
C12orf45	3.4187527	7.8111525	False	False
COA5	9.61872	15.899643	False	False
INTS7	2.837282	11.157621	False	False
EIF4B	10.726833	14.212463	False	False
PI4KA	10.307223	15.595972	False	False
ILF2	3.2859497	14.2099495	False	False
DPH3	3.1762125	13.199608	False	False
ZNF253	8.597149	16.496342	False	False
XRCC5	3.6974514	13.605596	False	False
DHX33	3.4725242	8.258088	False	False
DMAP1	11.791631	13.9398985	False	False
UPF1	3.6331725	14.065559	False	False
MRPS6	1.7578603	14.025099	False	False
RPS8	0.79423124	7.3423266	False	False
EXOSC5	4.7585335	8.713896	False	False
RPS15	1.5331894	7.325889	False	False
ANAPC11	6.926153	15.355285	False	False
PFDN4	7.5518126	15.769927	False	False
UBR4	11.021923	15.69361	False	False
RSRC2	3.48833	12.646814	False	False
GMPS	10.742147	14.427028	False	False
NUP35	3.9382288	13.669559	False	False
MRPS5	1.573743	13.905476	False	False
CENPC	4.6103015	12.114307	False	False
RBBP6	5.312622	9.8382	False	False
TOMM20	1.6530592	12.010154	False	False
WEE1	3.710861	12.383603	False	False
POLR2K	5.76651	7.96422	False	False
NOM1	3.2362287	7.720342	False	False
RFC5	12.712447	13.901574	False	False
RRP7A	1.3253129	7.2541265	False	False
MTRNR2L1	5.114239	14.2168045	False	False
POGZ	4.16937	12.518444	False	False
TRPM7	10.134767	13.972133	False	False
NELFA	5.613245	10.343704	False	False
LCN10	4.4618564	13.89975	False	False
RRN3	1.2059441	7.820217	False	False
DARS	2.3070412	11.869927	False	False
METTL16	2.896747	13.047705	False	False
UTP6	2.9474807	7.394481	False	False
MED29	5.45855	8.661689	False	False
FARSA	2.287004	11.392578	False	False
GPN1	5.5478716	9.34231	False	False
NOL12	8.358314	11.268426	False	False
NAA50	8.992156	14.17082	False	False
RBM48	7.337196	12.73625	False	False
PSMA6	4.4062138	10.778279	False	False
ANLN	8.767019	15.896529	False	False
TOPBP1	9.176067	15.8051195	False	False
UBC	9.884924	14.840788	False	False
TONSL	13.521807	13.02839	False	False
GLRX3	7.765589	15.203299	False	False
SRSF3	5.269492	8.870701	False	False
OGT	4.543959	12.731043	False	False
GTF2H3	3.7762775	11.319134	False	False
UNC50	12.205782	14.202791	False	False
AASDHPPT	8.431693	15.983383	False	False
HNRNPL	5.9087605	13.174893	False	False
RNPC3	7.1493573	12.728441	False	False
ANAPC10	13.287335	13.508295	False	False
NUP43	7.007619	16.113255	False	False
RPP21	6.4597564	14.682575	False	False
DUT	12.5799885	13.639691	False	False
TPRKB	6.786151	13.248674	False	False
TBL3	2.6411734	7.322979	False	False
NFKBIE	3.138859	11.47437	False	False
MEPCE	7.2134566	15.673186	False	False
CCDC84	10.738795	15.829199	False	False
DOLK	5.986392	15.236295	False	False
MAU2	6.5143294	13.407106	False	False
CWC22	2.6493163	12.615639	False	False
URI1	5.727499	11.428607	False	False
CLCC1	3.7233753	12.642909	False	False
CTNNBL1	1.768547	14.070121	False	False
PPP6C	10.249676	16.31848	False	False
METTL23	7.874571	14.80325	False	False
VPS28	8.389391	12.993952	False	False
HIST1H2AI	9.507692	16.139183	False	False
PSMA5	3.8476126	10.346122	False	False
CCNA2	11.980309	11.482239	False	False
DDX20	5.793099	13.897814	False	False
SYS1	7.069471	13.2502365	False	False
PDAP1	6.111306	13.154275	False	False
PLK1	5.062261	13.306331	False	False
MRPL15	11.186906	11.408571	False	False
TPI1	7.505261	13.189134	False	False
MSTO1	6.738653	15.082994	False	False
VPS35	2.7993128	11.440372	False	False
RCOR1	8.365989	15.161902	False	False
PWP2	2.142948	7.28531	False	False
RNF4	5.495251	9.902999	False	False
POP5	3.2276976	7.6852283	False	False
HNRNPK	11.647773	14.568135	False	False
SF1	9.809753	14.309129	False	False
CPSF2	7.5907474	13.102624	False	False
XRN2	7.953846	15.605264	False	False
CHTF8	9.797564	13.955209	False	False
TOE1	4.449633	12.971957	False	False
ARGFX	5.0766096	13.488359	False	False
ZNF720	10.736467	16.039656	False	False
CDC26	10.831679	14.578576	False	False
UBR5	5.589738	13.133632	False	False
TUBGCP4	6.4904547	12.859782	False	False
TDGF1	5.545654	14.502848	False	False
NPM1	10.656216	15.6061	False	False
EIF1AD	10.661524	13.99189	False	False
AARS	2.0484123	11.351875	False	False
PRPF31	2.3691804	12.138586	False	False
NAPG	10.872281	15.510925	False	False
EIF3G	-1.0982618	14.157085	False	False
OTOP1	9.119109	16.481434	False	False
PSMC3	3.834613	10.492327	False	False
PGPEP1	4.4750614	12.285739	False	False
IARS	2.2435791	11.406065	False	False
LAMTOR3	9.4976845	15.640009	False	False
IPO7	10.151841	14.520252	False	False
OPA1	1.7520037	12.310764	False	False
COG8	4.533242	12.85417	False	False
HSD17B10	1.9106247	12.7606735	False	False
RPL7L1	-0.5044436	14.345094	False	False
SNIP1	3.0606694	13.741508	False	False
MOCS3	6.530672	15.108463	False	False
SARS	2.0500336	11.187593	False	False
EXOC7	5.6345196	9.884426	False	False
COX5A	11.075761	14.420884	False	False
HAUS6	8.741085	13.940825	False	False
CHMP4B	4.6464467	12.33243	False	False
FAU	1.4124396	7.2139373	False	False
TERF1	6.5749288	14.171096	False	False
PPIL1	3.8578143	12.426847	False	False
CHAF1A	11.335967	13.944411	False	False
GPN2	5.796358	10.079172	False	False
THAP11	8.112634	14.220756	False	False
IPO13	2.3380733	12.705609	False	False
PREB	9.958596	14.013591	False	False
CACTIN	2.9603643	11.661596	False	False
MRPL34	11.9389715	11.436259	False	False
NOL10	2.3070972	7.1777325	False	False
UQCRC2	11.171055	14.44201	False	False
PSMB2	4.085993	10.520158	False	False
BMS1	2.107962	7.2160754	False	False
BUD31	8.6714525	11.648091	False	False
TBC1D3	7.2426305	13.908021	False	False
SNRPC	3.1483123	12.125163	False	False
RPS2	1.9363453	7.1665754	False	False
CDT1	11.461331	14.296031	False	False
FAM133B	10.937299	15.809143	False	False
