context	contrast_id	positive_category	negative_category	claim_role	included	reason	n_genes	n_targets_positive	n_targets_negative	panel	pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	collection	ranking_method	claim_boundary	padj_within_context_contrast	endpoint_category	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	artifact	path	size_bytes	sha256
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	T Cell Migration (GO:0072678)	-0.448753024637567	-0.750180273755362	0.833778966131907	0.942317015045239	0.0127561263774236	20.0	20.0	down	CLSTN1;MSN;SLC12A2;CD99	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9423170150452392											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	T Cell Proliferation (GO:0042098)	-0.612886796192442	-0.979446819087156	0.536052551176291	0.906771655476259	0.0196242105514706	15.0	15.0	down	CTPS1;MSN	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.90677165547626											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	T Cell Receptor Signaling Pathway (GO:0050852)	0.343768639385336	0.831305522597188	0.912650602409639	0.959697251461149	0.0306113681898464	86.0	88.0	up	HLA-A;SLC39A6;BCL10;ICOSLG;EIF2B5;SPNS1;EIF2B2;PLCG2;BTN2A1;GATA3;EIF2B4;TRAF6;PDE4D;TXK;LCK;RIPK2;CD8A;MALT1;PIK3CA;HLA-DRB1;BTN2A2;THEMIS	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.959697251461149											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	T-Circle Formation (GO:0090656)	-0.758725588420652	-1.1439000016831	0.338199903738168	0.838137261441007	0.0279190692869019	10.0	10.0	down	BLM;WRN;SMARCAL1;XRCC3;EXO1;SLX4;SLX1A;DNA2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8381372614410076											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	T-helper 1 Type Immune Response (GO:0042088)	-0.76282155533751	-1.15007532598294	0.329055029680732	0.834220689470763	0.028406475599715	10.0	10.0	down	HMGB1;IL18	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8342206894707639											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	T-helper 17 Cell Differentiation (GO:0072539)	0.398597734855218	0.640455373388495	0.905810559830194	0.957640942372904	0.0200404540847323	10.0	10.0	up	IL6;STAT3	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9576409423729044											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	T-helper Cell Differentiation (GO:0042093)	-0.432392011994081	-0.739777410718084	0.851272301842644	0.946213817152964	0.012225642017533	23.0	23.0	down	HMGB1;FOXP1;KMT2A;PIK3R1;TBK1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9462138171529648											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	T-helper Cell Lineage Commitment (GO:0002295)	0.510268875079949	0.847680855442657	0.666482910694598	0.926196646181963	0.025550591846242	12.0	12.0	up	ZFPM1;IL6;STAT3;TBX21	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9261966461819636											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	TOR Signaling (GO:0031929)	-0.536830723068598	-0.964478671254193	0.545844044558698	0.907326197204963	0.0183444985870483	32.0	32.0	down	LARP1;MTOR;TIPRL;CCDC88A;EIF4EBP1;RPTOR;RPS6KA4;RPS6KA2;MEAK7;MLST8;PRR5L;MAPKAP1;RPS6KA1;RPS6KB1;RPS6KB2;PRR5	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9073261972049632											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	TORC1 Signaling (GO:0038202)	-0.531986240526212	-0.864445314631453	0.691434624697337	0.928742162424676	0.0157310150456902	17.0	17.0	down	LARP1;MTOR;RPTOR;RPS6KA4;RPS6KA2;MLST8	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.928742162424676											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Tail-Anchored Membrane Protein Insertion Into ER Membrane (GO:0071816)	0.743130096004189	1.31375789053451	0.143149284253579	0.762643171181895	0.0635916868333331	16.0	16.0	up	CAMLG;EMC4;EMC7;EMC3;SGTA;GET1;EMC2;MMGT1;EMC6;EMC1;EMC9;GET4	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7626431711818937											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Telomere Capping (GO:0016233)	-0.619793067682987	-0.9792022169758	0.542892345602957	0.907326197204963	0.0195554737809942	14.0	14.0	down	PRKDC;ARTN;POT1;CTC1;RAD50;TERF2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9073261972049632											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Telomere Maintenance (GO:0000723)	-0.660628751586822	-1.31453192199028	0.0593983029056313	0.673928248316492	0.065588721362786	71.0	72.0	down	PRKDC;PARP1;XRCC6;PTGES3;XRCC5;RUVBL2;NSMCE2;SMC5;BLM;PPP1CA;RPA3;UCHL5;RECQL4;ACTL6A;RUVBL1;ARTN;SHLD2;WRN;APEX1;CDK2;ZNF827;SMC6;POT1;CTC1;XRCC3;RAD51D;INO80;RAD50;DCLRE1C;TERF2;FBXO4;RTEL1;MCRS1;POLR1A;TEP1;ATM	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6739282483164922											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Telomere Maintenance in Response to DNA Damage (GO:0043247)	0.464329729651429	0.79937612910154	0.727842690225135	0.931240335752626	0.0246369206090608	14.0	14.0	up	TERF2IP;LRIF1;TFIP11;SHLD3;SHLD1;MAD2L2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9312403357526252											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Telomere Maintenance via Recombination (GO:0000722)	-0.816262452953198	-1.23064601426008	0.191881918819188	0.792375347508427	0.0391519644289041	10.0	10.0	down	NSMCE2;SMC5;SMC6;XRCC3;RAD51D;RAD50;TEP1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7923753475084258											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Telomere Maintenance via Telomerase (GO:0007004)	-0.688874056361637	-1.15887164849835	0.27917654028436	0.830382565849802	0.0299389540634201	21.0	21.0	down	HSP90AA1;HSP90AB1;PTGES3;XRCC5;DKC1;SLC19A1;PIF1;WRAP53;POT1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.830382565849801											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Telomere Maintenance via Telomere Lengthening (GO:0010833)	-0.669849289419183	-1.18116379569829	0.238879260543039	0.817261375426115	0.0324135636295584	28.0	28.0	down	HSP90AA1;HSP90AB1;PTGES3;XRCC5;DKC1;SLC19A1;PIF1;WRAP53;POT1;CTC1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8172613754261137											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Telomere Maintenance via Telomere Trimming (GO:0090737)	-0.758725588420652	-1.1439000016831	0.338199903738168	0.838137261441007	0.0279190692869019	10.0	10.0	down	BLM;WRN;SMARCAL1;XRCC3;EXO1;SLX4;SLX1A;DNA2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8381372614410076											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Telomere Organization (GO:0032200)	-0.668902201637014	-1.29812519477592	0.0820865881106845	0.673928248316492	0.0561393712402482	57.0	61.0	down	PRKDC;PARP1;XRCC6;PTGES3;XRCC5;RUVBL2;BLM;RPA3;UCHL5;RECQL4;ACTL6A;RUVBL1;ARTN;WRN;APEX1;ZNF827;DOT1L;POT1;CTC1;RAD51D;INO80;RAD50;DCLRE1C;TERF2;FBXO4;RTEL1;MCRS1;POLR1A	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6739282483164922											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Tertiary Alcohol Metabolic Process (GO:1902644)	-0.660293411176372	-1.03029442274046	0.485834371108344	0.892686594544216	0.0214212990858571	13.0	13.0	down	AKR7A2;CBR4	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8926865945442164											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Thioester Metabolic Process (GO:0035383)	0.51306744952694	0.966831652040303	0.493915756630265	0.896919217227229	0.0332733305648578	22.0	22.0	up	ACOT8;OXSM;GPAT4;ACOT9;MLYCD	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8969192172272291											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Thymus Development (GO:0048538)	-0.518335945047917	-0.808789886813097	0.753891656288917	0.932129299714165	0.0148891372988539	13.0	14.0	down	ZBTB1;SIX1;TBX1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9321292997141648											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Thyroid Hormone Generation (GO:0006590)	-0.556548713423523	-0.839086072669702	0.723888978020215	0.930786241251622	0.0159129176368012	10.0	10.0	down	DIDO1;DIO2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9307862412516216											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Thyroid Hormone Metabolic Process (GO:0042403)	-0.536393850698386	-0.865004507184061	0.690378476972184	0.928404671603155	0.0158168708434109	16.0	16.0	down	DIDO1;SLC16A2;DIO2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9284046716031548											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Tight Junction Assembly (GO:0120192)	-0.589225039284342	-1.13462014046931	0.266222518321119	0.826032739128276	0.0288766421326233	54.0	54.0	down	PARD3;PATJ;GRHL2;TBCD;PKN2;ECT2;DLG1;CLDN3;PDCD6IP;ARL2;AFDN	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8260327391282748											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Toll-Like Receptor 3 Signaling Pathway (GO:0034138)	0.505094887922511	0.828227634806387	0.687752355316285	0.92813692616106	0.0246304439958658	11.0	11.0	up	TICAM1;TNIP2;TRAF6	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9281369261610593											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Toll-Like Receptor 4 Signaling Pathway (GO:0034142)	0.404362204366554	0.799704900350836	0.790562378797673	0.93223368893994	0.0253569537599162	27.0	28.0	up	NDUFA2;S100A14;TICAM1;RELA;NFKBIA;ECSIT;RAB11FIP2;TRAF6;MYD88;IRF3;LY96	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9322336889399404											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Toll-Like Receptor Signaling Pathway (GO:0002224)	-0.479239128033992	-0.87303147615454	0.683720930232558	0.927471285840782	0.0148653124036293	35.0	35.0	down	HSPD1;IRAK1;TRAF3;IRAK2;MAP3K7	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9274712858407816											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transcription Elongation by RNA Polymerase II (GO:0006368)	-0.631700705358461	-1.1138953413438	0.328567302137493	0.834220689470763	0.0265887584555034	28.0	29.0	down	SUPT16H;LEO1;GLYR1;ELP4;GTF2F1;USP15;SART3;SETD2;PAF1;CTDP1;CDK9;RTF1;PBRM1;DMAP1;PCID2;SUPT6H;POLR2I	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8342206894707639											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transcription Initiation at RNA Polymerase II Promoter (GO:0006367)	0.405156649789734	1.02243819048593	0.365543547361729	0.849690730208809	0.058436248184976	119.0	123.0	up	ELOC;MED10;CDK7;WBP2;GTF2A2;ELOB;MED29;TAF11;MED19;SIRT7;TAF7;GTF2B;MED6;ELOA;TAF9;TAF10;CCNH;MED26;TAF13;MED8;MBD4;VPS72;MEN1;MED17;POLR2G;MED31;GTF2A1;TAF8;SPHK2;DR1;RBBP5	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8496907302088089											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815)	-0.657313561609329	-1.24117619090579	0.144373384133896	0.762643171181895	0.0418867907176401	46.0	51.0	down	ATAD2;SMARCA4;ARID1B;USP25;GLYR1;PRMT3;OGG1;TP53;ATAD2B;NOC2L;PADI2;SMARCD1;APEX1;KAT7;SMARCB1;ARID1A;EGR1;KMT2A;EP300;TET1;ASH2L;TET3;KDM1B;WDR5	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7626431711818937											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transcription Preinitiation Complex Assembly (GO:0070897)	0.607361184588284	1.39862371575881	0.0311965811965812	0.551691647917525	0.168819300017839	63.0	63.0	up	MED10;GTF2A2;MED29;TAF11;MED19;TAF7;GTF2B;MED6;TAF9;TAF10;MED26;TAF13;MED8;MBD4;MED17;MED31;GTF2A1;TAF8;DR1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.5516916479175245											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transcription by RNA Polymerase I (GO:0006360)	-0.394981236492684	-0.631214635533441	0.937824625725634	0.966019586744239	0.011442968055168	15.0	17.0	down	UBTF;TCOF1;POLR1E;POLR2L;TTF1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9660195867442388											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transcription by RNA Polymerase II (GO:0006366)	-0.42143076627985	-0.917058240709552	0.675633614939973	0.926196646181963	0.0115907183082015	191.0	200.0	down	ANXA2;PARP1;SUPT16H;MAZ;LEO1;TCEA1;CREB1;THRB;POLR2J3;ELL2;TFDP1;MNAT1;RBMX;DEK;NCBP3;PPARG;DRAP1;RREB1;POLR2E;GTF2H3;TRIP11;PIR;NCOA2;TRIM24;XRN2;ELP4;TTF2;TFCP2;NFX1;GTF2F1;ETS1;TRIP13;DDX56;ICE2;NFE2L3;ICE1;SUB1;ZBTB1;CDK12;NFKB1;SNAPC5;HLTF;TAF3;SETD2;SETX;TAF5L;POLR2L;PAF1;VDR;ZNF141;NCBP1;MED4;CTDP1;CDK9;TAF4;TAF5;RTF1;POLR2B;PBRM1;DMAP1;GTF2H5;CEBPD;HSF2BP;PCID2;SUPT6H;MED20;POLR2I;IRF9;TCFL5;NFYA;ELL;SCAF8;PKNOX1;TAF4B;E2F2;E2F3;ERCC2;POLR2J;NFAT5;YBX2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9261966461819636											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transcription by RNA Polymerase III (GO:0006383)	-0.413225229948743	-0.746372944587584	0.862661553756569	0.949333470323645	0.011600444045769	33.0	33.0	down	POLR3H;GTF3A;POLR3K;POLR2E;POLR3G;GTF3C1;POLR3B;ICE2;ICE1;GTF3C5;SNAPC5;POLR2L;GTF3C3	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9493334703236448											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transepithelial Transport (GO:0070633)	-0.418188747984964	-0.686975182281277	0.902281597117983	0.955973203940315	0.0117542474162741	18.0	18.0	down	ABCC1;SLC12A2;SLC1A3;CXADR;CLCN7;SLC26A6	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.955973203940315											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	-0.653133078819513	-1.30984836830974	0.0603404471544716	0.673928248316492	0.0646399151525937	76.0	76.0	down	ID1;PTPRK;PTK2;SMAD3;ITGB1;TGFBR2;GCNT2;ZMIZ2;PXDN;SMAD5;ADAM9;ZMIZ1;BMPR1A;APPL1;ZFYVE9;TGFBR3;USP15;TSKU;MAP3K7;ITGB5;SKI;USP9X;ENG	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6739282483164922											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transforming Growth Factor Beta Receptor Superfamily Signaling Pathway (GO:0141091)	-0.609821315442019	-1.27475421090772	0.0675433353257621	0.673928248316492	0.0589828311509697	114.0	114.0	down	ID1;PTPRK;PTK2;SMAD3;ITGB1;TGFBR2;GCNT2;SMURF1;ZMIZ2;SMAD6;DDX5;PXDN;PPARG;SMAD5;ADAM9;ZMIZ1;BMPR1B;BMPR1A;APPL1;ZFYVE9;TGFBR3;USP15;TSKU;MAP3K7;ITGB5;GDF11;SKI;USP9X;ENG	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6739282483164922											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transition Metal Ion Transport (GO:0000041)	0.390726870726854	0.793054866913533	0.818211811283405	0.934791513927222	0.0251257720879301	31.0	31.0	up	COX17;FTH1;ATP2C1;SLC39A13;MELTF	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.934791513927222											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Translation (GO:0006412)	-0.474006638692481	-1.03910884533784	0.39155701754386	0.869688229641289	0.0193599685520598	217.0	232.0	down	RPS3;RPL7A;MRPL12;RPSA;EEF2;RRBP1;RPL36A;AURKAIP1;RPS2;MRPL17;RPL34;RPL35;EEF1B2;RPS26;EIF4G1;MRPL20;RPS8;RPL12;MRPS34;GSPT1;RPS29;DTD1;RPL6;FARSB;RPLP0;TSFM;RPL27;RPL41;MRPL57;RPL3;RPL37;MRPL11;MRPL23;MRPL16;MRPS26;AGO2;MRPS27;FARS2;RPS4X;SRBD1;MRPS25;RPL5;MRPL1;RPS24;NACA;IARS2;RPL36;MRPS23;MRPL18;MRPL24;PABPC4;RPL23;RPL14;RPS14;MRRF;MTG1;RPL11;MRPL4;RPL26;RPS3A;MRPL36;RPL31;MRPL40;RPL29;MRPL54;RPS17;APEH;MRPL43;EEF2K;ABCE1;MRPL38;MRPL55;MRPL42;WARS2;RPS15;MRPL19;EEF1G;MRPS17;MRPS2;MRPS7;RPL4;RPS15A;ABCF1;RPS21;RPL39;IGF2BP3;MRPL39;MRPL3;TUFM;RPS18;RACK1;RPS10	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8696882296412881											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Translational Elongation (GO:0006414)	-0.572984328924981	-1.07966088970207	0.358557574101899	0.847998700310344	0.0241852646372117	45.0	49.0	down	EEF2;EEF1B2;ASCC3;TSFM;EIF4E2;TRNT1;GIGYF2;USP32;GFM1;TCF25;GCN1;EEF2K;CDK5RAP3;EEF1G;KLHDC10;PTRH1;TUFM;RACK1;ASCC2;MTRES1;ZNF598;EEF1A1;NEMF	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8479987003103434											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Translesion Synthesis (GO:0019985)	-0.781484493002132	-1.33703805508175	0.0751681778297748	0.673928248316492	0.0620094437915393	23.0	23.0	down	PCLAF;PCNA;VCP;POLD2;REV3L;USP32;ZBTB1;POLD1;PARP10;REV1;POLE2;FAAP20;POLD3;PRIMPOL	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.6739282483164922											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transport Across Blood-Brain Barrier (GO:0150104)	-0.512061026908278	-1.03921354262095	0.407244923539734	0.873380607971878	0.0207988087104427	85.0	86.0	down	SLCO3A1;SLC7A5;SLC16A1;SLC19A1;ABCC1;SLC44A1;ABCC3;ABCC5;TFRC;SLC16A7;SLC16A2;SLC5A3;SLC6A9;SLC12A2;ATP2B4;ABCC4;SLC1A3;SLC27A4;SLC6A6;LRP3;SLC29A2;SLC2A10;SLC2A1;SLC6A17;SLC27A1	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.873380607971877											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transport Along Microtubule (GO:0010970)	-0.586519819817631	-0.971936366546174	0.534320323014805	0.906771655476259	0.019351538355265	19.0	20.0	down	BLOC1S1;CDC42;ARHGAP21;SPG11;APP;COPG1;BORCS8;COPG2;SNAPIN;BAG3	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.90677165547626											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transposable Element Silencing (GO:0010526)	0.505191935992501	0.990317929906711	0.452503209242619	0.889531162379704	0.0356166436155702	26.0	26.0	up	SIRT7;MPHOSPH8;TUT4;TUT7;SIRT6;APOBEC3B;ZNF91;PIWIL2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.889531162379704											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transposable Element Silencing by Heterochromatin Formation (GO:0141005)	0.366279972829229	0.662334683012081	0.93562874251497	0.965319511403559	0.0214013588301799	18.0	18.0	up	MPHOSPH8;SPNS1;PIWIL2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9653195114035592											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Transposable Element Silencing by piRNA-mediated DNA Methylation (GO:0141196)	0.627940163584735	1.00895619008064	0.493234279649774	0.896919217227229	0.0301958974504643	10.0	10.0	up	SPNS1;PIWIL2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8969192172272291											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Tricarboxylic Acid Cycle (GO:0006099)	-0.462670521172318	-0.791580766235638	0.782100029248318	0.93223368893994	0.0134572032053626	23.0	24.0	down	SUCLG2;SDHA;CS;LDLR;DLAT;SDHAF4;OGDH;SDHC;IDH3A;IDH3G	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9322336889399404											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Tricarboxylic Acid Metabolic Process (GO:0072350)	-0.845441624828687	-1.28817650310867	0.109114044854462	0.704263197094911	0.0531803682854594	11.0	11.0	down	IDH2;IDH1;ACO1;ASS1;IDH3A;ACO2;IDH3G	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7042631970949128											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Triglyceride Biosynthetic Process (GO:0019432)	-0.657829354473224	-1.08064227666754	0.400180126088262	0.871212624901589	0.0239317465132587	18.0	18.0	down	GPAT3;LPIN2;LPGAT1;DGAT1;GPAM;PNPLA3;LPIN3	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.8712126249015893											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Triglyceride Catabolic Process (GO:0019433)	0.45693192182971	0.79799187408362	0.736979166666667	0.931240335752626	0.0246823514630452	15.0	16.0	up	PNPLA4;PNPLA2;LIPE	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.9312403357526252											
HCC1143	Q1_anchor_vs_Q4_low_information	Q1_anchor	Q4_low_information							d	Triglyceride Homeostasis (GO:0070328)	0.619507825183976	1.27409100316695	0.122914538644876	0.735509492195249	0.0746018195047473	34.0	34.0	up	APOE;XBP1;FUNDC2;OSBPL11;NR1H3;ANGPTL4;PNPLA8;PNPLA2	gobp	mean_signed_shift_positive_category_minus_negative_category	exploratory response-program contrast; not a causal mechanism or target-membership enrichment claim	0.7355094921952495											
