context	endpoint_category	collection	pathway	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	claim_boundary	padj
HCC1143	middle	gobp	Positive Regulation of Endothelial Cell Apoptotic Process (GO:2000353)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Epithelial Cell Differentiation (GO:0030858)	32	48	1	1	VEZF1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Epithelial Cell Proliferation (GO:0050679)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Fat Cell Differentiation (GO:0045600)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Gene Expression (GO:0010628)	32	48	8	5	BMPR1A;CDKN2A;LAMTOR5;NPM1;PARK7	0.7576158954858643	descriptive target-membership annotation only	0.8658467376981306
HCC1143	middle	gobp	Positive Regulation of Gene Expression, Epigenetic (GO:0141137)	32	48	1	1	ARID1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Immune Effector Process (GO:0002699)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Immune Response (GO:0050778)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Immunoglobulin Production (GO:0002639)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Interleukin-6 Production (GO:0032755)	32	48	2	1	XBP1	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Positive Regulation of Interleukin-8 Production (GO:0032757)	32	48	3	2	LAMTOR5;PARK7	0.7456059204440333	descriptive target-membership annotation only	0.8558259260748905
HCC1143	middle	gobp	Positive Regulation of Intracellular Protein Transport (GO:0090316)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	32	48	11	9	BMPR1A;CDKN2A;LAMTOR5;MIER1;MTDH;PARK7;TAB3;THRA;XBP1	0.2003556616568614	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Lipid Biosynthetic Process (GO:0046889)	32	48	2	1	XBP1	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Positive Regulation of Lymphocyte Differentiation (GO:0045621)	32	48	2	2	ARID1A;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	32	48	8	5	BMPR1A;CDKN2A;LAMTOR5;PARK7;XBP1	0.7576158954858643	descriptive target-membership annotation only	0.8658467376981306
HCC1143	middle	gobp	Positive Regulation of Metabolic Process (GO:0009893)	32	48	2	2	PARK7;THRA	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Multicellular Organismal Process (GO:0051240)	32	48	5	5	ARID1A;BMPR1A;NCOA1;THRA;XBP1	0.1176052850428428	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Muscle Cell Apoptotic Process (GO:0010661)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Myeloid Cell Apoptotic Process (GO:0033034)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Myoblast Differentiation (GO:0045663)	32	48	1	1	ARID1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Neuron Projection Development (GO:0010976)	32	48	2	2	BMPR1A;SMAD1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Nucleocytoplasmic Transport (GO:0046824)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Ossification (GO:0045778)	32	48	1	1	BMPR1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Osteoblast Differentiation (GO:0045669)	32	48	1	1	BMPR1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Peptidyl-Serine Phosphorylation (GO:0033138)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	32	48	3	3	MTDH;PARK7;XBP1	0.2867715078630897	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Phospholipid Biosynthetic Process (GO:0071073)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Phosphorylation (GO:0042327)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Production of Molecular Mediator of Immune Response (GO:0002702)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Programmed Cell Death (GO:0043068)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Proteasomal Protein Catabolic Process (GO:1901800)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein Acetylation (GO:1901985)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein Import Into Nucleus (GO:0042307)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein Localization (GO:1903829)	32	48	3	3	CDKN2A;LAMTOR5;PARK7	0.2867715078630897	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein Localization to Nucleus (GO:1900182)	32	48	4	4	CDKN2A;LAMTOR5;PARK7;XBP1	0.1848083050673244	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein Metabolic Process (GO:0051247)	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903322)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein Modification Process (GO:0031401)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein Phosphorylation (GO:0001934)	32	48	2	2	PARK7;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Protein-Containing Complex Assembly (GO:0031334)	32	48	2	1	PARK7	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Positive Regulation of Reactive Oxygen Species Metabolic Process (GO:2000379)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Response to Endoplasmic Reticulum Stress (GO:1905898)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Secretion (GO:0051047)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Signal Transduction by P53 Class Mediator (GO:1901798)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Small Molecule Metabolic Process (GO:0062013)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034393)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Smooth Muscle Cell Migration (GO:0014911)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661)	32	48	2	2	BMPR1A;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Sprouting Angiogenesis (GO:1903672)	32	48	1	1	SMAD1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Stem Cell Population Maintenance (GO:1902459)	32	48	1	1	ARID1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	32	48	19	12	BMPR1A;CDKN2A;MYBL1;NCOA1;NPM1;PARK7;SMAD1;THRA;TMF1;UBP1;VEZF1;XBP1	0.7681669432070707	descriptive target-membership annotation only	0.8760089546724262
HCC1143	middle	gobp	Positive Regulation of Transforming Growth Factor Beta Production (GO:0071636)	32	48	1	1	BMPR1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Translation (GO:0045727)	32	48	2	1	NPM1	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	+ Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090100)	32	48	1	1	BMPR1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904754)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	32	48	2	2	BMPR1A;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Vasculature Development (GO:1904018)	32	48	2	2	MTDH;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Positive Regulation of Wound Healing (GO:0090303)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Primary miRNA Processing (GO:0031053)	32	48	1	1	SMAD1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Progesterone Receptor Signaling Pathway (GO:0050847)	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Proteasomal Protein Catabolic Process (GO:0010498)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein K63-linked Ubiquitination (GO:0070534)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Destabilization (GO:0031648)	32	48	2	2	CDKN2A;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Import Into Nucleus (GO:0006606)	32	48	2	1	NPM1	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Protein Import Into Peroxisome Matrix (GO:0016558)	32	48	1	1	PEX14	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Localization (GO:0008104)	32	48	2	2	NPM1;PEX14	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Localization to Lysosome (GO:0061462)	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Localization to Nucleus (GO:0034504)	32	48	3	2	CDKN2A;NPM1	0.7456059204440333	descriptive target-membership annotation only	0.8558259260748905
HCC1143	middle	gobp	Protein Localization to Organelle (GO:0033365)	32	48	2	1	CDKN2A	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Protein Localization to Vacuole (GO:0072665)	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Metabolic Process (GO:0019538)	32	48	3	2	CDKN2A;PARK7	0.7456059204440333	descriptive target-membership annotation only	0.8558259260748905
HCC1143	middle	gobp	Protein Modification by Small Protein Conjugation (GO:0032446)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Phosphorylation (GO:0006468)	32	48	1	1	ERC1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Polyubiquitination (GO:0000209)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Repair (GO:0030091)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Secretion (GO:0009306)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Stabilization (GO:0050821)	32	48	3	2	CDKN2A;PARK7	0.7456059204440333	descriptive target-membership annotation only	0.8558259260748905
HCC1143	middle	gobp	Protein Sumoylation (GO:0016925)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Transmembrane Import Into Intracellular Organelle (GO:0044743)	32	48	1	1	PEX14	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Transport (GO:0015031)	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein Ubiquitination (GO:0016567)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	protein-DNA Complex Assembly (GO:0065004)	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein-Containing Complex Assembly (GO:0065003)	32	48	2	1	PEX14	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Protein-Containing Complex Disassembly (GO:0032984)	32	48	1	1	PEX14	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Protein-Containing Complex Organization (GO:0043933)	32	48	1	1	PEX14	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of B Cell Differentiation (GO:0045577)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of B Cell Proliferation (GO:0030888)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043516)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of DNA Metabolic Process (GO:0051052)	32	48	3	1	ENY2	0.967622571692877	descriptive target-membership annotation only	0.973151843531122
HCC1143	middle	gobp	Regulation of DNA Repair (GO:0006282)	32	48	5	2	ARID1A;ENY2	0.9634363991440772	descriptive target-membership annotation only	0.973151843531122
HCC1143	middle	gobp	Regulation of DNA-templated Transcription (GO:0006355)	32	48	28	21	ARID1A;CDKN2A;ENY2;ERC1;ETV3;GON4L;KLF3;MIER1;MTDH;MYBL1;NCOA1;NPM1;PA2G4;PEX14;RORC;SMAD1;THRA;UBP1;VEZF1;XBP1;ZBTB5	0.1276501154489592	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of DNA-templated Transcription Initiation (GO:2000142)	32	48	1	1	THRA	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of ERAD Pathway (GO:1904292)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of ERK1 and ERK2 Cascade (GO:0070372)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of G0 to G1 Transition (GO:0070316)	32	48	1	1	ARID1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045)	32	48	2	2	ARID1A;CDKN2A	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of MHC Class II Biosynthetic Process (GO:0045346)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of RNA Biosynthetic Process (GO:2001141)	32	48	8	3	ERC1;GON4L;MIER1	0.9884697771315644	descriptive target-membership annotation only	0.9922282173487948
HCC1143	middle	gobp	Regulation of RNA Splicing (GO:0043484)	32	48	2	1	ENY2	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Regulation of SMAD Protein Signal Transduction (GO:0060390)	32	48	2	2	BMPR1A;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of T Cell Differentiation (GO:0045580)	32	48	2	2	ARID1A;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of TOR Signaling (GO:0032006)	32	48	2	2	LAMTOR5;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of TORC1 Signaling (GO:1903432)	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Adipose Tissue Development (GO:1904177)	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Androgen Receptor Signaling Pathway (GO:0060765)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Angiogenesis (GO:0045765)	32	48	2	2	MTDH;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Apoptotic Process (GO:0042981)	32	48	10	8	CDKN2A;LAMTOR5;MTDH;NPM1;PA2G4;PARK7;PRDX2;XBP1	0.2714517903286103	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Autophagy (GO:0010506)	32	48	4	3	MTDH;TAB3;XBP1	0.5926611162503855	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Autophagy of Mitochondrion (GO:1903146)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Bone Mineralization (GO:0030500)	32	48	1	1	BMPR1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	32	48	6	4	LAMTOR5;MIER1;MTDH;TAB3	0.6880495247855358	descriptive target-membership annotation only	0.8294295641250296
HCC1143	middle	gobp	Regulation of Carbohydrate Metabolic Process (GO:0006109)	32	48	1	1	RORC	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cardiac Muscle Cell Proliferation (GO:0060043)	32	48	1	1	BMPR1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cell Cycle (GO:0051726)	32	48	5	1	CDKN2A	0.9974490511030752	descriptive target-membership annotation only	0.9974490511030752
HCC1143	middle	gobp	Regulation of Cell Cycle G1/S Phase Transition (GO:1902806)	32	48	3	2	ARID1A;CDKN2A	0.7456059204440333	descriptive target-membership annotation only	0.8558259260748905
HCC1143	middle	gobp	Regulation of Cell Cycle G2/M Phase Transition (GO:1902749)	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cell Cycle Process (GO:0010564)	32	48	1	1	ARID1A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cell Differentiation (GO:0045595)	32	48	3	3	ARID1A;PA2G4;RORC	0.2867715078630897	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cell Division (GO:0051302)	32	48	2	1	HDGF	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Regulation of Cell Growth (GO:0001558)	32	48	2	2	CDKN2A;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cell Migration (GO:0030334)	32	48	3	1	XBP1	0.967622571692877	descriptive target-membership annotation only	0.973151843531122
HCC1143	middle	gobp	Regulation of Cell Population Proliferation (GO:0042127)	32	48	6	4	BMPR1A;CDKN2A;NPM1;XBP1	0.6880495247855358	descriptive target-membership annotation only	0.8294295641250296
HCC1143	middle	gobp	Regulation of Cell Size (GO:0008361)	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cell-Matrix Adhesion (GO:0001952)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cellular Component Organization (GO:0051128)	32	48	2	2	PARK7;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cellular Component Size (GO:0032535)	32	48	1	1	LAMTOR5	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cellular Response to Insulin Stimulus (GO:1900076)	32	48	1	1	NCOA1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cellular Response to Stress (GO:0080135)	32	48	4	2	ENY2;NPM1	0.8985507246376812	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Regulation of Centriole Replication (GO:0046599)	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Centrosome Cycle (GO:0046605)	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Centrosome Duplication (GO:0010824)	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cold-Induced Thermogenesis (GO:0120161)	32	48	1	1	THRA	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Defense Response (GO:0031347)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Dendrite Development (GO:0050773)	32	48	2	2	BMPR1A;SMAD1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Double-Strand Break Repair (GO:2000779)	32	48	2	1	ARID1A	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Regulation of Endodeoxyribonuclease Activity (GO:0032071)	32	48	2	1	NPM1	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Reg of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Sgnlng Pway (GO:1902235)	32	48	2	2	PARK7;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Endothelial Cell Apoptotic Process (GO:2000351)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Endothelial Cell Differentiation (GO:0045601)	32	48	1	1	VEZF1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Establishment of Protein Localization to Mitochondrion (GO:1903747)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Fat Cell Differentiation (GO:0045598)	32	48	2	2	RORC;XBP1	0.4397163120567375	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Gene Expression (GO:0010468)	32	48	17	8	BMPR1A;CDKN2A;ENY2;ERC1;GON4L;LAMTOR5;MIER1;PARK7	0.9926257873525964	descriptive target-membership annotation only	0.9945093277460548
HCC1143	middle	gobp	Regulation of Glucose Metabolic Process (GO:0010906)	32	48	1	1	RORC	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Hepatocyte Proliferation (GO:2000345)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Hydrolase Activity (GO:0051336)	32	48	1	1	NPM1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Immature T Cell Proliferation in Thymus (GO:0033084)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Immunoglobulin Production (GO:0002637)	32	48	1	1	XBP1	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Inflammatory Response (GO:0050727)	32	48	3	1	PARK7	0.967622571692877	descriptive target-membership annotation only	0.973151843531122
HCC1143	middle	gobp	Regulation of Interleukin-6 Production (GO:0032675)	32	48	2	1	XBP1	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
HCC1143	middle	gobp	Regulation of Interleukin-8 Production (GO:0032677)	32	48	3	2	LAMTOR5;PARK7	0.7456059204440333	descriptive target-membership annotation only	0.8558259260748905
HCC1143	middle	gobp	Regulation of Intracellular Protein Transport (GO:0033157)	32	48	1	1	CDKN2A	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143)	32	48	1	1	PARK7	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of Lipid Metabolic Process (GO:0019216)	32	48	1	1	RORC	0.6666666666666666	descriptive target-membership annotation only	0.8091954022988506
HCC1143	middle	gobp	Regulation of mRNA Stability (GO:0043488)	32	48	2	1	NPM1	0.8936170212765957	descriptive target-membership annotation only	0.9212325875897004
